experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	18 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	P 	P 	1.0 	2 	0 	0.0 	KLAWMHNXOSYECQPFZGDUIRTBVJ	NIMOLDFVGJZRWAUYHTXEBQPCSK	GELMQIAPONCZVSUBTXJFRWYKHD	GZRKPWDUOHATXIMJYSLVFNQBCE	FIVQXLUDAEKNJRHCMBWOPGZSTY	MDNGOWZFXCSEYBHILKAURJTVQP	0
main	19 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	X 	0.0 	4 	0 	1.0 	HSMTJPEFNRUOLKDAYIBGCXWQVZ	PRWAJDSBLYZHMKTGVQNOFCEIXU	INPOKTXWEUCZBSRGHLAVJQMYDF	DRUQLGOYBINJCTXMAKWEHZPFSV	LUYSABDXWHOGJTCQZFIPKNREMV	HDJLXWUYATKSMRNBCOGIEPFVQZ	1
main	20 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	T 	C 	0.0 	5 	0 	1.0 	QXOUIYBNFPJWRLSDTHZAGKMEVC	XHVICGYBSUWEODQTRLNJKFZAMP	UNMXTBLQJFYKRDEWAIHGVCSOPZ	RPIAVMYSGWEHKDXUQOCZFBJTLN	VAJIRCXUQWEZNPMTYHGLDBSKOF	DABZPVRGUCTYJQNIKMLXHOWESF	0
main	21 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	W 	1.0 	4 	0 	0.0 	IWOFPNKSDJBYQZUTLAXEVMGCRH	OSKUIGBQZWTCPDYAMVLRXFJHEN	YNZGOSLBARJPXEMQKFUHVWTIDC	PGQWAFMRXNVSYDEIUTHZCOKLBJ	GRPCFMWKBOEYZIHXSNDTJAUVLQ	UFJBNQRLGDKHZSTIAWOMEPVCYX	2
main	22 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	UBESQCINWFVGOYKMJHDLXRAZPT	SKQZVCGJWPXMEBRALFHDOINTUY	-99	-99	-99	-99	0
main	23 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	U 	0.0 	1 	0 	-1.0 	JRQOVTYUZMLKBIDSNWGAHECXPF	OQFEVRPZSWULTIAYXDBHCNKGJM	DJPILNEHQAWBVMRYFZUTSOKXCG	ORIZCMEQJPTWNFXHLBVAGSDUYK	XQVPFIGAEHWKLOCZTSMBUYRNJD	IAYJFGQRUKDMSOLPVNXEWTCHBZ	0
main	24 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	F 	I 	0.0 	1 	0 	1.0 	YJIDZMURESQLKVBFWCHNPTGAXO	BPQSZYJIFERMHLVDCOXAKTGNUW	-99	-99	-99	-99	0
main	25 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	G 	J 	0.0 	0 	0 	10.0 	FQSYWPCJIRTEUVADHGMBKNXLZO	DCKQROHEIGBLTMXSYJFZWUPAVN	-99	-99	-99	-99	0
main	26 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	OEJSZQLFMCPGXNYBUVHTWADIKR	BYICMTEUQOWFRSPJZHGDNLAKVX	-99	-99	-99	-99	0
main	27 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	Y 	F 	0.0 	0 	0 	1.0 	BEWGDRUPMAFYLZNQHCKTOIXJVS	MHGPACJBSQKVRLFWUTXYZDONEI	PQZVJRFCHGUOIWLESDBAXTMKNY	HYDGFBAKCMWRNOLZIPTSEXJUVQ	EVYRJUONCQPASBHKIFMLTDGXWZ	GFQSEWRTOPZJBXHKVDIAYULMCN	2
main	28 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	Y 	0.0 	2 	0 	-5.0 	PEGOZTFNVXKDHMQIRYLJBSCWAU	LESPJMRIKBFNTDGCYWOAHUZXQV	OQUWDMBLYKAICEZPFSRJGXHTNV	IOELPCKWVYXBDGZNMJARQHSFUT	ETVOJSXYQHAWLBPZCDRIGKFNUM	NECJOWDZPSKXLVUMBTRQFYGHIA	6
main	29 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	X 	R 	0.0 	0 	0 	1.0 	ZVIHLDRXQGPYBNKMWEOTSUCAFJ	USIVJANHKEOLFXPWQZYMTGDRBC	GWMBRPTQDOVLHFIJUCXNKEYSZA	HTZKRBAFNXPCDUELMIJQVOSGWY	FLQBNJWHSCOUXZTVMDEPKRYAIG	FENXRJBKPGOSTIYUQAZCHWVMDL	1
main	30 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	X 	U 	0.0 	2 	0 	2.0 	PTUAEDGYFWXIBRJVHQOLZNKMCS	VZGFYHPRTQCXKBOJIUEMWALNSD	VIHCWBUNXKJPAQSZYLGEMRDOFT	YZDOCGPFISHTNURKQEBLWMAJVX	RBOEWVCJFYGMHAKQXDLNPTIUSZ	FIQRJEVXOMNGKLZDSHYWCPBTAU	1
main	31 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	A 	I 	0.0 	5 	0 	-3.0 	VYTQADHOBJCKURPZSGFEWMILXN	ZMSJIPHLQYNKURTCVOAFXBGWDE	LUTZCBGNKHPVOSYIQEAXDFWRJM	CZGHBAORJISPLVDYWUEXQKMNFT	DQNCHOFYTBKAWPMURVIZXGSJEL	NLTABGIDXZWEMJVFOSHQYPRKCU	1
main	32 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	F 	F 	1.0 	0 	0 	0.0 	LQUGXDBAVFHEMRNSYCPITWOZJK	NAJYEQPXFOWLCKHZDMRGITSBUV	IDNCTGVLRQBHZAFKMUJXWPSYOE	SOFYIKWQXCZARPMGEDHTVJBNUL	GNXIEMQZRBWVAJUKPFCYHSTDLO	TGKBUWZDLFVHIXSRJMEPYANQCO	0
main	33 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	A 	E 	0.0 	2 	0 	3.0 	QMHXVSYNKUTOZEPIGFWCADBLRJ	GBFTLHRPUOKIECNAYSWJZXQDMV	KUHGMXLCVJEZBANTSPRWYIQFOD	YOMUBVXTRKWQFGDNPECLSZIAJH	AXUKEONPSRWJDIBTFLVCHZYMGQ	KYAIQLSNBEGPZDVWFXMTOJHCUR	0
main	34 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	O 	0.0 	0 	0 	5.0 	YGEHZMQANLOVCBPWRTDJIXKUFS	EVDLWXBTMZYHKSRNUIFPCJOGQA	-99	-99	-99	-99	0
main	35 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	H 	N 	0.0 	1 	0 	-1.0 	JPVQTLKNASRWDYOEBHCIMXGUFZ	GPCYLWASHNIMVDUKXOFQEBRJZT	-99	-99	-99	-99	0
main	36 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	0 	0 	0.0 	YXKNEBOVQWSIUDRLPHJFTGMCZA	SGBORFQXZDLAJHNCUKETYMVPWI	-99	-99	-99	-99	0
main	37 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	H 	0.0 	1 	0 	1.0 	TJNISPWZFAKLBEGXRCYMHUQDOV	JAVTPUFCHWMKDXNQBESYOIZLGR	-99	-99	-99	-99	0
main	38 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	X 	O 	0.0 	1 	0 	1.0 	OVFMKWRNUBTJLXIEASDCPHZQGY	HCJELFNOXIBYUMPTZVWDKQRGSA	ZJHIRBSAMONGVKXECLDQFYUWTP	LVTHKCDYPJSEQXAIZRFBMUWNGO	XUKVQBINFROWJGHYETSPMCDLZA	UVEJCTOQSLHIWYABZMKDRPGNFX	1
main	39 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	W 	1.0 	0 	0 	0.0 	IFLRQBJYZSWHMTGCPVKNAOUEDX	GOICQEPJFRULBZMKYXWSNDTHVA	-99	-99	-99	-99	0
main	40 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	B 	T 	0.0 	3 	0 	1.0 	TNYVFXKQEHWRMGCOPAZISLBUJD	VCWPSENUAMFYODTZLKXJBQHGRI	FXGCIOQPKAHJDZSUREVYLBTMNW	HUWXPDTBGZMEIFLJORAKNQVCYS	GHQVTWXMZEIJPBUKFYSDLRANCO	PULSFMBKWVIYQDCXGNHJTOARZE	0
main	41 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	N 	N 	1.0 	1 	0 	0.0 	HXLNCRWDBVFPKJGYUMOSEQATIZ	OMFRVTJNCYZSAEIBXKPLWGDQHU	-99	-99	-99	-99	0
main	42 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	H 	0.0 	0 	0 	1.0 	WZNLUMRHEFQDKGAOYITCBJSVPX	FALMIJYPHKERDZOWQNGCXSBUVT	-99	-99	-99	-99	0
main	43 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	QAMFJVLHYTKEPWRDIBGCSZXONU	UMEAVHWYRKZSBGIJDNFLTXQPCO	-99	-99	-99	-99	0
main	44 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	R 	F 	0.0 	0 	0 	7.0 	KYMBQIFNOLSDJRXHPCUZTWGVEA	PGIUCTYFEWMHKJNBQZLOASXVDR	-99	-99	-99	-99	0
main	45 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	Z 	I 	0.0 	3 	0 	1.0 	QGOLXMKERZPYVCDJNSIBWUFATH	EYLJXFKANUMIOBDHZTSWGQRCVP	OBTSPNQFWZYVAKEJHGULRIDCMX	EWPNUTHQKVIZBXDLGFROYJAMCS	NOKPMJHEISXDTVFYCUQAWZBRGL	FBLVZXKNAOIDHRQCEWJSYUGTPM	1
main	46 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	D 	C 	0.0 	1 	0 	1.0 	SKUWELPGVNAIJOMBCYZXFTHDQR	JIKHBOYACDXPMRWGQVZSUNTEFL	JYFRLBXKIESQGWCMAHUOVTPDZN	CSLMIAWZGHQNOKXVRYBUEJFPDT	PDMEYSVWQFRBCGNOJTAKHIXZLU	ANWKHBLEQZOJMFUSCYPXVRGDIT	1
main	47 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	R 	J 	0.0 	0 	0 	-1.0 	KSDQBERJOVZGFAXILUTCHWPNYM	KZXUQBWMCIEPYTJLDOSNFRAHVG	-99	-99	-99	-99	0
main	48 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	K 	0.0 	0 	0 	-1.0 	AJRYFZCQMWKUXTVOLEHSBDINPG	HYWNPTAVFJXOBEMCSIURLGKDZQ	-99	-99	-99	-99	0
main	49 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	F 	A 	0.0 	3 	0 	1.0 	NYPGMCVJLAXKWFEUODQZRTBSHI	PZFGRCVBHYAXTLWIMJNDKOUQES	FBGEDSKIUMYZPQCNTOLWRAXHVJ	PZMHUGYAFEQCRJLISKVNOWBDXT	HAITSNUMZFRLVPEGBCKQWYDJOX	FDGTXYBMWVZAUQPKJOSERILNCH	1
main	50 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	Y 	0.0 	4 	0 	2.0 	NTQOCHARMPBZFKWIJDVYLSEGUX	VONIZUWSJGTRDEKLXPAFMQYBHC	LCSHTMJBGNZQWKVPRUXIDYFOEA	ECYZJIGDTFQWMBKNUOHLSRVAPX	XSMVFPDIHZYCGREOKUNQWLJTAB	AEUBXVJNHLTCPOKYGSWQDZMRIF	0
main	51 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	E 	K 	0.0 	0 	0 	1.0 	OALUHYMKETPRNDIXVBGQCZFSWJ	SUJKMRDGWPOQBYIXLHTZFCNAVE	QGFITRUPDZSWHOMALCNBEKYXVJ	WSUYMZTVJOXCIDQAHKBGLFREPN	UWOANHRYSQKEVFDLBZICXMGJTP	BJHGCVPKZFWUQOTDXIMSYRLNAE	1
main	52 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	B 	0.0 	1 	0 	1.0 	VQRYSTCIEHNFPAWGBZKJLMDOXU	ZKNWOIBGYCMLVRQXFPAESJHTUD	PRZENWDFKHOAVQCTMSBILGYUJX	JDBMSCPHVKGTLUIWZENARYXFOQ	KXPGZLNWABTVQREOIJSHYUCFMD	IELXTQWPZSDKMVRABYUGOHJCNF	1
main	53 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	G 	L 	0.0 	1 	0 	1.0 	KQSPFLTDBRJXYGOWMHZNCVAUIE	TWAHPQLGODJIKBZCRXSUNVFMYE	-99	-99	-99	-99	0
main	54 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	U 	K 	0.0 	0 	0 	2.0 	SGVYXCFAZKBUTRHEMIDLPOJQWN	DOKFPNUQZGHWCIYLTSRMXJABVE	-99	-99	-99	-99	0
main	55 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	F 	I 	0.0 	1 	0 	-1.0 	XBNLSGRDHIAWOKJTMQUPYEVZFC	GAOTDFIVKLHXRWPQSUCEYBJZMN	-99	-99	-99	-99	0
main	56 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	B 	H 	0.0 	1 	0 	1.0 	MWYOGCHQESPIVBUKJFTANZLDXR	CMSOZLFDEHBYGJKPXVURAWTQIN	-99	-99	-99	-99	0
main	57 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	F 	F 	1.0 	1 	0 	0.0 	FVOZNSWYEJRCQTMHDBAGLIPKUX	DEUXRGPZNVFBYSHTWKLOJACQMI	-99	-99	-99	-99	0
main	58 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	E 	F 	0.0 	5 	0 	2.0 	QXGTLWKMSYJVDONEAZFPCBIRUH	VXFLJDGPHMUZCRSAIBTWYEKNOQ	UCFHEVPKWLZOMNIJYDSRBXQTGA	DEARCVGLKFUHBXJYOWNPIZMSTQ	WVRKANBHFZUPMYECSXIJDLGQTO	JLQSKXBMFCETNDPWGUAZOHRVIY	1
main	59 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	N 	0.0 	0 	0 	-1.0 	SBTFOVQIWNMHJGLDXUCEARPKZY	XMWUYGPVLTQAIRCJZDBSFEHONK	-99	-99	-99	-99	0
main	60 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	S 	A 	0.0 	0 	0 	1.0 	QCWFRUASDGHOKPNIJZEVXBYLTM	TNBREQPIMZKHUJCDWSVAXOFLYG	-99	-99	-99	-99	0
main	61 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	M 	1.0 	1 	0 	0.0 	ZQACWMFUYKERVPTXSGNDOIBLJH	PWBDKSXUMRCHAJGTLYEVFNIQOZ	-99	-99	-99	-99	0
main	62 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	V 	0.0 	0 	0 	-8.0 	XKDHWJNEVATOSQFUZGBRILYMPC	KEXUWDJQVYCHZOSAPGNBLFIMRT	-99	-99	-99	-99	0
main	63 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	F 	N 	0.0 	1 	0 	-4.0 	TJSPMNVHGRIDYKAOUBFCLEQXZW	LZFGXONRVUTPQMIBAJYESHWDKC	-99	-99	-99	-99	0
main	64 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	P 	0.0 	1 	0 	-3.0 	VXQOZSWGLMNCADJFETRPYUHKBI	BTMHGDIPQALCEFXNSKUZVJOWRY	QCGXJZHKFENTWBRUIPDOSAMVLY	KTRBLHYDQOPIGUXCSNZJEWAMVF	TRJDSGFAWUIVBKPXOCYLEHZMQN	QBJEPTKARHXZDVWLIUOSGCNFMY	2
main	65 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	N 	0.0 	1 	0 	1.0 	ASVHQDRBULOJWIFCXEYZPMNTGK	KTEUZLNMORWBACQXVFJHPGIYDS	-99	-99	-99	-99	0
main	66 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	S 	S 	1.0 	3 	0 	0.0 	YINRJSEDUHXBZPQGCLWOMKVFAT	MECPUOTBQZXIKGWYNFDRSVHALJ	KVIRZNGUMXBAEYWTLOSCQHJPFD	YCVTPDJESHMXLNURAKBGWZFIOQ	OBCJEQXSPGKLFDYARIWMVHZNUT	MTAPCNSDBOLWYRVZEJKHUXIFGQ	1
main	67 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	I 	0.0 	1 	0 	1.0 	BWVKDIQNZPULOTYASJECGRMXHF	UXQHSPFDIRYZNMBTGLEKVWAJCO	ONRYTGQFLZEAPBSJXUKIWMVDHC	WMEAVNRUHOCBTJSXLYKDIGZQPF	LBMRGYVZONAEICKXPUDJTWHQSF	VNLPSMWTQBERAFJXYKHZUDCGIO	1
main	68 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	R 	1.0 	1 	0 	0.0 	DYNKLVSCGEHAORUFJIQXBMPTWZ	XLKANYRGJBVQCIETDOWFUHMSPZ	USHDGEVIRNFJMQOPWBZAKXLYTC	JWTRGYACDSBLVFMQPEUIKZXHON	YEWXRKAPJUNVGTZMFIDOBLQSHC	LGOXWSTZMPCNAUBIDYFERKJQHV	4
main	69 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	E 	F 	0.0 	5 	0 	-8.0 	IORSWQMLEBJCAYTGZKNXVPHDFU	MLDQBYGKEHJIZWTAXPUFSNVORC	VSERNFMCQABWOUKHJPYGXITLDZ	HXCQYEFPBKJUDSAOGVTRZLIMNW	JWTXONEPMYBVKGQLCAHIZDFRSU	EDCMNZPOFGLXJVSRTKBQHWIAYU	0
main	70 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	Q 	0.0 	1 	0 	2.0 	ESVTLCIYUFKAXZMOWDBRHGPNJQ	GOSKHTIAFEQYWCRMNXBVPUJLZD	-99	-99	-99	-99	0
main	71 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	T 	T 	1.0 	4 	0 	0.0 	UQNBCDPWYTGSAXIHOFVKMJERLZ	KLDXPASNMCRQUBFWVOTHIGZYJE	AHEJUMYODCTXVIFSLBRWPZKQGN	TEAZQNMJWLGYXUCFKOSBVRIPDH	UKGWRCITFVSEMYZHBNLDXPQOAJ	NIQKASCWBUFVZYDLPEMJGXOHRT	0
