experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	214 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	B 	B 	1.0 	0 	0 	0.0 	HTARGIMVOEBNDXFCSJWLQYKUPZ	CGZNUQRHOIWYBKLMFPDXTEAJVS	-99	-99	-99	-99	0
main	215 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	H 	0.0 	0 	0 	-5.0 	PGQWJBFUHKAXRYDTCNIZEOMSLV	NLOKTHXDJGVSYPZIUMWRACFQBE	-99	-99	-99	-99	0
main	216 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	M 	C 	0.0 	5 	0 	1.0 	LKDOJBVGNWFHCIAMZXETYUSPRQ	NBLAJTUKCYSGWPXMQHVDORIFZE	IRXTCWZHUYMBEPVALFDKJOSQNG	SZRQJPLCUWEOMYGNXDIVKFBTAH	FWLHKTDGJSIMENVQBXROYACZUP	JTRLNDYHBZCMAWEGOPFUVSKIQX	0
main	217 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	U 	U 	1.0 	2 	0 	0.0 	IKTNZARHUSQLJGYFEPOVCBWDMX	JUCWHSKLBDVGFTOZRXPIAYEMQN	CMIRAXPGTDUJWNZLFHKEVYBOSQ	OVQLXHRTKZYESANICMDGBPUFWJ	CEHWPZNUBJODMAISFKLYTVXGQR	KGALHIUTFROPEZWVYJQMDNSCXB	0
main	218 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	T 	S 	0.0 	3 	0 	1.0 	BLVYECZJKPQDSXAMRHONWGTFIU	FVPUIYJCDOLRQATSEXGKHNBZWM	BFUNQGTIZMWEOVPKJXCDSLARHY	FJOEICNDSTLVUXAKMQHZWBRPGY	XSEYWDZNHRCGQJAFUBLPKOIVTM	ZFDVSRXBPYKOCHTJIEAUMGNLWQ	1
main	219 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	M 	X 	0.0 	0 	0 	1.0 	FCPBHVXMNSEYRZOUGWDLTAJQKI	QMBSTXREPFDYIZVWHOJNKAGLCU	-99	-99	-99	-99	0
main	220 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	Q 	Q 	1.0 	4 	0 	0.0 	VYWLZNKMJARQCIOHTEUDGSXBFP	WQIXCZYPTJNKODFULMBGVERHSA	EBUHAGSDWKOXRFIPNZTLCMJQYV	VPMOFTKLYRDNZEXIGWBJSUCHQA	JVOXKTEZPSQCYFUGBDIHRALMWN	BYAIDQSCMGUHRNFTVXEZLOJPWK	1
main	221 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	N 	0.0 	1 	0 	2.0 	OQVHMTAXFURYEBJLNPSIKCGWDZ	SXHYKZGNDWROIFCBVJQALMUEPT	WCYXELFROBUATQNPDSMKGJIVHZ	QROWAJKIZUDFEHPLXTBVSCNYGM	TGZAKPQDJBLYNVOXUWRCFIHESM	XPHQTVJUBNIYWCAGKSOMRLFDEZ	2
main	222 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	S 	S 	1.0 	4 	0 	0.0 	JFTXRQYLMCDVHIKNZAEPSBUWGO	SAOQFYMKJCDBELNGVIHPUXRTWZ	MENJCKXPRBUZFWVYSTQDLHIAGO	BRYOMDEPIHLWNKCXVQJFGTASZU	QATDOUSEZIKFCWVJMBXRLHYPGN	OYDGJBPTLSUXRZVCHFMQAINWKE	6
main	223 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	E 	H 	0.0 	1 	0 	-2.0 	HQXIRDWKOGECBSYUZANVPJTLMF	XMUNLCJEVHQKPZGSAFDRWBYITO	-99	-99	-99	-99	0
main	224 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	Y 	Y 	1.0 	1 	0 	0.0 	CKYZSWAUFIQVLXHJETNOPGBRDM	WJCOLTMHFYKSANVZIBDPXEURGQ	WDHOAUCZERGIPQMLFBNKJXSTVY	FDRGZSTKJVAQECMYLWOBPHUIXN	WTXPJCDYMOZNRAQLFUGVKBSHEI	LIDASUFVPCTJMWYKNERQHBZGXO	0
main	225 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	C 	C 	1.0 	1 	0 	0.0 	SWKOBNIQUALHGPYEXCMJRVTFZD	PAZNEKICUJQOSRMBGDTXFVLWYH	-99	-99	-99	-99	0
main	226 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	P 	P 	1.0 	3 	0 	0.0 	FCIDALYHXPTQSWGBZMUKJNVOER	NLDFGACMOKSBZVXRQYJWITHPEU	QCWNFUHSDYIGKPLAZOXETBVRJM	DXVBEGYPOASJNZRFWUHQKTCMIL	VJFWCIPTXURZEGQBOHAYNMSKLD	VPCJYSXQOMIWUBKZAHDFRNTLEG	0
main	227 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	T 	0.0 	0 	0 	-3.0 	QRUZYMWCTNLSIEBXAJFDPOGKVH	DUANTYCVGPXZMJQHOSLEBKIRWF	QNUBSHRLDGAZXYVIEWKCFMPJOT	RIGUJFYTHMESBQXVLCPWODNKZA	SNHBRVIZYXKCEPMFDQATLGUJOW	MDRAXICGOUWQBTEKVZFNHYJPSL	2
main	228 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	H 	X 	0.0 	0 	0 	1.0 	PLDMQUXHVTWBORCSNAKGFZJIYE	DCKMHWGBEVYLISZFUXAJQPOTNR	SEQBIWKAMLUCPXTFJVNOZHYGDR	PWFDTAVSNGKEHQXLBYROZCJIMU	FDBNWZTCKEOXRIMVSYGQAJULPH	AKLZIMGBJRTPNWUDOQCXHYESVF	0
main	229 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	N 	P 	0.0 	0 	0 	3.0 	QRLHJCGEPYBNSIADZXKTMUFVWO	NBVAPWLFCOTEDZJRUIMKQSGYXH	-99	-99	-99	-99	0
main	230 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	M 	V 	0.0 	1 	0 	-1.0 	PBDCETVNQZYIFHRGOWJLUMXSAK	BJSOYCWMVFHQXZIRTLUKGANDEP	-99	-99	-99	-99	0
main	231 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	A 	E 	0.0 	1 	0 	-1.0 	ROIZVHFEMUPSQKDCLNTWBGXJYA	ZVGXCQJYLAERNUKMHFPWBSIDOT	-99	-99	-99	-99	0
main	232 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	M 	X 	0.0 	1 	0 	2.0 	AGNLIDVXTROKZPFHUYMEBJSWCQ	JPBNVWEKCAXOMFLQUIDRGHTSZY	-99	-99	-99	-99	0
main	233 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	C 	M 	0.0 	1 	0 	-3.0 	QSLIEXNDUZOHCBGTPWYKAMRVFJ	YUPBCRZMGFWKDJNSQTEVHIXLOA	-99	-99	-99	-99	0
main	234 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	K 	C 	0.0 	0 	0 	1.0 	UYBRPQTXCKLFJAZMVISOWGHNDE	RUVCNELTHXFQYDAWKOGZPJBIMS	-99	-99	-99	-99	0
main	235 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	K 	A 	0.0 	0 	0 	1.0 	PZRLNOQTHAKESXCUDGWIFVYJMB	EMSHVRDYOQJNZWPTULGBXIKFCA	-99	-99	-99	-99	0
main	236 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	X 	U 	0.0 	0 	0 	2.0 	WRZPCSGTYQUVXELHBNMIOKFJDA	TBJMNOWSQGZKPDAIULREYVHXCF	TXPSYGZJQMDVKUCAHOENRBFWLI	LOBPHKDUZMJCWQSFAXYIGENTRV	PXZNSOYBUFCGWEMRLJHVQADIKT	XSRHYNTADCVJLGWMZFUBOEQIPK	1
main	237 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	E 	L 	0.0 	3 	0 	-3.0 	IROKNFJUZDLQVACHPGBSWXMYET	RQZKFBULAGEYSCJPHDOVWXINMT	UIEJBASCYWDLFVQMTXNOKHZGRP	NVBSOADEXMLPTZKGQFIYJCRHUW	PJGVILNFWAXKTBDYOUQMSECRHZ	OYMLFIJSQWUBXETGPDHVCRANKZ	2
main	238 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	J 	0.0 	1 	0 	2.0 	UNCEZOGFTHWQAIRYLDPBSKMXJV	NYMOZIKGJFWDXALRVCBPHSETQU	NKTGAPEIQDSBYZWJLOVHFUXMCR	OPVJAZLUIYRCMHXDQENTBGSFKW	MQINVHODLGTAJBSWPYUEZRCFXK	LRMDTYSNCXVQAIPEZKWJUBOGFH	3
main	239 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	A 	J 	0.0 	2 	0 	-1.0 	MTAGJWBUYQHNDCEZOPIRSFVKLX	MASCNGYEJXHQIFRLDTWOZPBUVK	HFQWCVAJKENUMTOYPBIXLGSRZD	WIQTBUJYLRHOFCXMAGDEKZVSNP	LNHTEXRVGAKJDOMWFYQPIUSZBC	OCPEGQDNHVWMLZUAXFJBIRTKYS	0
