experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	12 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	M 	G 	0.0 	5 	0 	3.0 	YOJGDUNHIXCFTMZSKRPABWVQLE	QICBJZSVHPFXAKMDRNWEUOTYLG	WDQCOVXRTGJZHMKYLEPAUBFINS	SCAUDJIKMBORYLHPEGFXZWTVQN	SZDEGWNJMPFTAQKHXIVYOLBURC	FTRBWAGSKMDCZOJHXLEPQYVNIU	1
main	13 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	A 	I 	0.0 	4 	0 	3.0 	HYWUOZBGCILTMEPAKJXQVNRSDF	SFAPTQYHNVDMBKORZILEJUCGWX	FRDPMICHANJZWKSELYVQTUXBGO	EATDYORIHZJSKQNXWCUVFLGBMP	XZHGRBWILQAPCJMYTUVNEODSKF	MOESAJVGWDYFURCNIPLQXHBKTZ	0
main	14 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	O 	0.0 	1 	0 	2.0 	JNVOHSBGXYMIAPZEWCQDKFUTLR	KFTENZUVROWPICXGHSBYJQDLMA	-99	-99	-99	-99	0
main	15 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	X 	I 	0.0 	1 	0 	1.0 	XZGSLUMOARKQJFYWBCITEDPNVH	JANZRWTPYCIXBDEGHSVMUKLFQO	-99	-99	-99	-99	0
main	16 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	G 	U 	0.0 	0 	0 	6.0 	JVSYHIZUBDKCNGFPOEAMLXRQTW	CUDXBQLZEPWVIKSYORMJFHGNTA	-99	-99	-99	-99	0
main	17 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	N 	P 	0.0 	0 	0 	3.0 	ASHCEGIPVJNLKMRBUWQDTXZYOF	QNSCTKDUBOMFAJYGPIERLXZWVH	-99	-99	-99	-99	0
main	18 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	P 	I 	0.0 	0 	0 	2.0 	ROZFDASGKINPXBWQTVJLYMCEUH	FBXSDPZEKVTJMIWUHQNGORYALC	-99	-99	-99	-99	0
main	19 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	G 	0.0 	1 	0 	3.0 	WYKDNIUAHCQJXLGMPVTOFZRESB	QWCVXHUEJGTOSRLZPDMFABKYNI	-99	-99	-99	-99	0
main	20 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	T 	H 	0.0 	0 	0 	-6.0 	TUGBKEHALJWXRNCSQOYFPIDVMZ	AUIVRHDJNKPXBYTWMCELGSOFQZ	-99	-99	-99	-99	0
main	21 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	G 	J 	0.0 	1 	0 	1.0 	FNEZCKQSPGDBAJIYWMUVRTXHLO	KCZVTMJGPUEQYILHNARBXDWOFS	-99	-99	-99	-99	0
main	22 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	P 	Q 	0.0 	5 	0 	3.0 	BGLYIXQEKNDPOSVMAJRZFUWTHC	FYNODJQEKWXSTBUVIZGLCRMAPH	ABOYZGVXLCWITHQFMPDNJKRSUE	NKGAFBQZLIRCUJWETPYXDHOVMS	DHWAUJSBTLECKPOQFYMINRZGVX	JTESYDAQUIPRZXMOKGBVFHWLNC	4
main	23 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	L 	D 	0.0 	3 	0 	4.0 	TVYIRHPAXBEZDSUQJMKLGFCNOW	ASXCZIMQFETPOKYDRUJHLBNVGW	ZWXDVBCOIFYGLASEPJTQKRUNHM	WHYXUEKVGDNQILJBRTOZPSMFCA	NYOPEURQLKDFJTGCXBMISZHWVA	APDNVQSYOCLIGKHZUFRJTXMBWE	2
main	24 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	G 	G 	1.0 	1 	0 	0.0 	KFYRENMXPISGUVCLZADOBHQJWT	WRSYLXTVCGHEPQKFBODJMANUZI	-99	-99	-99	-99	0
main	25 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	W 	R 	0.0 	1 	0 	2.0 	JBIDVLEOQAURSYHWXTFNZCMPGK	FXUOTLNGRPWZSHIBMYACJVEKQD	-99	-99	-99	-99	0
main	26 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	P 	E 	0.0 	0 	0 	1.0 	NSQWRXDVGJEPHZTLBOIUKCAYMF	GBJSMTVXHERNULWKADYCFPIZOQ	-99	-99	-99	-99	0
main	27 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	X 	C 	0.0 	1 	0 	1.0 	URFXPKOLJHBCEZQWNVIGTADYSM	ZDSHQYCXNFKJMRTIALWGVOBEUP	FEHXWCLVGMDYTOABZQUKPJNISR	JYGATXVCZHEQURBNLWPIMFOSKD	LCKJHWEPTZIMFSNAVQBDXYUOGR	IYXRJAWULFEKPDSTHOQCGMNVBZ	2
main	28 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	L 	L 	1.0 	1 	0 	0.0 	LSKWGMZEHYDNAXRJBPFICQOTUV	GZFAPRTLDKYOXBWUSICEVQHMJN	-99	-99	-99	-99	0
main	29 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	N 	0.0 	0 	0 	3.0 	WOVALGPZNJDSCKRYBHUFEMXTIQ	DOIHALVPFNEJWTBQGXUYZSMKCR	-99	-99	-99	-99	0
main	30 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	I 	K 	0.0 	0 	0 	-8.0 	ITLFEJNYKUZXGQBVHDCOPMARWS	WQYNSCAUEFTVOIBGMXZLKRJHPD	-99	-99	-99	-99	0
main	31 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	A 	O 	0.0 	1 	0 	2.0 	MNIWJXUGCZETLSPBVHQODKAFRY	KYCIVXPBNJOFARQLGDHSUZTEMW	-99	-99	-99	-99	0
main	32 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	W 	0.0 	0 	0 	12.0 	LRUXBEPDCGWKINYVFJQZSOTHAM	SLBUPKXGQMTHCZFDOINEVYAJRW	LFJMCAOYRBUIGHNSXTWKDEVZQP	XPTDNOVUSBYAQFILHGWZMJRKEC	IUJTXHKLPESMFCWORVBYZGQAND	GMLDYWUSZJKAPTNQBRIXEHVFOC	3
main	33 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	S 	G 	0.0 	0 	0 	1.0 	AWFUPDVIEGSYMLCNHBXROQTZJK	TZWBFMREYSCIQVHGAPXNOKUDJL	PZJLSBXOVNACEIRTFUQMWKGYDH	CKDBTRAIQHMSEOGPYXLWFUVJNZ	WURJMXPEKVOGSYFDZHATLBCQIN	FBCIHXEYOKWNASMRGUDVZTQJPL	3
main	34 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	J 	S 	0.0 	5 	0 	5.0 	MXAFCDTEJYBUQRLHONVGIWPSKZ	XFDNZTYRSLBWPUOVEIAQKHMJCG	TDYZCQFENPKRXGWHABSMLJIUVO	CGUPMWTIEZKQSOJLBNXHVFRAYD	GVLEBNFYTAOKZPSJXHICQWURDM	ERCKYUOMQSZPXIJVTNWLBAGDFH	2
main	35 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	X 	P 	0.0 	4 	0 	1.0 	CSVZNDEBHRKYGFJIQTAXLMUWPO	TSGQXICARVHMZPLFKOYNWBDUEJ	NBMHYOZLRAKGPDXUSCWTFIJVEQ	FYZCXIBJLMRVDTOEHSQGUAPNKW	SMGJQANCEPXZKYVTOHIDLRWFBU	YNPAZJHWMITCKEBFVGQDXSORUL	0
main	36 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	L 	Z 	0.0 	0 	0 	6.0 	CTBOXDZWMNJQLIFAPYGEHSRUVK	DBQVGYFTELCHIRPMXOZKWSUNAJ	-99	-99	-99	-99	0
main	37 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	P 	Z 	0.0 	1 	0 	15.0 	EMVRPHQOZJBYWALUTSDNKXGCFI	JXVYSHANZQTRKDEIUMCOBGWPLF	TDAMFEUQYWJOPNBKHRXVSLZGCI	XHCYBMORIDNGAKTSQFJVLUPZWE	ZJXUFGBTEKLWOCDNISAPRMHYQV	VNYFCPWGXDOZITMKHQEBLAURSJ	2
main	38 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	J 	X 	0.0 	3 	0 	5.0 	AVHOKCFGTPERNXDQIMSUBYLJZW	XUTDYFNHQOIGVPBKCZRJMWLAES	TQVHDGYFMECWPASUJLBIXNZKOR	PTGBHYRXKEONJCVDIZSMALFUQW	DYUZEFQXHJWOIBMLVSARNKCGTP	BMJWHVIDPOUACRFXZKNTSLEQGY	2
main	39 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	H 	J 	0.0 	0 	0 	3.0 	MEAUXZVBYJNGHCSPITWLFOQDRK	RYCFHQUEDSMPGLOWKZXATINJBV	-99	-99	-99	-99	1
main	40 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	W 	X 	0.0 	3 	0 	5.0 	PIDKQJCGEMXANZOWTRLYHBVFUS	EFMHUCDRJPXVAZWTGNYBOILSKQ	KHGWNXUTLVBQYDJZRFIAECSPOM	IYOERNXFGMVWPSUTZLCHQJBKDA	MEYCPIDVHXUZTKSJFQWLGOARBN	MIWRKSLBJYQHUVGFTCDOZXAEPN	0
main	41 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	G 	K 	0.0 	1 	0 	3.0 	JTWHGPVXSDKALCINFYEMBROZQU	MOLBEDYPIFKVQGSTXZNJARCUWH	-99	-99	-99	-99	0
main	42 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	E 	G 	0.0 	0 	0 	2.0 	ILHJMZGWEYFAUPNCXSQTRODBVK	ZOGJRWKAXPLNEVYHBDCSIFUTMQ	MEUYSQLNOKVZBJPWAIHFCTRXDG	JSVLNXCUYFOGAHQZTIKWRDEMPB	XUWLJQAINMVTECYHGRFDZOSKBP	TBMXEJIQKUHRFOZSNPWCLDGVAY	1
main	43 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	A 	X 	0.0 	0 	0 	3.0 	JDOBKTICHQXUPAEVYGWNLSZRMF	GJDSNLFPWXCQAVYKMITEHBOZRU	-99	-99	-99	-99	0
main	44 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	W 	1.0 	1 	0 	0.0 	HXKVMOJQRSZNWEGTYLPBUFADIC	LVCZOFKXATWUMRYNHBIDQESPJG	RCUPQXDTLZKOGNMAFHWEYIJSVB	NJLHCTAYBGKWODXZQFUIPESMVR	PVCOAYUEBFLQNJGMZDSXTRHKIW	SAQPMOUBIEFCWXZVGHLTRNYDJK	0
main	45 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	S 	L 	0.0 	0 	0 	16.0 	ZMNARGILCFTJKEUWVYOPBHDSXQ	RZGNJCVYOWSFMTXLQBDUPAHIEK	KXAQBFUYORGTICWJNLVPMZSDHE	RPJMTKVUCAFNIOLYZSWHQBEDGX	HKWSUQAYJBRPGDVZXFOCMNIELT	FKVWOQNTDBAUXCIRZPGHMSJLYE	6
main	46 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	B 	E 	0.0 	0 	0 	-5.0 	YSHBACFXEKDOJNIQZVRUGPLTMW	FJYEZWLQMBIHKTVCXPOGSDANRU	DHSJRWKYPQOVGBCFMLNTZAXUEI	WELCJHBPTRYDUGNFAXSIQKZVMO	ACDLXNEPKFIUWHQJZYBTOSGMVR	MXVQKYWLRJEHONZDFPIBSACUGT	1
main	47 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	G 	S 	0.0 	4 	0 	6.0 	SUZLNCDYWAKVBHJOIMTQFEXRPG	EIYZMXPFKDNGHAJWULVOTBSQCR	KBUWZANGCORLMEJXSDPQTHIYVF	GNSUPEYJVADCHKBWLRZTOFIQMX	CNTLHWZPRUSYQKIXGEFDMJBOVA	GWNFPBQHZSLXTYUACEOMRKVDIJ	2
main	48 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	U 	H 	0.0 	2 	0 	4.0 	WRCTHXUOBFPZDELNSGVAMQIJYK	CWKYEFAQMGBJOSZUNXHRTVLIPD	BZJIOFGRQHETWUCDLNSYPXAVMK	GHKJLENQRVAWXTFMOPBSUIDYZC	SRWAHLBFVUGKZIQMTOXPJCDEYN	LSOEPHQUDXCZWTJAVFYMNRGKIB	0
main	49 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	D 	H 	0.0 	0 	0 	4.0 	VMRAFWGQUBHOKPDCEJYSINXTLZ	UCKTJRVEBZXLNSOYQMGAFHDPWI	-99	-99	-99	-99	0
main	50 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	R 	0.0 	1 	0 	3.0 	IDOLTWVQHMPCRSYGZFEBAXNJKU	WNVSIGRUXEYHZFJCQADTMKOBLP	-99	-99	-99	-99	0
main	51 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	D 	0.0 	1 	0 	3.0 	HGQSRAXPJTYMWIDKUEVOFLCZBN	JEQTYRDKFSUPBXAGIHOLNWMVCZ	-99	-99	-99	-99	0
main	52 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	W 	E 	0.0 	0 	0 	3.0 	JNSDLRPETOWQFKGHUZYBCIAMXV	JSNQRHWIVDFGACPBYOUZELKXMT	-99	-99	-99	-99	0
main	53 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	S 	E 	0.0 	2 	0 	4.0 	DYTFUBZLAQKPGINVRXWESJCHOM	GQJZENHKVYCOLABPSUMDIFTWXR	YRDZPJGEAFHSQXOBMIUKCVWLTN	LWSQNZIKPFHDBUMEOVJARXTCGY	GTBZYDCAMOPRHXJFQIWSEUNVLK	CWVSGRMXNKQFYBUAJDPLETOHZI	0
main	54 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	J 	O 	0.0 	1 	0 	2.0 	AFJKEPNULBDVCQYTXIWHMSZGOR	BDSQICGXOFJVUNRELHAZPMKWYT	-99	-99	-99	-99	0
main	55 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	G 	V 	0.0 	1 	0 	3.0 	FIOTDAKWXNHRLBQGUYZJPSEVCM	FMQKYXJVINGBTOSRHPUWLZAEDC	-99	-99	-99	-99	0
main	56 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	E 	F 	0.0 	0 	0 	1.0 	BHMNOLFERUQAWYCVPXKTJZDIGS	LOYDCZGTKJPBNHFWXAIQEUVRSM	-99	-99	-99	-99	0
main	57 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	L 	B 	0.0 	0 	0 	13.0 	TZIJHXSWQBUFEVARMGYODPLCNK	NMKJCDPFVWTQUBXAZSOEGIYRLH	-99	-99	-99	-99	0
main	58 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	S 	Q 	0.0 	5 	0 	2.0 	LZNBOURYQJESMHIDGVTFCXWAPK	DJWYGIFVUZABLKQEHTOSCPXNMR	JDZHBMRUGXELASKQYPNOFWTVIC	GPWOVBXRDTAHKMSCNEQYFLUZJI	BRQEWOTMZYHNUKVCPAIGFJXLDS	NZLGBJUTHAQOSMEWDKICFXYRPV	1
main	59 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	A 	L 	0.0 	1 	0 	3.0 	DYSHTEPWLJAXCGFBINRQOMVZKU	ONJZBICHLSTAFEKPQYUMGWXDRV	-99	-99	-99	-99	0
main	60 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	L 	D 	0.0 	2 	0 	3.0 	WOKVCHRNZQESIFMPYUDXBTJALG	VCDJUINFABGMHRXTWOYELSZKQP	JOIMYADRVLXCSKZUPQGFWBNTEH	BIOJAQLXMEFYZVTKGSDWHCPNUR	BYMNJCXUPOGZKQFEVDSTLHRWAI	LUZSXIFOMYDHERBAGVJNWQKCTP	1
main	61 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	G 	H 	0.0 	0 	0 	-3.0 	SCRGDMHFYTZJPOEAIVUXNBKQLW	HQGJBZFCSADMWOEKTVIXPNYURL	-99	-99	-99	-99	1
main	62 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	L 	B 	0.0 	1 	0 	1.0 	JBIZGDESMXPWTAOUHNQYLKRVCF	JKMPNUHBLFGVRSXOITEQDZAWYC	-99	-99	-99	-99	0
main	63 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	N 	R 	0.0 	1 	0 	3.0 	NEZDMLSCRQPVUBGWOIFXTYKAHJ	VOEHBWIZURCGNFYPLKTJAQDXMS	-99	-99	-99	-99	0
main	64 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	B 	R 	0.0 	0 	0 	1.0 	COIGUSWLNRBHFYEJPKDQXZVATM	XHJVZGUPKACTDNYESBQMRFWOLI	JHZLOIBXQVFMEDKTUNWRYGASPC	ZAKVFYNOLESUTHBWMCXPGDIRQJ	SAXJQUNIZKOVBWETLFPRCHGDMY	GHKTUSBMJXNDYFAEIOLWQRVCZP	1
main	65 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	R 	L 	0.0 	0 	0 	2.0 	WDBTFOXNLHRQMJUYCESPGAIZVK	HDEFIKVZWOMSUCYBTAXLJRNQPG	-99	-99	-99	-99	0
main	66 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	W 	J 	0.0 	0 	0 	3.0 	QPHXAOJNFWTZGUIMVDKBRSCLYE	KLEVTAGYSHPJQBCXUFZOINRMDW	-99	-99	-99	-99	0
main	67 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	R 	0.0 	1 	0 	3.0 	UYSLZAKRJEDXCPTWFVMBQOIHGN	YOSLAHNXURDTWVMKBQGFZCIPEJ	ZTQARUFNMPKCVHXBIOWJGYEDSL	KAVWFULXODZJYHTGBECNRMIQPS	POGAFWRSDTIYEUHCQXBLKJMZVN	JNIGEUQCKLPVYOHSWRDMAZBXFT	1
main	68 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	G 	H 	0.0 	1 	0 	3.0 	SIGPKWHQNMZLUJDXRVEOYFATBC	WCTMSBEHKYGLRJQDPNOFIXZVAU	-99	-99	-99	-99	0
main	69 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	B 	O 	0.0 	0 	0 	2.0 	HQWTAEOYBCRJDVKLNIXGUZSFMP	SHGDJRLVBTFKWAEUZPMNOXIQCY	-99	-99	-99	-99	0
main	70 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	E 	H 	0.0 	3 	0 	8.0 	WNOLFGBEUQRXKSCAIJYHMPZDVT	UQPIRZDCWMBXFOTELNGVJHYSAK	NFEAZXWRJUHPYMCIQVOTLBKGDS	DONUAXBVHKFIZSCGEPRQLWJYMT	JTVBFRDLPNQOIXAGKCHYMSZWUE	XSGDARTZIFLPOUBNKCHVYQMJWE	1
main	71 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	G 	P 	0.0 	1 	0 	3.0 	BSJKNOXTWVHIRMCYUZEFQLPAGD	QFTKEZPVHGJNMWULISBAYCORXD	-99	-99	-99	-99	0
main	72 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	Y 	J 	0.0 	4 	0 	3.0 	NWCKPBXVFJIRTEMUDOQHAZGYLS	PQNWGAZEJRXHOYSUIVBMLTFCKD	ACJUBTHPORYGZDENXSQMIWLFKV	HPFVRNCXJGIDMZYQEAOLTWBKSU	UXNHVAEJBTYKMCIGLSORQWFZDP	XVTEOAYWUZHFNCJIPLRDBGMSKQ	1
main	73 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	A 	D 	0.0 	0 	0 	-3.0 	HBCSKAIUDENFZMQVWYXGJORPLT	IXQCUROTSHWZNGFYEKMVADPJBL	CIXLTGYFVNOUHDQBZWPERAMJSK	GTUKQXDVHENPAIOZRFJLSWYBMC	MIFJZXSBKTOVCREYDPANWHLGUQ	EAMPBNLDRSVGUCOTHIYQJZWKXF	1
main	74 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	B 	V 	0.0 	0 	0 	3.0 	SDTMGXEYNVCHBUFJQRWIOZALKP	FOILVPUTRSGJXQMEHZWBDCANYK	-99	-99	-99	-99	0
main	75 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	J 	D 	0.0 	0 	0 	9.0 	WQKFVIHDTMYOXBSZJRUEANLCGP	ZLBYWAUCEKNTXGIPHMFOQJDVRS	GPVCSKWMNXZRTOBQAYUFLJIDEH	VARDQLPEJMOUKBZWXGSYFHTINC	QNMPJFSOTZCGWEAYKHBXIULVRD	MHPVZBOSRJIAEGFXLTQCYNDKUW	0
