experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	105 	AH 	 oneCued 	 0.0 	 left 	R 	Y 	0.0 	6 	0 	1.0 	SBOMXICHRUKZQWPVFAYGTENDJL	VGDLYWPFRJIHMAEBQCTZKUOSXN	POFMZDQBYKCALGSUTRINWVJEHX	UCNTXALFBSKPEMOJDQZIVHYGWR	FUHXYVIEGQPKMTDLCBSZJRWOAN	NBFORXHDSULKEQGPWAMCZIYTVJ	HQXDFOBYRUSKTMVPAEWGZNJCLI	VWYMKBZDGCPXRLFNJIEAQUSHTO	0
main	106 	AH 	 oneCued 	 0.0 	 right 	K 	B 	0.0 	4 	0 	2.0 	OJLUQGHVMWYIDRCBPEKAZNTXSF	CPTGIDRYQLOZBNXSJWVEMKHUFA	ZQYRJGOIPFUWBNSTVXCHLKEDMA	RTJHZWCIVDSMPLKXEUFYBNQAOG	HMJGVDEWOBAKRXLYICTPUFZQSN	TCHXBVNGOQFDIZPYSKLUAEWRJM	ZEDLYATRSJWQUBKIGNMHOCPVFX	SPUAEDLOBVRJIMKFCQNYWGHTXZ	0
main	107 	AH 	 oneCued 	 0.0 	 left 	A 	V 	0.0 	7 	0 	1.0 	ZRMFPDOBKIEASTLVNWYGQXHCUJ	WTVMHCENGJDXFIZQOBLKPASRUY	QVBGCEWSDXTHYAPNFOLMZKRIUJ	QIRPTALDYNHOXUZMCFWJVEGKBS	MPWHGQZKNIXOVRJLDUYEBTFSAC	ZABQDYTKCIRNWPGFUSJXHMLOVE	KOCPMBDARHYLQNTVJGUFZIXSEW	PDIWTHSVALQMXZOYKUCFGEJRBN	0
main	108 	AH 	 oneCued 	 0.0 	 right 	S 	P 	0.0 	1 	0 	-6.0 	JEPALDHBNFWZGCSVUYTQMIRXOK	WISNURTJPAGMEDYKBOLVZHQFXC	NMUTGHRCASDIPOYWZEJLVFKBXQ	FZCBUYEVORDJMXINPKHLQGATWS	MVKLURBPGEIDYFASOQCNJHTWZX	JYKZNUPWTECSIADHORBMFLQVGX	DJEBFCGASOQRVMTIHUPXYWNZKL	AZDHEIFPMOKVYUNRTJBWCGXLSQ	0
main	109 	AH 	 oneCued 	 0.0 	 right 	W 	M 	0.0 	3 	0 	-6.0 	DQOTNAEBZIXYJPCGLWSRMFHKUV	WEHZCGJKBMQYILFDXRVUAOPTNS	RYMEZSTDGAHCVQKNLXBPIOUWFJ	QUCWGTSDKMVEOFLHRJZAXYIBNP	LAGWICOZXVRFUQJTNSBYEKDHPM	PDZKTREVXYASHNGWJUBMQCFILO	QDJIHSOXBWKYARTFMVNUPCLZGE	SOZKCEBDLTPXAFUQIVNRYMHWJG	0
main	110 	AH 	 oneCued 	 0.0 	 left 	A 	E 	0.0 	0 	0 	2.0 	YQHBKVETACJNGDOSXIWZUMFPRL	HTJCVWSKEQNMOFRDGBUPYAIXZL	JOLWZAVKNTYMHCQBFRISEXUGPD	UOLWQCEYFJIANXHSDGRTPZBKVM	MWBPZFRTLVIXANOGYEKJCUHQDS	LUGEPABTCWKNVQFMJYSRXHIZDO	APOTVGUJFZXIHYWBRSKDEMCNQL	EJASPIXRLUQGKTOMCHZDYWFBNV	0
main	111 	AH 	 oneCued 	 0.0 	 left 	K 	K 	1.0 	4 	0 	0.0 	DRMHICNXGSPLQZYKWATVJUOFEB	TYDRMWGUSCQXNJFKBZAVPHILOE	ICDURGHMYKXZAWBQVENPTOFSLJ	BWJYCUMDOAEGZFNLXTVKIRHQPS	UINOVTPDJKFAQHBWRZLCGEYMXS	XEJUKQSAIGZVHFTORYCPDLMWBN	NZILJABSTEKDOQFGYHMWCXVUPR	IGNZBXTDVQAHLOMWFCKSUYREJP	0
main	112 	AH 	 oneCued 	 0.0 	 right 	A 	A 	1.0 	1 	0 	0.0 	ULXGERZIYQMDSCBNWPJKHTFVOA	DYQXMEWCOHAIUNVFKSPRJLZBGT	HGRYNXMTZOLEUAIDBPWSKVQCJF	EKNQDPAZUMLCTIJYORFVBSHWGX	PNURDGEBJZFIAKTLQXMCOYHWSV	WNEIBPMJYFQCHKDSLAXRGOVTUZ	FNHOBEATSWDCVIYPLQMRGKXUZJ	XZWEYLVSRMBICOPDNAJKGTQFUH	0
main	113 	AH 	 oneCued 	 0.0 	 right 	K 	V 	0.0 	5 	0 	2.0 	DWJFCOALZNMUKGBPHSTEIQVRXY	CQVFSZMLDBAPURJWKXHONYGEIT	PZLGVYODFQHRNXSUKIJTBEACWM	NSFUGARPVXLMDHCQYEOTBWZJIK	GUOBQCTSYAILWEJVFXDZHKRNMP	BOQFDSVLKTJPWUMCZEXYNAIGHR	XPCZYKSHERMIBUFAWTVJGOLNDQ	WASYEUNTDOFJHKRVXQPCZGBLIM	0
main	114 	AH 	 oneCued 	 0.0 	 right 	K 	X 	0.0 	0 	0 	2.0 	HPAZTLBCXJKVMYIOGRDQNEUSFW	GCBURSHVXQZONWLMPTYJDAEFIK	EMICJYFOBAHPQTDZGXNUVLWSKR	PSLDOEUBJRIVFCMTXGQWZKYNHA	MAEGNKCYDBWSZVHOXFRPTULJQI	QYLGZFVRDXMEKIUPONWJHACTSB	IBVAFDQSCKJRZGLHNMTXPUEYOW	ODRGVUKEZBIHAWCXQSTMJYFLPN	0
main	115 	AH 	 oneCued 	 0.0 	 right 	D 	W 	0.0 	7 	0 	1.0 	KXPNYDLEMSJRCIUFZGAWOVBHTQ	VNUKTZFOJWLMYHDSCGQARBIPEX	ZIHGARVOJCBFYXDSNUTKLPEQMW	UHSDPBWJVIRTEOXGZLFNACQMKY	LXSEYTKQRBWAVHGFPCNJUODZMI	JFYLIPNHEKWVZSUCDTGOQBAXRM	PMGDXCSLOJQWNEYVIBHTFKRUZA	JLTOKSMIYNWDRACQGVXEFBZUHP	0
main	116 	AH 	 oneCued 	 0.0 	 left 	K 	A 	0.0 	7 	0 	1.0 	FYRUEOHCKWQJNBIXVDAPSTZLMG	TGEURLQKYMVOBHZXCPIDFNWAJS	QYVBRSGHPFLDTNZKCUOJXIMAWE	IGVWBFYTKLMERHCNSPAZQJDUXO	MNQGXPACSZYJRHLWTOKIEFDBVU	KTQSJLGOMFXVBIWZUDAERCPNHY	TJVKFNIYLEUAORDWGSQXHCZPMB	FYHXPODEAKLMZGJTVQUWRNSIBC	0
main	117 	AH 	 oneCued 	 0.0 	 left 	W 	M 	0.0 	4 	0 	2.0 	PORKAHTNSBMIUDXYLJVEGCZQWF	IQJANFPSDZVMRHWGBKYUCTLOXE	STVOECXQYDAHBNIJUPFZLKWRMG	UGOXPLHQZEKAWNFBTDMRJVCSYI	BFZPHDQTEMRWUOSIXGLKANCYVJ	XLZTCJGUNWPROFVBEYQSKIHDAM	WMPYVZGQHDCOATIJLNRBFKESUX	PVYODLUZWMJFSBRXIHGANCKQET	0
main	118 	AH 	 oneCued 	 0.0 	 right 	G 	G 	1.0 	2 	0 	0.0 	KMDJYQEIOCUGSNALPBTFZRVWXH	QVHANOZSMELWUBGJIDTFXKYRPC	FMNJERWGQVPUKABYLDZSTHOXCI	PYEBSZQJMOATNHVDUGILFRCXWK	ECFQLMNPWSHDKRXAOVUTIGBZYJ	PQUKWHLOVRECGXNDSAJITMYZFB	FLICONKUJVHASTDMYQXBWEPZGR	JCYUQFWNXPHODIZTMRASGVBEKL	0
main	119 	AH 	 oneCued 	 0.0 	 left 	R 	O 	0.0 	1 	0 	4.0 	AWJXZHQRDLBEIKFPUGCSOYMNVT	JWXCIKAEOBFYRVHSPMDUQZLGTN	FZYQJORTBCDKWXAVLPNUIHSEMG	OZMEIPFLKRBQUVHYNXGSCJADWT	WZKDEMRAXJGVLBOPYSHUQCTFNI	XLPVFBSAUEZYQDNJWRHCKTIMGO	RPEMSGBKIZJXUOVNFYLHTQACWD	DNEMISWXFCBJRPKYULQZGVAOTH	0
main	120 	AH 	 oneCued 	 0.0 	 left 	Q 	U 	0.0 	0 	0 	2.0 	CXTSZIELUNQAROFBWKDGYMHJPV	WQRBSAJXOIZLTNHEMPUCDFYVKG	DILYRBMPJCVHTAOXEWSZNUFQGK	WJYNZXQKDGCAHEVSPRBOUTMFIL	FMAJEYSXVPDHZQWORKTIUNLCBG	OPVEHNSQCLRWZBYMUFADXGTKIJ	BASINWZCMJGFULVDTPQOXKHRYE	PAMOYTDLZQGJVCURKNIFSBHEWX	0
main	121 	AH 	 oneCued 	 0.0 	 right 	R 	Y 	0.0 	6 	0 	1.0 	UADQKSJVNXYRCZGHELMPWFIBOT	TWQNUGAMVZJLHBSODPXKEICYFR	OCUHIVDLQXNJGATREYZMFBKSPW	OHWACYZKDFUMXPNRIGVBESQLTJ	PQUSYAINOBLCRKMGHZDFWETJXV	JBWMERGODNYCFVIQXUKSHLATPZ	OLVZIFKYRUPAGBSMJHEWQCXTND	NLEIGBDMCVYHUXRASQWOZPTFKJ	0
main	122 	AH 	 oneCued 	 0.0 	 right 	E 	P 	0.0 	0 	0 	1.0 	HGDCYNPEKBWSLVMIJROZFXAUQT	HDIPWQVACYBROZUESXNJTMLGKF	RAFXYDLKGIHSTQBZPWCUNMVEOJ	QSANVCLPIGUWXTYKZRDEJOFMBH	SNHCQRDXZOLPUFIYKJMEGBVATW	MVRTDOWXGSBFZUYIEJKNQLCPAH	DHPGTZNBRCASOIEKMWQVLUJXFY	ZLPYQFGRBITVJASWCXODKMHUNE	0
main	123 	AH 	 oneCued 	 0.0 	 right 	T 	T 	1.0 	2 	0 	0.0 	AWONQMTHSLFDVYPGCXIKUJEBRZ	JVLPWXZBFOETANQHRGMSKYICUD	FCJIGNOTUYSVQRMKBPEAZWXHDL	WGLUMISBVPNCYQXKZTJDFEAOHR	UDSKMLJNBQGIEZPTCXARVHYOFW	IQZSDEJRTHWGFNUAVLKXYCOPBM	HGSKLIOCXAREUVNMTYQPWFZBJD	YTFWHBUXSRKPEZCJDIGLQNOMVA	0
main	124 	AH 	 oneCued 	 0.0 	 right 	W 	W 	1.0 	0 	0 	0.0 	MHLQBJOAPGWINZFEYVURSKDTXC	SRIVENAGLDJYPZOFUWBKMCHQXT	MAKPROYCDLHUSFWQGIJXVTBENZ	RUKLTXYENCDWOZGHMQFPVSAIJB	LDOEJRHUCSZWITBVNFYPAQMKXG	SHFYDRVKALCUGTJOQINBXWPEMZ	NWFBCEXSLUGDOVTAZKYMQPJHIR	OPKURJFTXSIAZMWQCHGLDNBYEV	0
main	125 	AH 	 oneCued 	 0.0 	 right 	B 	K 	0.0 	7 	0 	2.0 	LRQGDMEZWTOUPSANYXFVBIKJHC	LWSZIREBKGOFTQCDNYMVUAXPHJ	HSAGPMIKDXZBFOCLJWQTRUEVNY	YKOEBTCUMJWRFASGZQNXVDPHLI	EICOAMPSYQXKBDZVJLHTNFUWRG	MVNAIDOXHEJQGRBPUKLZCSWTYF	AZIMLPQWVDXNGCROJUTEYSFHBK	PCHTRDIUKFBSJVYXGLONZEAMWQ	0
main	126 	AH 	 oneCued 	 0.0 	 left 	T 	Z 	0.0 	3 	0 	1.0 	PKAMQLONBTIJUYHFGVEXCSRZDW	BYUVXCLRHDIZSTFKGWOPNEJAQM	RWUSVHLCBZXMPIYQTADEOKFGJN	QHXISKJAYZTFNEODLPVCGBUWRM	JDCSBOLQYKPTUXVRFZMGEINHAW	NHCPVUOJBDXTRYISMGFWKAQLEZ	PNTIRYCKDEUXAMVWBQZHOLGSFJ	IZKOCSPHLGUJTANBYFEWVRMXDQ	0
main	127 	AH 	 oneCued 	 0.0 	 left 	B 	K 	0.0 	3 	0 	1.0 	ONGUFPRYJMTZWSLIQXHBKVCDEA	GOEUWCQSNZBYMIXPKHDLAFRTJV	PBNRXOZTMGHVULWKCJQSEFAYID	MAZJRNLXKBUVCQHYTIGDEPOSFW	ZGODRMJTKLPQWYICHFSUNEXAVB	AWCOZTHKBGVREDIQXSUPLMJNFY	TEYZJCFARPDUXLKSGHBOIQNVMW	YGDZQOHAMSCFKEIRPLWXNUVTBJ	0
main	128 	AH 	 oneCued 	 0.0 	 left 	J 	J 	1.0 	3 	0 	0.0 	OVADECJILMQZWNGPTKBUSYHRXF	VDYNPESBRFUZAJCTIMLGKXHQWO	DZKWRBYQNVTXSHFGULAJMICEOP	BXAQFYZJVUPTGCIMSWLHEOKNRD	MNYDUISRBCHZVTOJLGQKEAWPXF	PZDCMBTIOLRJEYASVHUKQGNFWX	ATEXZVWMYCDRILHFSGNJKOBPUQ	JKVXHYSITPNAMURQBWCLOFEZDG	0
main	129 	AH 	 oneCued 	 0.0 	 left 	P 	F 	0.0 	0 	0 	1.0 	UVYBXLAMNFPDHOSEJCTRKQGZIW	ZFRKUXLPIWOEBGHDYNVCASMQJT	MFUVHRITCEYKALDBJWNPGXZSQO	DJVRGZSCQMOLWNFIKEYAPXBHUT	QGRVFXMTWKPZOHJBICELUDSYAN	VMNEYTHKZFSUIXJGLPRDQCBOAW	YCDJRPLUSXHIMOGWTQZAVNBEKF	YJFBZQIEWMLAVHDOKCGTRPXNUS	0
main	130 	AH 	 oneCued 	 0.0 	 right 	W 	X 	0.0 	4 	0 	2.0 	PJLQNGRWZVUXYEAKOCITHSFMBD	UBNTOHIPACKZVEFQWJDRLGXYSM	QNEPMFAXLZODICSYTJUWGBKHRV	HDNSQWJFATGZIVYLPMUXOCREBK	NGITVRQSMLXUWHOJPZDKYAFCEB	FMHVNEZRAJKLTBQOCSXIPDGUYW	WRQCEGPXAMOKBNSTJVUFZDYHIL	VWYKXTGZBSUEOLICNQRJMDHFPA	0
main	131 	AH 	 oneCued 	 0.0 	 left 	V 	O 	0.0 	6 	0 	2.0 	QUPFCVSENITOHBLJYMWDRKAZGX	RJXCHFWAZPUGSVQDKIETBLMNYO	PZFSMWLODCIKNXRTEGHAVQYJUB	OSGBHKJWXNCIRAPEUYFVZDQTLM	PEYUGBSHMWXZKRNILOQATJDVFC	VEHXTZDJMGROFCPAUWKQNYBSIL	HZYBJXOUVQKLETDWMFIPNCAGRS	ACPMDVGIHYSRFOJTWQXZBLUENK	0
main	132 	AH 	 oneCued 	 0.0 	 left 	K 	T 	0.0 	2 	0 	2.0 	LSZVKDPHUCWBTOGNFMIEYAXJRQ	FDLMVEAPJICRXHTYKQNSWOZBGU	PFEBAYDRXLTNKZSCJGIVMHOWQU	KJLCPHMSBEFZTNAWDIYUGXVQRO	ZCOWYUAGNLQXIMBPDVFEHRKJTS	EGAFOWSLYTHMIZCKVUXNJQDPBR	MWVSCNOQEJDHLZRGYBAKPUFTIX	QYFBLXUEGSMDCJPKRAWHNIZVTO	0
main	133 	AH 	 oneCued 	 0.0 	 right 	V 	L 	0.0 	2 	0 	1.0 	CYKFIOUVBXJZMLEWSPGQTDARNH	FKWSPVIYCDXEZJQTNHMRAUOBLG	XKUNHGQEJLVDOYRAPZCTSIWFMB	KUGWHAPVQOEIBTCJZSXFNRMYLD	GJTPVWUZKNOBIEFYXSQHRDLCMA	CHARUYSBLNFXKJWDQZIGOTEMVP	IXUZTAMLOHPDQREBJFGSYKVNWC	XINBGAOJSKYUHQFMLEPTCWRZVD	0
main	134 	AH 	 oneCued 	 0.0 	 right 	Q 	G 	0.0 	5 	0 	2.0 	GSYQBDWUKAIFHLOCPRMJXTNEVZ	EBDMHJWZIFYRAKLSUOGXNTQCVP	RQLYTMSVZPNEXGIOJWDAFCHUKB	CALHKDYFIGTSPOQRMUVZXJBWNE	CODEYWZNUAXTVFKBRSPIJLMGHQ	ESWCKDGVQBAZOIMXHNJPFTYRLU	WZHMYBLSCERDOKTNGXVJFUQPIA	BZGDQHNKCOIAJSPMXYERFUTWLV	0
main	135 	AH 	 oneCued 	 0.0 	 right 	M 	J 	0.0 	0 	0 	2.0 	WDQEZRVHKJNMGXLBCSUYIAFTOP	QYXSRHDJNBVGFLOEAIZWPMTCKU	RNLMCFEDSXGUYTHKVOWIABPQJZ	PUOZIFLMYNHXAWSQKJVTDGBERC	DSEMQIBRYKWPXHOUTCFAVNGJLZ	CYQZBHUNWTGRSXLEIOJAVDFMPK	BGITHUYRLQZCFPNWMJADXVESOK	TPJLGEHNRZIBYKXMUVODCQFAWS	0
main	136 	AH 	 oneCued 	 0.0 	 right 	K 	A 	0.0 	5 	0 	2.0 	EPXKFOUJZLSMCBVRYHTDWNGIAQ	VBQODMFKYLAJTRSHWECXZUIPGN	SRZWUCEKOHNLYXFDTJAPGMQVBI	QJPNTMSRFYWZUOIDGBAHVXKCEL	SUARCMKEQHIBGTJDPZNLVXOYFW	BSQVLJHTARKEIYNZUPMGOFCWXD	XODJKBQAEHMLCRNWUYFITSVPGZ	HUSDZLYOBTXKJMPGFQVENCWRIA	0
main	137 	AH 	 oneCued 	 0.0 	 left 	M 	M 	1.0 	0 	0 	0.0 	WFEACLXMHYIURZJOBDTKPQSNGV	YDQLTUMEBRFGIJXONWCVHSPKAZ	AINYDVKEBTJZFPUGXHQCRLWSOM	MNSJAGFOWKXLTZQIUHBDRYCPVE	NHFSEVLZBQDYCMOTPGRJUWKXIA	SPWBYOZTXECHUQIMNFKDJAVRGL	LMXPNBHZJUCITQRKGAYEFDWOSV	TFLQKMZEISRNVPCDBXWHGOYUAJ	0
main	138 	AH 	 oneCued 	 0.0 	 left 	P 	E 	0.0 	5 	0 	1.0 	CKPEZNBVSWULDOIAQYGXTJMFHR	QNBIJXCRVPFULGYAODWEKHSZTM	AQZOGBUNFKYEVRXMSCPTJWHDLI	EABHUQWCSYKRGVMOTXPJZDLNIF	YJNOWZAKUCMEFPLVTGSRQIHXDB	BZHMYNOWGVEPLUASKFXQTCIDJR	NYLSHFRUTQOAJMBDCXEZKWGPVI	DUWVTSRZXPQLOJYEFHNKAMGBIC	0
main	139 	AH 	 oneCued 	 0.0 	 left 	G 	F 	0.0 	5 	0 	2.0 	YRFCLBSGEITUZPWQKMDHOJVAXN	ACUIDRQLVKBPYMHSTXZGNWJEFO	KPYGNHLDZBASOVMCJIQFTXREUW	HNISDAFLZYJWCEVTUQKRBXPOGM	QUSFCZMKGLBHPTYANDIEVRWXOJ	SOPKQMFVGITLCUDEZJNHWRABXY	SCENAFVXIYDMLGQRPZHTUOBWKJ	IVGMPSNURCEXKOJTLHFYZBADQW	0
main	140 	AH 	 oneCued 	 0.0 	 left 	S 	O 	0.0 	0 	0 	1.0 	LKVHXNOSYQFPBUIWAEMRCTDZJG	WCVYURMKQBXJOHPNTESZLAGFID	OMDZTPEJFKSCALRNXGUBVQHYWI	IFVPTBOEKSHMQDGCXZRWALYJUN	FCQGASUKTLNZYJVOMBXIDWPRHE	OBVTGQRHDAIPCKUFNWSEXYMLZJ	SLUOIEZQJAWRNHYPKGFTVXCMDB	NBRTQWLAKFJVYPZMCGOUXIDHES	0
main	141 	AH 	 oneCued 	 0.0 	 right 	R 	N 	0.0 	5 	0 	4.0 	BJTWDLNFHRKYZECQOPXUSGIMAV	YXZBDQNTFGHEPLUACIVOWJKSMR	ZFMTAISPHYUOBRJQWCEGLNXKVD	PWTRLUZGVHSIDYJNOFQAMCKBXE	BATPGHJZRVDIESOUYLCQMKWNXF	JUYHWSGNPZARCKOLFIBQEXVMDT	XDOSPAZMLWUBHKCENYVGQJTRFI	QYUBKPALJVHXMINCFGEWRZSTDO	0
main	142 	AH 	 oneCued 	 0.0 	 left 	H 	Z 	0.0 	2 	0 	1.0 	UYNKTESCLOHDBFWRGQXAVZJIMP	FVYZBMLUXTWQHEAJOGPSIKNRDC	UGORCJSWVZHITEAQBXYKPDFLNM	LIRKPMASZETUDNWGBVYJHOCFXQ	XTDFLYOEKVAIBURSNCMWZPHJGQ	EZMRNBWAQSHVPOLTIXFJDKUCYG	RZYBIMPQAUWGTCKNVEODHSFLXJ	HJTIZPMBSDWAVOQCKGUFLYNEXR	0
main	143 	AH 	 oneCued 	 0.0 	 left 	M 	L 	0.0 	3 	0 	1.0 	IOXNABGZHJQCLYVFDETSWMPKRU	VSPCIBUQDYEOXRKWHLTMNAZGJF	EPDAXCZUSYGROHKQJFBNTVMWIL	YOJWDQLMAGFTSKRICHNUPXVBZE	ECXPRALHJYBKMIQOSWZTUNDFVG	OFCHKRILDWEBGYTPNQJMSZUAVX	NZVFELQMYXBWDUIJGTPACRSOHK	AVSXPFCJKMQBNYWTUIERZODHGL	0
main	144 	AH 	 oneCued 	 0.0 	 right 	S 	A 	0.0 	3 	0 	2.0 	GCAIWYNLFDUEOQTMRPBVXHKZSJ	TKJRZUEQWPNFHIYVMDCGOSBLAX	UIVGYZEPLROTWSXFNBJDQMHACK	EOKUFGAVSJHTDPQIYWCNXZBRLM	EVXARYFPGMUDWHQCOZJITKSNBL	HYAILUQCZGKPBOXVFRJTNEDMSW	VQENLYBGHXPFITCWUOZKSJRDAM	PYNSAUIQMCVXFZGHDWBTRELOJK	0
main	145 	AH 	 oneCued 	 0.0 	 left 	E 	X 	0.0 	3 	0 	1.0 	NWEYSABMFTXKOCHDPRUJIZVLGQ	EOFKCXBZUJSVITMGAHNLDQRWPY	OQCJWLRNXDMEZFHUYTIKABGPVS	WIKLZVYDXEHUJBRNTSOCPMQFAG	ZYGUJHLFMSRVOEABNKWQCDIPXT	HXUWGQYSZFOIBLANDMKETJCPVR	TWKLDYFGPQNRVMXJCASEOUZBHI	EYDGWTOPMZAXSJUNFVQLHBCRKI	0
main	146 	AH 	 oneCued 	 0.0 	 left 	S 	G 	0.0 	5 	0 	3.0 	UTQPZKEYCHOFRDNIJXWGVMABSL	JNFPKBDSZRXVYLQTAUCHIGWMEO	GSXALRJPEKIBDOMVCHUYTNFZWQ	RFKHSYCDAOUWLTJEGBMQNIPVXZ	XNRTQMEKZOFLPHBVCUIDJSAWGY	FNTQDRMGBZSKCYEULXJVPIWHOA	QATXGOWRUKVDNLHYCZMIFSPEBJ	WYNUISCVEDLFRZQMPAGOKHBXJT	0
main	147 	AH 	 oneCued 	 0.0 	 right 	R 	T 	0.0 	3 	0 	1.0 	OSUEHNCGRVXZPIBTJWAMKDLYFQ	LQXSFHVNGZJERYWAKBOCDTPMUI	DBVCJMHANXKPWYOEGQIRZTFSLU	VKWDGULFTROZIMNBCQYHSEJAXP	LTYVEFPQWJDXOURKINACBSGZMH	DCBQKIUTMOHRYSANVEFWJXPZGL	HFAUCTKDYOGEJPWLNRVIMQXZSB	IUTZSFHVGMKAENJXQBDYWPRLCO	0
main	148 	AH 	 oneCued 	 0.0 	 left 	Y 	D 	0.0 	5 	0 	2.0 	KLZUFRYGISXNVAJWOHQMBTCDEP	JPKHBZCEGILQDVAWTSRYMUOFNX	DHYEUKXAWOZMCGTQBLIJPFSRNV	GUFNMVRSTXLDHEIPZCAJQOYWKB	GOTMJQXRZBSHIKLNUPYEWFDCAV	TVQZJOHMLDEYXIWSUPKRCNFBAG	JUDPIEKSMLXFCYQNAOHTBVZGWR	ETMBDWZJUKPRCNGFQVLSAHIYOX	0
main	149 	AH 	 oneCued 	 0.0 	 left 	B 	E 	0.0 	7 	0 	2.0 	EZVSINOJMDWLPUKXFBARYTQHCG	YGIPZSVMJUBHQKLCNORTFWXEAD	TWMDYQSEBACPUKNIGRFVOLXJHZ	XNDCEYHKFVBTJRQSPAIUZOWMLG	RESAIQLBGTKXZCOFDJPVMNWHYU	QWHFEPCXYAUTJVBDKRMIZSNOLG	EPNWMBSOFGDLCTHJYRAVXIUQZK	WHRUKGFPJIESBXLMTCDNYZVQAO	0
main	150 	AH 	 oneCued 	 0.0 	 right 	N 	F 	0.0 	2 	0 	2.0 	OXTFSUAGLYBZJNCRVQEKIDHWMP	USLJMIRHBDKQTNXECPVYOWFGZA	SXTEVOKAJFPNMZYDQLIUGCHRWB	OMVHKIPRTNQADSYZLUFBJCGXEW	HAGUMJXQTWPBNZVCOLYKFRDESI	WGPDZJLHRTOBYQKNVFCMESIXUA	IGHVPTCXZFEDNJQKUSBORMWAYL	XHDVQYPNKRIWELBGJZFMOTACSU	0
main	151 	AH 	 oneCued 	 0.0 	 right 	R 	P 	0.0 	3 	0 	-9.0 	XQFINRLYSEUMCAOGPTKBJHVZWD	YIQZSEJPMTDLKRAHNWFOCBUVGX	ZHRLQDKGEUNWMTCXYIBJOAVSFP	FRECXJGQVYPNOTULBKZIHMASDW	XNVQFRPMWUILEAKJSZBCDHGOTY	QCBUNHKDSJWGYTRXZMOPVLIAFE	BGDZKWXAFCOJUEYLIPQMHTNSRV	VEJBWCZUXKPALQFDMGTIYRHSON	0
main	152 	AH 	 oneCued 	 0.0 	 right 	A 	G 	0.0 	5 	0 	2.0 	BICVEKFGDHULRAQXYTNOSPJWMZ	UDYSRWLVXENBPTAMOQJZCIKGFH	PQGJKATEHLOSBVRUMZDWNYCIXF	URYBXETLIKMOHFWGZNCSVAQDJP	RFCDBXSTZUVYNJMEAKOQLHGPWI	HOEKQCYBDGUAPVMZJIRLNFWTXS	FZOINYHMPTXWVGDBCURLJEAQSK	QBTAMPCNJZDEFGORXULYIKHVWS	0
main	153 	AH 	 oneCued 	 0.0 	 right 	G 	T 	0.0 	5 	0 	2.0 	JCEMAZLXQSIWKDNOUTBYRHGPFV	PIWEDHVLOSUCMQKRNTZXBJGFYA	YVXAREFMHNLOJCZKDSUWQIPBTG	OIZAVEYXGKPQLSRNBUWJTCMDFH	UGOXBMYZVLITCRFNWDKPQJEAHS	CKDENMXBTZGFPOJYWQLHVIASUR	RAWJDGKZFSUELMOVPCHXBNQYIT	RUPGEQOBWANMSJCZLFTIHDYKVX	0
main	154 	AH 	 oneCued 	 0.0 	 right 	M 	H 	0.0 	4 	0 	1.0 	MEIQPWNGAXSKYCUJRTVHDFLBZO	PEQRKYSBIXGLUVZDOAHTCJNMFW	VRBGONPDZCIJXHUETYAWSLMQFK	ZHQXWBJTSLNRGUDKCMYVAPIFOE	TAZIDJFHMVKOUSPQBYRXGWCNLE	WCZPDSIOUBGNXQKLJYMHFTAEVR	EUKHLYBVACXFPIDWNOJZSTRQMG	MNCLUSOVPJKEQXGFIHWZYRDATB	0
main	155 	AH 	 oneCued 	 0.0 	 left 	F 	N 	0.0 	0 	0 	1.0 	EHBKZOLTNFIRQGUAMWCYXSDVJP	FTVJGSMURLOKCNEXAHWDYQBPZI	TVXKALFPCHRJQUEMDWSGNOIBYZ	GRQWLXTNEHKPVCMAZJIYUSFDOB	WHRLUBKMCFOVSQNZTGIYDAJXPE	YXELKVOWTNHJGQSRPFZMUADBCI	LNWEKYAPOQUZJXSVBRCIFGHMTD	TRVNIBJDZWLHOMCGEQYXPUSAFK	0
main	156 	AH 	 oneCued 	 0.0 	 right 	M 	M 	1.0 	2 	0 	0.0 	HDVABZRLPXQUWINKFCYOTSGJME	XQNSHAMZTKOVGFURELDBIWCYPJ	SGLHWTMYQBAFNCRIJUDZEKVOXP	MXLPAOGKDBCWIZUQSEVFHJYNTR	DELRQIOYZTGKAMHCWJFPSNVBUX	NCDKRJIQEYVHOUFMTWXLBPASGZ	LQUNYHPGRCZJFKDAVEMBXTIWOS	PGDLVAYKXEMIRHUSFBJONTZCWQ	0
main	157 	AH 	 oneCued 	 0.0 	 left 	W 	X 	0.0 	3 	0 	2.0 	MLOWCDVRFPKNQGZYXASBHUJITE	GBKWUCIOHRXMJAFTENPDVZSYLQ	MHUCLQGSEKYJARVXPBFIDZWOTN	UYKDNSELQCXHWZOVMAFIRTJGBP	ZOJHTFUDMNLKRBGVXQWEPSAYCI	WUMRXCQGNOJTVHASBPFKZDLIYE	EOCJTABMHUXDNVFRKGPSYIQWZL	RIOMAUJVTNQGWLXDFEZPHKYSCB	0
