experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	10 	AH 	 oneCued 	 0.0 	 left 	E 	U 	0.0 	7 	0 	1.0 	OVGDETMQCYJAWBPSINZUKRXHLF	BDKUMSLZWAIFHORJCYTEPNGXVQ	BSJGCVOYAMUQZFRHNWDELTIPXK	BHRZNAGCDVJTUSXLPYQMEOFKWI	CSRYKZNTGVIBXWDHELAUMPQFJO	PIWSGRLZTCXJMDBEVAFUKQYNHO	BKOCSWRHMQUDIPTZANYEVFXLGJ	PGAVNMKFUEJSTHCWOYDIRLXQBZ	0
main	11 	AH 	 oneCued 	 0.0 	 right 	K 	A 	0.0 	7 	0 	1.0 	XOCGUEMPAZSYRHFLDNBJQTVWKI	EWYOSHTKNAJUMDGRVIQZCLXFPB	LSZGVOFNIRUJKHTWMPQYDACBXE	FOYIKNGBXWMZVDSAPQUJLTCREH	MQRXBECKZYTVINJDLHUOSAGWFP	KYOAXWUBHSJNZTMVDPIGCQFERL	UCHNFDIETSQRKWGZJOVXBAYLMP	DQGSUROCYZAKFVMPLHEIJXNWTB	0
main	12 	AH 	 oneCued 	 0.0 	 left 	M 	F 	0.0 	7 	0 	1.0 	GCOFWUJQIRBNMYKXDASTHVEPZL	IACESOJYKTPLUGVRMZHXQWFBDN	MRIYZHJAEFCVGDNUBKSOLQPTWX	UIGQPVFCWOHYSMBKATDZRJNELX	KBLCIYEZATJSPDOVNFQWHUXGRM	ZRLJTNQMEADKCWUYVOFGXBIPHS	ZBJMYWTIVUQDPNLEAOCXRHSKFG	WKSPEZDCHJFMNUBVLIORXGTQYA	0
main	13 	AH 	 oneCued 	 0.0 	 left 	R 	I 	0.0 	5 	0 	1.0 	FWBPRDLHNVMOTZGXJKEQYAUCSI	ITSKGUMAOFVYRJENCHWPQDBXZL	OQYTMWREIKNAVCSLGXDFUHZPJB	ZHNPVBTSDKIGQUALOMJYFRCWXE	PONSXCJDUVLFGZQMIKYEATWRBH	LEZGYJSPFQIRBTUCOVNAXDKMWH	OLTPRBQKXVWEUNIZFDHYGCMSJA	FBMZQWTYRVKUNOJXGASICDELHP	0
main	14 	AH 	 oneCued 	 0.0 	 right 	D 	D 	1.0 	4 	0 	0.0 	ZQIMJEGTYOSPVXAFLWNKRUBCHD	QMISAJGWLZKRHCYFDVOXPEBTNU	YGRWBQVPMSZEITOXLDHJKNFAUC	WEQYDFCRAVKBXSMZNTUIOLPGHJ	KXZGBNUDLTWCOSVYFRPAMIEQJH	XKFPRIVLUBWSOGDNAQMJEHYTZC	TWCIPYJXDAVZRUGFHKMLNOSQBE	TZDNEGHAXLJRPVMWUYKQCFIBSO	0
main	15 	AH 	 oneCued 	 0.0 	 right 	C 	B 	0.0 	7 	0 	1.0 	BVUQPDINMYASLTEGKRCFWOXJHZ	KEGANLOYUSZVPJTIHWXBQFDMCR	DXBCPLYSWAQHZIGMJKUERTFVON	OLABMHRQNEWGYFZPDVUSKJCIXT	KVMBUFNYQAIDJTRCGSLZHXEOPW	IUJTNQAFYOPWMDGHKVZLCXBSER	NGKQPHXUSTICVJBADWFZLORMYE	TPXLNVEHBCFDOYAJWRZGQSUKMI	0
main	16 	AH 	 oneCued 	 0.0 	 left 	B 	W 	0.0 	3 	0 	1.0 	FXGUZWEABRSLVJPINHKMYTDOCQ	TAZEWVKURJYPCSHLDGOQNFBXIM	ZIKSHEGWQAOBPUDVJXLRYTNFMC	HUFDNSWBIQCTGXYZKVRMOEJALP	XGZMUECFYNIKVSBWPTLQAHDJRO	IBWZPHRQNYLGXVDCMFEUSJKOTA	IUGRSLXNZAHOFQEVYTDPMBCWJK	ZHFETXCPOMNJIAYRUKWDVSBGQL	0
main	17 	AH 	 oneCued 	 0.0 	 left 	C 	S 	0.0 	7 	0 	2.0 	XISTQFMLJPUBWCDZHRNKYVAOEG	IWKOLRZGVBPTUDNSJQXAMCYHEF	VMQAYEJWHZNBKUPIXRSLCTOGFD	TLNOXFYGCIQWEVSDPRJAUHBMKZ	MYJLDGSKNRFIVZUWCEBOXQPTAH	MTJABHXFGNLZYUSDKWPQIOVCER	XVQMJLCABSTUNDPOIZFHKGYREW	XRYMWNAUOSDCHQBPKGILTJFZVE	0
main	18 	AH 	 oneCued 	 0.0 	 left 	R 	X 	0.0 	7 	0 	1.0 	XVNAUECLHSQPOGWTKFZBMRIYDJ	AGZPKYUDFWTJNEBXRVCQOHILSM	PLUXQAKMTZOYGNVWBSDEFJRIHC	QNDZXRVTLGOBWEUPKCMJYASHIF	GTUKSMJFEPXHAYWIBVNZQOCDRL	KEOGIXBDSPZTQFMWALNVHCJRYU	XAUFTOWBYHZVMESQKINGLPCJDR	IHJQFYWUVXRBZNOSEMLPKDTACG	0
main	19 	AH 	 oneCued 	 0.0 	 left 	D 	Y 	0.0 	4 	0 	2.0 	OSXPKHGYJRWDBTMCAUNEZVIQLF	DSHROUBLXWVNAKQYPIJEFGTMCZ	SOTUZPKRCYJMEGWQILNBHVAFXD	PJKTEUOVLIYHZGABNRMDQFSXCW	NWSTEMHYADVPLZCRBOKQIUFJXG	JBIVHXDAGURFWNTPYCESQZLOKM	UPNYZITRSAXMLHODEQGVFBWCJK	SGOABNXVUCTDQFYRLMPEIKWZJH	0
main	20 	AH 	 oneCued 	 0.0 	 left 	C 	T 	0.0 	2 	0 	6.0 	PQALXWDOTZUJNIVHBMGYEKFRSC	HKMCJQSBURIGZXTDVLPFYWNAEO	UWMKQSJFTLAERICDVXOGPHZNYB	NOGDKMLRAQUZHBVETPISFCJXYW	VSLXBGRJKHAZUEMPDWQIYCTOFN	XZEWAHQVBYURJLMDNOPSTKGFCI	RLCSYENKMOQTJVIUHAWFBDPGZX	VENXDGKQMFZRHITPUSWALOCJYB	0
main	21 	AH 	 oneCued 	 0.0 	 left 	W 	G 	0.0 	0 	0 	1.0 	MEAFRZOGWDTIKXHJCNSVQUBPLY	DAVIEPHSOQBUYWLXKMTRGZCFJN	EWHPCNLIUDTOXVYASQJZGFBMKR	UPFDAHWJZVQNROEMILXBSCGKTY	LPNOHGTMAFCSUZJRKQYWBXVDIE	JUZBICYLRXGQNOWMFTEADSKVPH	RNTPZGIEDYBJHMKFXSOLQCUVAW	OHYCPEDQABTZRSGMWXFKNVJULI	0
main	22 	AH 	 oneCued 	 0.0 	 left 	R 	I 	0.0 	7 	0 	2.0 	RFIGUSCDKNWQEHJAXTOPBMYLZV	UDHJQTBPNVWGFRKOEZYSMLAIXC	TGMWPZLKFXCAESJQNBVUHYDIRO	MJQAIKHUYXNBZDGPLRCOFWSVET	RZVAXNLQETGBPMJODUHWYCIFKS	HVWIZERUFGOBMQNTJSXAPDKCLY	CXGVLHARQSOJBUKEFYITMNZDWP	WLUXDCFIKRPZGNEVAHBMOYQJTS	0
main	23 	AH 	 oneCued 	 0.0 	 left 	K 	K 	1.0 	1 	0 	0.0 	KXLEBCMYGNUORHAWJTSFIQDPZV	BFJQZYGWOTKNRHACDVIEMUXPSL	MQBTVZXWDSKRYPGEIONJFUCALH	IGYTVQFCUDSJKPMHORWBAEXLZN	ISHOLWTARZVCQMUPEBKXNYGFJD	QIXWBTVKYPGRHSZEMFAJCDUNLO	VWLNAHQYJPKMUXDBIORSEGZCTF	YFZXTKGNOVCWHERSPJQAILMDBU	0
main	24 	AH 	 oneCued 	 0.0 	 right 	G 	T 	0.0 	0 	0 	1.0 	IBJCSWLTGHNZVPQRYEDKAUMFXO	TDEAJQFYWKLBHUXRMVISPCNZGO	DWOJVZKIHGUELQTFSRYNPAMXCB	YPCMUKZLDIJAQREOFBHXWVTSNG	NRBCDAOVKSWZQGJUMPIEYXHLFT	ZYXFLQBESGIVCHTMUONRDAJWKP	XVFMDCEUJBHNALISTQKZYWROPG	NYHQLPEKSZWIXCRAJODUGBTFMV	0
main	25 	AH 	 oneCued 	 0.0 	 left 	K 	H 	0.0 	3 	0 	2.0 	SGPKQWBRFDUILZYJMVCANTEHXO	DLAIHUEXJZSWQNTFRKVBYOPMGC	BTOSZERYWIGXVHJMPFCNULADKQ	LSPFMIHZKJDQYUXOBCRNVEAWTG	FCHJNGLZMDWTEIVSXUQKAOPRYB	LKGSBOZWIYQTJAFVUNXCRHDEPM	WYDGIBLMZSNUKRVPHCEFXTAOJQ	ELDBZNXRCTJYHSVQKUGOWFIPMA	0
main	26 	AH 	 oneCued 	 0.0 	 left 	C 	F 	0.0 	4 	0 	2.0 	YQBPDLTHKCNISAVMZXFURJWGEO	ZBKHCLVXSFYONDPIMWGTUJAEQR	OKVDSICLYUBRENMATXFPZQGWJH	HQPBLNMKGAJVTSYIZCFDWREUOX	WPTOBGYSHFLCVMRZIUAKXNQJED	DHRKUCBVSZAEJQWNLXMYPOIGFT	MUZHFQECPJGOAWLBDSYITKNRVX	YXVAKSPWOTLEUZBQIDJRMCNGFH	0
main	27 	AH 	 oneCued 	 0.0 	 right 	W 	W 	1.0 	1 	0 	0.0 	UEGDLZJWNTCKRBPVAHXMIOFSQY	KIMNXYCZBRWULPVOJGADSHFQTE	NRCXPGUWSQIEVFBTOZMDLYJKHA	NFLGASREDWJHYICZTXUBOKVPQM	KFOAWRPXECHMITZVBJNLYGDUSQ	KXPZOCSYFHEWLTDNJBGARIUQVM	OPXKYLZAIRMHFEBQDCWUNTJVGS	RPVFBLYDGCNKIQTSWOXUEMAJZH	0
main	28 	AH 	 oneCued 	 0.0 	 right 	J 	J 	1.0 	3 	0 	0.0 	JARNSTVQCYGEUFDOLXZBMKPWHI	YQDPFMTEBOCSAJGNHKXZLVIUWR	WLFGXYQCSZJPIVAMRKHUDONTBE	GPOXUFVZJILABNSMTHCKYWERQD	OKGWCIREXUBZHALNFVMQYJSPDT	TKNZOYCVXMUHDLPJBFERSQIAGW	MICZSRLDGTBFOUVJKWAPQENHXY	ZOJTQUWBGIREHNYMFSKCDPLAXV	0
main	29 	AH 	 oneCued 	 0.0 	 right 	B 	U 	0.0 	4 	0 	1.0 	SFOYEWAGXTHJPBRDMUZVQIKCNL	BFYHIWXMVNKPOJZCDULSGAERQT	UGBSQMZIWRKHPNFAEJXDTVLOCY	CWIFJHELVDTABNSGYPORKUQZMX	TQXNHWECGUBDJIKARYFPOLZMSV	KFYRQBCAXOWMJUSNPZIETLVHGD	ZVWHUFIJSCRMANGYBDPLKTQOXE	HPNFSALBKECVRUGZWTJXMODQIY	0
main	30 	AH 	 oneCued 	 0.0 	 right 	G 	M 	0.0 	7 	0 	2.0 	FIANDZBJRYPLMGXSKUOCHQEWVT	BHZVJTYFNXPEGALOKQDRICSWMU	DCJOVEHTYBANMSURXILPQGFZKW	YCMFNIKGPTSXUOHBRLQAWEZDVJ	JPWEYZVNXQUHCKTBILDSAMGFOR	SHCAZMTULEYKIDQJOVFGWNPRBX	EGAFWTCIJLMZHNKXOQPDVRBYUS	YWECBZMQGFVPHKTXSRODLJAINU	0
main	31 	AH 	 oneCued 	 0.0 	 left 	K 	X 	0.0 	7 	0 	2.0 	IGPJLQCVDXYURSTOMFEZKHBANW	BNVODFYALHQPKXIRTMJSWUCGZE	CNHISFMUYPWQARVBZDJGTLXOEK	VIMAYQZSEXULGPTDWKRNBHJFCO	XIPKYBMHDCUFNZOASEWRGQTJLV	ZISOWUMQTAEKFNJBCRPYDHGVXL	FORDHLNTSAVIXKYCJWPBUMEZGQ	UELFTIXOKHMSBYRVWCGNQJDZAP	0
main	32 	AH 	 oneCued 	 0.0 	 right 	M 	M 	1.0 	4 	0 	0.0 	ALESVWHBRFCJOXKMDIZUQPYNGT	XJYBRZGLFAVOCPQMKUENHDWTIS	XPWTOZGEKNQSCYDJAIMFVRHULB	MTUKLVWFRYDJHXZBCNOQPSIAEG	IQSEXOBMLJFHVNATDRWKUPCYZG	CAYPSBXZRIOGNUTEQKHLMWJFDV	IXDRPOVCYZJKGHQWBESUFTLNAM	OXIQWKGMHVRACLUYZJPBSFTDEN	0
main	33 	AH 	 oneCued 	 0.0 	 right 	T 	T 	1.0 	7 	0 	0.0 	AUSRWCVHLZGFYBJDOKMXPTNQEI	ZACHONFJGQRSWKYELIXDPTUMBV	MNPXZTDUVQABKISRYJOHWELCFG	XTRKWPMVSHGLOIDCYFNAJBQUEZ	UNZLSGBTDYWCEMRXJOQIPHVFAK	MLABOGKRJTPNVQUEFYSDHXWCZI	ELGVTBURQIYFXODWSZKJNMPAHC	GJQOWNLDTIYBAHPRCXMSKVEZFU	0
main	34 	AH 	 oneCued 	 0.0 	 left 	K 	C 	0.0 	7 	0 	1.0 	OMERAKUHSNLYXCDQZTBJFIVWPG	BQKYUPDOHCLNGRTZXEAIFSWJVM	GAUFLJSHMPTEOBZCYKXWRQNDIV	ANIMXDPHLFWCQJEKBYSGUTZROV	ROQULHXNPIBTKMVSWDGFEZYJAC	CGLTRWBXPQFAYZHMVJOSKUENID	NEBZGRPKHLFTWDUXVQMJCYOISA	BPNIAHLOCKTJYFSDEWMRQGZXVU	0
main	35 	AH 	 oneCued 	 0.0 	 left 	N 	L 	0.0 	2 	0 	1.0 	PBGWZJQMRCEKILVYUNXHFODSAT	FAKHJCLSZTEXWPMQNIVBGUROYD	ZDFSXHMTRILNAYOUPVJGKCQBWE	NDEUCVIHWJKFLAQXROTGBYZSPM	CHBYESWUJFRNPQAVDMLIZKGOTX	QCOXWVFJIMLZSBPETKRYUADHGN	AWJZYLFVXBCEKRSOPDNGUTQIHM	DGMFNWCVIJRSELHYPBAZXTQOUK	0
main	36 	AH 	 oneCued 	 0.0 	 right 	R 	Y 	0.0 	3 	0 	2.0 	CXQEMUHYKBOZPSNIGARVTLFJDW	SWQYFNEZJCXMOUDKLTHABVIGPR	LZKFXSATIPUGJQWDNOVRECHYBM	BIHVPDYFRXLNGTAQSUMCKEZJWO	UVAEDWJSFYGCTOZMBRKPHXQILN	GSDIELYCBVHZXOKUFNTQWAPMRJ	QONDMKUVYCZJTSRFEWLIGAPXHB	BVWRHDXEACMKNPZJUIQGSFTOYL	0
main	37 	AH 	 oneCued 	 0.0 	 left 	T 	V 	0.0 	0 	0 	1.0 	POAHNYDIWVTUSXMCGKEJFQBLZR	VYBLTDRGPMHNAQXESKUOFWJIZC	CWNERGKHUTOASIZYMLXDVJFQPB	JAPKHRYCLTIFGSDOEMUZBXVNWQ	EFIMCHRPQDAOGNLJUVXWYKBSZT	NRKOSUYWIQGTPEXLADCJHVFZBM	YZMEHXITSGFKWBNDRQPCJUVOLA	SAVPDJTEKRCXWGQYZHLIOBUMNF	0
main	38 	AH 	 oneCued 	 0.0 	 right 	W 	L 	0.0 	4 	0 	1.0 	INYBXJDEHGLMZUFSWAVPOTRKQC	JSRGOVENFAXUYHWCQTBMPILKZD	BDASMOZFWKPEQITYRHUVLGCNJX	NTSOJGBXEQADYZPLVWHCMKURFI	JCVNYUKGTSLWIODAPFERXBMQHZ	VPLJBUNKMSHOFWGECTRDYZQXAI	YSAEQFHMRLJXCNTUOVDBZGPKIW	NLBGEOADMVHQUWFRKXTISCYZPJ	0
main	39 	AH 	 oneCued 	 0.0 	 right 	G 	Z 	0.0 	0 	0 	2.0 	ALIEKFYDOZNGXPQJUVMSRWTHCB	BMURITCKDOWVFGQEHJNSAZYXPL	CSGTIEVKRXDYJLUNAOWBHZQFPM	BGKDIFTJXYZNEVSWHQORMCULAP	KRNIWYXOJVHAGZTUPFDEQBMLSC	QEMJXBUPTAVCIDWRFZYLSHNOKG	SXHKJDTVUWORBYLNAGEFCMZPQI	MSAJEDIZYQUOTXBCRVLKNWPHGF	0
main	40 	AH 	 oneCued 	 0.0 	 right 	Y 	V 	0.0 	3 	0 	2.0 	ZPHVSNTCGXEBFRQUKJYWDIMALO	RDAMNSPBLHQGXCIZUFJYWVEKTO	WJIQTMLBZGYFOEKDURNAPVCXSH	TQIXWJAPSVHYDREMLZGNCKFUBO	OWBNAFLPHMUYQGSERKZTVCIXJD	YCDQUIOTPBARHFNVEJWGZXKLSM	DBERLKVFAZNYGOIWXJUCQSTPMH	SWPQBUKOAMHVENFCXJLIDYGTZR	0
main	41 	AH 	 oneCued 	 0.0 	 right 	R 	U 	0.0 	4 	0 	2.0 	BRFXDJHGUIYZSCTLQMNOAEVKPW	SRBXTKJEYWCNHLDPVOGUZFMQIA	LBMUSDYGIOCXAWFREKNJZVQHPT	NWITASQEMPXCDYRFOHZJKGBVLU	YBCDIEUNRVTXMLSFAWQJZPOGKH	GXTDZMEQOSKBINPUYHFWJRACVL	RIDFNZUCOQSJYTMWLBXKHVAEGP	SFYJTEHLNAKUIMZRBXGODCWPQV	0
main	42 	AH 	 oneCued 	 0.0 	 right 	P 	B 	0.0 	3 	0 	3.0 	ELIKJTQZFXBMYNWOCSPDVAUHGR	OWBAUPXSDIYEQKRVFHMLJCNTZG	BJEYAULKFGQPTHNCRZSXMDIOWV	XVIQSJRETBGNPHDAFWLYCZUKOM	XGTQKILHNABSFMRUDYECJPVZOW	HAKZJTXNDULMQFCGBYEIORWPSV	QLBFZRUJAVNIYSCODXPHTWMKEG	PATSOMNJZGWRDFBXLQUVEIHCKY	0
main	43 	AH 	 oneCued 	 0.0 	 left 	K 	L 	0.0 	4 	0 	1.0 	QYBXHKVJCIAWDMEZGRTOSLNUPF	NQAPUIRYMJETXSBWFOKHCLDVZG	OKXLPNFCTRAQWMJGUIYVHEZDBS	AFLBGCMIXPOUZSDQWVNHKJRYTE	MPNWCYILKTGRUHDQAZEOVFJXSB	YLQKDFISJGWEMHBXZCTVORNPAU	BLUOXZTHEFPCGVISKDAWYRQJNM	YTMSJZXFHEOQIWCVPUDRLBKNAG	0
main	44 	AH 	 oneCued 	 0.0 	 left 	B 	B 	1.0 	4 	0 	0.0 	XVQNLFOUDCWHSJTMIAGBKEPYZR	HCOFUGMLSPIYENAXQKWBRTZDJV	PESUGAZWMNOLVRCKTIFDBQHYJX	FBIUKROYALPXWTHZVJSNQEGDMC	ALSTKQDXBJWNEPUMCYFZIOVGRH	MEWOXQYCPFVADIGTUNJKSRBLHZ	KVJSXYDWHCUEZLGOFNBIRTQMPA	PIDTSZLFUGEOJRKMQCXBWNYHVA	0
main	45 	AH 	 oneCued 	 0.0 	 left 	S 	A 	0.0 	2 	0 	4.0 	SEBUWPFKHQRDMIZGYLVAONCJXT	TZDPNGAVMBEOKLCFRYQHWJUSXI	NHIXJMREAQUBSKYLGWVDFTCZOP	BFOMAQXTLSYGPRJZEIKDCNVWUH	SRFZTBWIUXOKVHDQYAMJGNPECL	AQRPFSKNHYJMUBZVIOGWDXELTC	CXYDWHPSEVQRIFMAUZBGKTJNOL	CMPTVJLWDAQOIBXRKENHSFGZYU	0
main	46 	AH 	 oneCued 	 0.0 	 right 	G 	H 	0.0 	7 	0 	1.0 	JSDLTRAYEBXOHKNQCMVWUGZIFP	TGVAZIXWQOLCPBHRUYEKFMSJND	XHYEMIVCSFUGLPKQZBDRNAOTWJ	CMUIDPSLNARBQEKXGZYHOFWVJT	GBVKSNFWDJCXATHMUPIRZYQLEO	RPONGEVSKMUIACHJBTXFQYLDZW	FNVESPKWXYZADMURBIJHTGQOCL	ZPJUTQRYBAHGFVNLCEDOSWKXMI	0
main	47 	AH 	 oneCued 	 0.0 	 right 	X 	Y 	0.0 	2 	0 	13.0 	ZJXMAQIDNCPYUKHGTOEWFLBSRV	EDOXBPACZURNFHVLMTWIJKYQSG	QNWSOHAYKGUIZVMEFBPLXJCRTD	PKIYBJHXDATGUFZSCOVERQLMNW	PCHQLWNVYDMTARUFEXZBJIGKOS	NMIQXYSFALHZDPJGEKOVRCBUWT	MZOWNDARJXUYEGQBLSHPTICKVF	SCZJUFOPLRXDHYNQAKWEBVITGM	1
main	48 	AH 	 oneCued 	 0.0 	 right 	R 	A 	0.0 	3 	0 	2.0 	YKUXQJNGHIWVFBELAMSROTCPDZ	NHTSPMIAGREXWBJZFLOYCKQUVD	WZAJDXCQLVPHIUESNGFYORTKMB	LPHTNVXQAERFMJBGIUYSZDOWKC	DXBPKFCGOSJNUTRZEWLYIAVMQH	YHDTOJWUERQSCIFXPNGZVMBLKA	PRQMKDVUBYJFEHGCLZANTXIWSO	QKTCHEADJWVYPOFGSZNRLUIXMB	0
main	49 	AH 	 oneCued 	 0.0 	 right 	X 	D 	0.0 	0 	0 	1.0 	VQSKRWUODXYCEHFTNBLMZGPJAI	VQTLOBEFMYPNCAGRWKHISUDJXZ	MPKNTUYZBQFIWERGXCLDAVOHJS	UJYDNHFEGVTMLOKPAQXRIZWSCB	IPUAJCWZEGRHVONSLDMQYXFTBK	QURZLXGCTIAMBNEDYHOJKSWFVP	JKUQBLDSGMFZPTOWEYXNVCHRAI	ETAFJRMIZBLHNPUOQXWYCGSVKD	0
main	50 	AH 	 oneCued 	 0.0 	 left 	F 	Q 	0.0 	2 	0 	2.0 	TNXOJMBHYKUSWCZAEIPDRVQLGF	CUDGRKWYVQZHMEJSPAXFIONLBT	XKAWTVPUNQRFIHBYCLGOSJDEZM	DLWRGJOEVIPSAHYQBZFMNKXTUC	FIJGNVOAUBRCYMLDTHSXQPKEWZ	GZTFSJCMHPALERYINQBDXUOKWV	NIFEAQVMURWPOYLHXSKZDCTGBJ	XLRBYNJSCWVEHFQODTMUGZAKIP	0
main	51 	AH 	 oneCued 	 0.0 	 right 	C 	X 	0.0 	6 	0 	2.0 	HITPELZXFJVNSKQAYMBOCWURDG	CTEKLJOSAQBXYVRNIPWMDHUGZF	DBSIOEHZGKLVNWTCURJMQAPYXF	BKUGRZYLWPVEAMQIDCJXOFNTHS	JCYVZFQHEMRGONDKAPIWLSXTBU	JZFMVUIRQXOHKNBEAPLTGDWSYC	YJIGQZXBCDNVLERKPAMHFWTOSU	MXGSTVRWPQLNKFBHUZOEAYJICD	0
