"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nStreams"	"eccentricity"	"polarAngle"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"cueType"	"cuePos0"	"responsePos"	"fixationReject"	"ID"
"main"	20	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"T "	"H "	0	0	0	-6	"TUGBKEHALJWXRNCSQOYFPIDVMZ"	"AUIVRHDJNKPXBYTWMCELGSOFQZ"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	0	TRUE	"CL"
"main"	21	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"G "	"J "	0	1	0	1	"FNEZCKQSPGDBAJIYWMUVRTXHLO"	"KCZVTMJGPUEQYILHNARBXDWOFS"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	7	FALSE	"CL"
"main"	22	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"P "	"Q "	0	5	0	3	"BGLYIXQEKNDPOSVMAJRZFUWTHC"	"FYNODJQEKWXSTBUVIZGLCRMAPH"	"ABOYZGVXLCWITHQFMPDNJKRSUE"	"NKGAFBQZLIRCUJWETPYXDHOVMS"	"DHWAUJSBTLECKPOQFYMINRZGVX"	"JTESYDAQUIPRZXMOKGBVFHWLNC"	4	"endogenous"	7	10	FALSE	"CL"
"main"	23	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"L "	"D "	0	3	0	4	"TVYIRHPAXBEZDSUQJMKLGFCNOW"	"ASXCZIMQFETPOKYDRUJHLBNVGW"	"ZWXDVBCOIFYGLASEPJTQKRUNHM"	"WHYXUEKVGDNQILJBRTOZPSMFCA"	"NYOPEURQLKDFJTGCXBMISZHWVA"	"APDNVQSYOCLIGKHZUFRJTXMBWE"	2	"endogenous"	9	13	FALSE	"CL"
"main"	24	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"G "	"G "	1	1	0	0	"KFYRENMXPISGUVCLZADOBHQJWT"	"WRSYLXTVCGHEPQKFBODJMANUZI"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	9	9	FALSE	"CL"
"main"	25	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"W "	"R "	0	1	0	2	"JBIDVLEOQAURSYHWXTFNZCMPGK"	"FXUOTLNGRPWZSHIBMYACJVEKQD"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	10	FALSE	"CL"
"main"	26	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"P "	"E "	0	0	0	1	"NSQWRXDVGJEPHZTLBOIUKCAYMF"	"GBJSMTVXHERNULWKADYCFPIZOQ"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	11	FALSE	"CL"
"main"	27	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"X "	"C "	0	1	0	1	"URFXPKOLJHBCEZQWNVIGTADYSM"	"ZDSHQYCXNFKJMRTIALWGVOBEUP"	"FEHXWCLVGMDYTOABZQUKPJNISR"	"JYGATXVCZHEQURBNLWPIMFOSKD"	"LCKJHWEPTZIMFSNAVQBDXYUOGR"	"IYXRJAWULFEKPDSTHOQCGMNVBZ"	2	"endogenous"	6	7	FALSE	"CL"
"main"	28	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"L "	"L "	1	1	0	0	"LSKWGMZEHYDNAXRJBPFICQOTUV"	"GZFAPRTLDKYOXBWUSICEVQHMJN"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	7	FALSE	"CL"
"main"	29	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"S "	"N "	0	0	0	3	"WOVALGPZNJDSCKRYBHUFEMXTIQ"	"DOIHALVPFNEJWTBQGXUYZSMKCR"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	11	FALSE	"CL"
"main"	30	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"I "	"K "	0	0	0	-8	"ITLFEJNYKUZXGQBVHDCOPMARWS"	"WQYNSCAUEFTVOIBGMXZLKRJHPD"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	0	FALSE	"CL"
"main"	31	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"A "	"O "	0	1	0	2	"MNIWJXUGCZETLSPBVHQODKAFRY"	"KYCIVXPBNJOFARQLGDHSUZTEMW"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	12	FALSE	"CL"
"main"	32	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"T "	"W "	0	0	0	12	"LRUXBEPDCGWKINYVFJQZSOTHAM"	"SLBUPKXGQMTHCZFDOINEVYAJRW"	"LFJMCAOYRBUIGHNSXTWKDEVZQP"	"XPTDNOVUSBYAQFILHGWZMJRKEC"	"IUJTXHKLPESMFCWORVBYZGQAND"	"GMLDYWUSZJKAPTNQBRIXEHVFOC"	3	"endogenous"	10	22	FALSE	"CL"
"main"	33	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"S "	"G "	0	0	0	1	"AWFUPDVIEGSYMLCNHBXROQTZJK"	"TZWBFMREYSCIQVHGAPXNOKUDJL"	"PZJLSBXOVNACEIRTFUQMWKGYDH"	"CKDBTRAIQHMSEOGPYXLWFUVJNZ"	"WURJMXPEKVOGSYFDZHATLBCQIN"	"FBCIHXEYOKWNASMRGUDVZTQJPL"	3	"endogenous"	9	10	FALSE	"CL"
"main"	34	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"J "	"S "	0	5	0	5	"MXAFCDTEJYBUQRLHONVGIWPSKZ"	"XFDNZTYRSLBWPUOVEIAQKHMJCG"	"TDYZCQFENPKRXGWHABSMLJIUVO"	"CGUPMWTIEZKQSOJLBNXHVFRAYD"	"GVLEBNFYTAOKZPSJXHICQWURDM"	"ERCKYUOMQSZPXIJVTNWLBAGDFH"	2	"endogenous"	9	14	FALSE	"CL"
"main"	35	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"X "	"P "	0	4	0	1	"CSVZNDEBHRKYGFJIQTAXLMUWPO"	"TSGQXICARVHMZPLFKOYNWBDUEJ"	"NBMHYOZLRAKGPDXUSCWTFIJVEQ"	"FYZCXIBJLMRVDTOEHSQGUAPNKW"	"SMGJQANCEPXZKYVTOHIDLRWFBU"	"YNPAZJHWMITCKEBFVGQDXSORUL"	0	"endogenous"	9	10	FALSE	"CL"
"main"	36	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"L "	"Z "	0	0	0	6	"CTBOXDZWMNJQLIFAPYGEHSRUVK"	"DBQVGYFTELCHIRPMXOZKWSUNAJ"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	12	FALSE	"CL"
"main"	37	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"P "	"Z "	0	1	0	15	"EMVRPHQOZJBYWALUTSDNKXGCFI"	"JXVYSHANZQTRKDEIUMCOBGWPLF"	"TDAMFEUQYWJOPNBKHRXVSLZGCI"	"XHCYBMORIDNGAKTSQFJVLUPZWE"	"ZJXUFGBTEKLWOCDNISAPRMHYQV"	"VNYFCPWGXDOZITMKHQEBLAURSJ"	2	"endogenous"	8	23	FALSE	"CL"
"main"	38	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"J "	"X "	0	3	0	5	"AVHOKCFGTPERNXDQIMSUBYLJZW"	"XUTDYFNHQOIGVPBKCZRJMWLAES"	"TQVHDGYFMECWPASUJLBIXNZKOR"	"PTGBHYRXKEONJCVDIZSMALFUQW"	"DYUZEFQXHJWOIBMLVSARNKCGTP"	"BMJWHVIDPOUACRFXZKNTSLEQGY"	2	"endogenous"	7	12	FALSE	"CL"
"main"	39	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"H "	"J "	0	0	0	3	"MEAUXZVBYJNGHCSPITWLFOQDRK"	"RYCFHQUEDSMPGLOWKZXATINJBV"	"-99"	"-99"	"-99"	"-99"	1	"endogenous"	9	12	FALSE	"CL"
"main"	40	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"W "	"X "	0	3	0	5	"PIDKQJCGEMXANZOWTRLYHBVFUS"	"EFMHUCDRJPXVAZWTGNYBOILSKQ"	"KHGWNXUTLVBQYDJZRFIAECSPOM"	"IYOERNXFGMVWPSUTZLCHQJBKDA"	"MEYCPIDVHXUZTKSJFQWLGOARBN"	"MIWRKSLBJYQHUVGFTCDOZXAEPN"	0	"endogenous"	6	11	FALSE	"CL"
"main"	41	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"G "	"K "	0	1	0	3	"JTWHGPVXSDKALCINFYEMBROZQU"	"MOLBEDYPIFKVQGSTXZNJARCUWH"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	13	FALSE	"CL"
"main"	42	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"E "	"G "	0	0	0	2	"ILHJMZGWEYFAUPNCXSQTRODBVK"	"ZOGJRWKAXPLNEVYHBDCSIFUTMQ"	"MEUYSQLNOKVZBJPWAIHFCTRXDG"	"JSVLNXCUYFOGAHQZTIKWRDEMPB"	"XUWLJQAINMVTECYHGRFDZOSKBP"	"TBMXEJIQKUHRFOZSNPWCLDGVAY"	1	"endogenous"	6	8	TRUE	"CL"
"main"	43	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"A "	"X "	0	0	0	3	"JDOBKTICHQXUPAEVYGWNLSZRMF"	"GJDSNLFPWXCQAVYKMITEHBOZRU"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	13	FALSE	"CL"
"main"	44	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"W "	"W "	1	1	0	0	"HXKVMOJQRSZNWEGTYLPBUFADIC"	"LVCZOFKXATWUMRYNHBIDQESPJG"	"RCUPQXDTLZKOGNMAFHWEYIJSVB"	"NJLHCTAYBGKWODXZQFUIPESMVR"	"PVCOAYUEBFLQNJGMZDSXTRHKIW"	"SAQPMOUBIEFCWXZVGHLTRNYDJK"	0	"endogenous"	10	10	FALSE	"CL"
"main"	45	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"S "	"L "	0	0	0	16	"ZMNARGILCFTJKEUWVYOPBHDSXQ"	"RZGNJCVYOWSFMTXLQBDUPAHIEK"	"KXAQBFUYORGTICWJNLVPMZSDHE"	"RPJMTKVUCAFNIOLYZSWHQBEDGX"	"HKWSUQAYJBRPGDVZXFOCMNIELT"	"FKVWOQNTDBAUXCIRZPGHMSJLYE"	6	"endogenous"	7	23	FALSE	"CL"
"main"	46	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"B "	"E "	0	0	0	-5	"YSHBACFXEKDOJNIQZVRUGPLTMW"	"FJYEZWLQMBIHKTVCXPOGSDANRU"	"DHSJRWKYPQOVGBCFMLNTZAXUEI"	"WELCJHBPTRYDUGNFAXSIQKZVMO"	"ACDLXNEPKFIUWHQJZYBTOSGMVR"	"MXVQKYWLRJEHONZDFPIBSACUGT"	1	"endogenous"	8	3	FALSE	"CL"
"main"	47	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"G "	"S "	0	4	0	6	"SUZLNCDYWAKVBHJOIMTQFEXRPG"	"EIYZMXPFKDNGHAJWULVOTBSQCR"	"KBUWZANGCORLMEJXSDPQTHIYVF"	"GNSUPEYJVADCHKBWLRZTOFIQMX"	"CNTLHWZPRUSYQKIXGEFDMJBOVA"	"GWNFPBQHZSLXTYUACEOMRKVDIJ"	2	"endogenous"	10	16	FALSE	"CL"
"main"	48	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"U "	"H "	0	2	0	4	"WRCTHXUOBFPZDELNSGVAMQIJYK"	"CWKYEFAQMGBJOSZUNXHRTVLIPD"	"BZJIOFGRQHETWUCDLNSYPXAVMK"	"GHKJLENQRVAWXTFMOPBSUIDYZC"	"SRWAHLBFVUGKZIQMTOXPJCDEYN"	"LSOEPHQUDXCZWTJAVFYMNRGKIB"	0	"endogenous"	9	13	TRUE	"CL"
"main"	49	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"D "	"H "	0	0	0	4	"VMRAFWGQUBHOKPDCEJYSINXTLZ"	"UCKTJRVEBZXLNSOYQMGAFHDPWI"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	14	FALSE	"CL"
"main"	50	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"E "	"R "	0	1	0	3	"IDOLTWVQHMPCRSYGZFEBAXNJKU"	"WNVSIGRUXEYHZFJCQADTMKOBLP"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	9	FALSE	"CL"
"main"	51	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"S "	"D "	0	1	0	3	"HGQSRAXPJTYMWIDKUEVOFLCZBN"	"JEQTYRDKFSUPBXAGIHOLNWMVCZ"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	9	FALSE	"CL"
"main"	52	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"W "	"E "	0	0	0	3	"JNSDLRPETOWQFKGHUZYBCIAMXV"	"JSNQRHWIVDFGACPBYOUZELKXMT"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	10	TRUE	"CL"
"main"	53	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"S "	"E "	0	2	0	4	"DYTFUBZLAQKPGINVRXWESJCHOM"	"GQJZENHKVYCOLABPSUMDIFTWXR"	"YRDZPJGEAFHSQXOBMIUKCVWLTN"	"LWSQNZIKPFHDBUMEOVJARXTCGY"	"GTBZYDCAMOPRHXJFQIWSEUNVLK"	"CWVSGRMXNKQFYBUAJDPLETOHZI"	0	"endogenous"	7	11	FALSE	"CL"
"main"	54	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"J "	"O "	0	1	0	2	"AFJKEPNULBDVCQYTXIWHMSZGOR"	"BDSQICGXOFJVUNRELHAZPMKWYT"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	10	FALSE	"CL"
"main"	55	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"G "	"V "	0	1	0	3	"FIOTDAKWXNHRLBQGUYZJPSEVCM"	"FMQKYXJVINGBTOSRHPUWLZAEDC"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	10	TRUE	"CL"
"main"	56	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"E "	"F "	0	0	0	1	"BHMNOLFERUQAWYCVPXKTJZDIGS"	"LOYDCZGTKJPBNHFWXAIQEUVRSM"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	7	FALSE	"CL"
"main"	57	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"L "	"B "	0	0	0	13	"TZIJHXSWQBUFEVARMGYODPLCNK"	"NMKJCDPFVWTQUBXAZSOEGIYRLH"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	9	22	TRUE	"CL"
"main"	58	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"S "	"Q "	0	5	0	2	"LZNBOURYQJESMHIDGVTFCXWAPK"	"DJWYGIFVUZABLKQEHTOSCPXNMR"	"JDZHBMRUGXELASKQYPNOFWTVIC"	"GPWOVBXRDTAHKMSCNEQYFLUZJI"	"BRQEWOTMZYHNUKVCPAIGFJXLDS"	"NZLGBJUTHAQOSMEWDKICFXYRPV"	1	"endogenous"	10	12	FALSE	"CL"
"main"	59	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"A "	"L "	0	1	0	3	"DYSHTEPWLJAXCGFBINRQOMVZKU"	"ONJZBICHLSTAFEKPQYUMGWXDRV"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	11	FALSE	"CL"
"main"	60	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"L "	"D "	0	2	0	3	"WOKVCHRNZQESIFMPYUDXBTJALG"	"VCDJUINFABGMHRXTWOYELSZKQP"	"JOIMYADRVLXCSKZUPQGFWBNTEH"	"BIOJAQLXMEFYZVTKGSDWHCPNUR"	"BYMNJCXUPOGZKQFEVDSTLHRWAI"	"LUZSXIFOMYDHERBAGVJNWQKCTP"	1	"endogenous"	6	9	FALSE	"CL"
"main"	61	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"G "	"H "	0	0	0	-3	"SCRGDMHFYTZJPOEAIVUXNBKQLW"	"HQGJBZFCSADMWOEKTVIXPNYURL"	"-99"	"-99"	"-99"	"-99"	1	"endogenous"	6	3	FALSE	"CL"
"main"	62	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"L "	"B "	0	1	0	1	"JBIZGDESMXPWTAOUHNQYLKRVCF"	"JKMPNUHBLFGVRSXOITEQDZAWYC"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	8	FALSE	"CL"
"main"	63	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"N "	"R "	0	1	0	3	"NEZDMLSCRQPVUBGWOIFXTYKAHJ"	"VOEHBWIZURCGNFYPLKTJAQDXMS"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	9	12	FALSE	"CL"
"main"	64	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"B "	"R "	0	0	0	1	"COIGUSWLNRBHFYEJPKDQXZVATM"	"XHJVZGUPKACTDNYESBQMRFWOLI"	"JHZLOIBXQVFMEDKTUNWRYGASPC"	"ZAKVFYNOLESUTHBWMCXPGDIRQJ"	"SAXJQUNIZKOVBWETLFPRCHGDMY"	"GHKTUSBMJXNDYFAEIOLWQRVCZP"	1	"endogenous"	9	10	TRUE	"CL"
"main"	65	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"R "	"L "	0	0	0	2	"WDBTFOXNLHRQMJUYCESPGAIZVK"	"HDEFIKVZWOMSUCYBTAXLJRNQPG"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	10	FALSE	"CL"
"main"	66	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"W "	"J "	0	0	0	3	"QPHXAOJNFWTZGUIMVDKBRSCLYE"	"KLEVTAGYSHPJQBCXUFZOINRMDW"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	9	FALSE	"CL"
"main"	67	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"W "	"R "	0	1	0	3	"UYSLZAKRJEDXCPTWFVMBQOIHGN"	"YOSLAHNXURDTWVMKBQGFZCIPEJ"	"ZTQARUFNMPKCVHXBIOWJGYEDSL"	"KAVWFULXODZJYHTGBECNRMIQPS"	"POGAFWRSDTIYEUHCQXBLKJMZVN"	"JNIGEUQCKLPVYOHSWRDMAZBXFT"	1	"endogenous"	9	12	TRUE	"CL"
"main"	68	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"G "	"H "	0	1	0	3	"SIGPKWHQNMZLUJDXRVEOYFATBC"	"WCTMSBEHKYGLRJQDPNOFIXZVAU"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	10	FALSE	"CL"
"main"	69	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"B "	"O "	0	0	0	2	"HQWTAEOYBCRJDVKLNIXGUZSFMP"	"SHGDJRLVBTFKWAEUZPMNOXIQCY"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	8	FALSE	"CL"
"main"	70	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"E "	"H "	0	3	0	8	"WNOLFGBEUQRXKSCAIJYHMPZDVT"	"UQPIRZDCWMBXFOTELNGVJHYSAK"	"NFEAZXWRJUHPYMCIQVOTLBKGDS"	"DONUAXBVHKFIZSCGEPRQLWJYMT"	"JTVBFRDLPNQOIXAGKCHYMSZWUE"	"XSGDARTZIFLPOUBNKCHVYQMJWE"	1	"endogenous"	8	16	FALSE	"CL"
"main"	71	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"G "	"P "	0	1	0	3	"BSJKNOXTWVHIRMCYUZEFQLPAGD"	"QFTKEZPVHGJNMWULISBAYCORXD"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	6	9	TRUE	"CL"
"main"	72	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"Y "	"J "	0	4	0	3	"NWCKPBXVFJIRTEMUDOQHAZGYLS"	"PQNWGAZEJRXHOYSUIVBMLTFCKD"	"ACJUBTHPORYGZDENXSQMIWLFKV"	"HPFVRNCXJGIDMZYQEAOLTWBKSU"	"UXNHVAEJBTYKMCIGLSORQWFZDP"	"XVTEOAYWUZHFNCJIPLRDBGMSKQ"	1	"endogenous"	7	10	FALSE	"CL"
"main"	73	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"A "	"D "	0	0	0	-3	"HBCSKAIUDENFZMQVWYXGJORPLT"	"IXQCUROTSHWZNGFYEKMVADPJBL"	"CIXLTGYFVNOUHDQBZWPERAMJSK"	"GTUKQXDVHENPAIOZRFJLSWYBMC"	"MIFJZXSBKTOVCREYDPANWHLGUQ"	"EAMPBNLDRSVGUCOTHIYQJZWKXF"	1	"endogenous"	8	5	FALSE	"CL"
"main"	74	"CLEndN6 "	" oneCued "	0	" left "	2	6	0	"B "	"V "	0	0	0	3	"SDTMGXEYNVCHBUFJQRWIOZALKP"	"FOILVPUTRSGJXQMEHZWBDCANYK"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	9	12	TRUE	"CL"
"main"	75	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"J "	"D "	0	0	0	9	"WQKFVIHDTMYOXBSZJRUEANLCGP"	"ZLBYWAUCEKNTXGIPHMFOQJDVRS"	"GPVCSKWMNXZRTOBQAYUFLJIDEH"	"VARDQLPEJMOUKBZWXGSYFHTINC"	"QNMPJFSOTZCGWEAYKHBXIULVRD"	"MHPVZBOSRJIAEGFXLTQCYNDKUW"	0	"endogenous"	7	16	TRUE	"CL"
"main"	76	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"X "	"K "	0	5	0	4	"ESRJNQMXHZCOGYKTALIWUDFPBV"	"XEZSNRFMQHLWYVKPCTJOBIUDGA"	"UZVWSCLEDHNXKBPOYGQIRTMFJA"	"WCKJOLMTQFDRZIHVEASYPUGNBX"	"GWFMDOALJQZSKRYVCHXENUBTPI"	"CMSFUPQBAZKHLJXRYGTWIEDNVO"	0	"endogenous"	10	14	FALSE	"CL"
"main"	77	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"P "	"R "	0	0	0	-1	"EHWKCXAPRIFOYLNUDVJZSMGBTQ"	"SCKBUMQWLTAHXDORPNVJFYEZGI"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	7	FALSE	"CL"
"main"	78	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"W "	"N "	0	0	0	1	"ASEDICYNWJKTOPUGLVHXZMFQBR"	"FDXQKECGJWOMYNZBLATRPVHSIU"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	8	FALSE	"CL"
"main"	79	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"R "	"Z "	0	5	0	4	"QDKGOJFSEUPCINYWAXMHLTRVBZ"	"XKDOFGPTUEWBYSIZAMVCHQNJRL"	"ZDTRWXEAIJLFPGKBOHYSVUNMCQ"	"YHRGTANUBOKPQIMSZJEVWFLDCX"	"UBPLKXDRCHMOIZGQSNJYFVTAEW"	"OYUKTEZCVJRLGWSHMANDFPXBIQ"	1	"endogenous"	6	10	FALSE	"CL"
"main"	80	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"V "	"P "	0	3	0	4	"ZAPGDJFYHMBNISVEOKWLRUTCQX"	"FVNXQJPGISEWUOKDACRYMBZHTL"	"AWVXLFOKHMQSPJCGBNUIZTERYD"	"GCBXZIAPTKUVJHWSOYMRFLNEQD"	"TMHJPZVWGQOCANRUSEBDXYLKIF"	"ZWJDAQNPUFHYEKSTVOGRLXICMB"	0	"endogenous"	7	11	FALSE	"CL"
"main"	81	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"G "	"D "	0	1	0	2	"FMQTKUDIWCSJEAZHBNROVYPGXL"	"YAIRTWVDMGUEKJOFPHLQZCNSXB"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	7	9	FALSE	"CL"
"main"	82	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"M "	"K "	0	4	0	4	"RESQTMCZVAKYBGNFILDUOWPJXH"	"RGOLTBXMCVSZHJPEAYIFQKWDUN"	"MUAXPWYHCDGSVTFNLIRBKJZEOQ"	"XIYCMHNSKWFUEDJQBTLGROAPZV"	"JZCYFIKEGLMTARBVQXDPOUSNHW"	"HRATKMEPLYWGDXOZJVIQNCFUSB"	1	"endogenous"	6	10	FALSE	"CL"
"main"	83	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"L "	"E "	0	0	0	-7	"WLNTFRIZEDYVMBPCAOKXSJHUGQ"	"XCBRIEJPLYGTHUQAFNSDZKWVMO"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	1	FALSE	"CL"
"main"	84	"CLEndN6 "	" oneCued "	0	" left "	2	6	120	"A "	"U "	0	0	0	4	"LRXMNFKIBVUWEQASZCPOYHDTJG"	"QNGRAUOHTFBPJYLXZKCDSEIWMV"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	14	FALSE	"CL"
"main"	85	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"C "	"V "	0	4	0	2	"EBCVFATPZUMYRSQWOKLNIJXGDH"	"BSGDTVZLFWUKEHRIYCNPOMXQJA"	"NXJYEQRKMFITPVUWAOZBGHLDCS"	"PJIHRVGWFBOYSLQXAMTZCEDNKU"	"YAWUKNMRHOVJCZXPFSDQGTIELB"	"IXKVQTFGEJMPWNASYCULBDRZOH"	0	"endogenous"	10	12	FALSE	"CL"
"main"	86	"CLEndN6 "	" oneCued "	0	" left "	6	6	60	"A "	"Y "	0	1	0	3	"BNDYVHPWLQRSFOTJXZAMCKEGUI"	"KCHGVJZYONAQSXDEUIPLFTRWMB"	"VUJGHLZCTAQSYBNEIKMXFOPDRW"	"TWYJQDFOVMHIASZGCENLXBURKP"	"BJHEXZQPWNKIMALOFDURTGSVCY"	"UTLPYGERZQOWSDHJANXIMKCVBF"	0	"endogenous"	7	10	FALSE	"CL"
"main"	87	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"E "	"Q "	0	0	0	2	"XLFGIONYPJQTEVMDRUAKBWHZSC"	"JEIOZYPGNWKSMALQFBCDTURXHV"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	10	12	FALSE	"CL"
"main"	88	"CLEndN6 "	" oneCued "	0	" left "	2	6	60	"P "	"M "	0	1	0	3	"IEMUPXZOCJLNYRQAGBKFVSWTHD"	"OUFCGZQKMVYPRXJAHSWDNIEBLT"	"-99"	"-99"	"-99"	"-99"	0	"endogenous"	8	11	FALSE	"CL"
"main"	89	"CLEndN6 "	" oneCued "	0	" left "	6	6	0	"G "	"B "	0	0	0	4	"CPQVUREDXWBOMHGAJKITNYSFLZ"	"PYJREZKOBSNVIAFGCHUMTQLDXW"	"RYVMBLFUKPDQZAWGJOHCETISXN"	"KUYFVRBGLWPQAJXZHOTSDEINMC"	"DSKTJLXNACEMVGYBPIQOFRHWZU"	"IGDHZPYVQOSKTXURJNCLAFBEWM"	0	"endogenous"	10	14	TRUE	"CL"
"main"	90	"CLEndN6 "	" oneCued "	0	" left "	6	6	120	"L "	"H "	0	5	0	16	"OKBFTMSJNIVAGZCYWHPQXRLUED"	"UTNVLDRYWEHZGXPJAOFISMCKQB"	"GFXOQRPAESMCLZNVBJWDKYUIHT"	"RVNYSFUBTOXQGCAHKWZLJDEMPI"	"FGCKYQJORIZHATSBLUPWENVXDM"	"OJCKRSENZHVTGUFDBAWIMXQYPL"	1	"endogenous"	9	25	FALSE	"CL"
