"ID","trial","condition","stream","SPE","targetSP","response","stimuli"
"PG",47,12,1,0,8,"U","ORPFKQYUSLCAIBJEZDWMGHTX"
"PG",48,12,1,14,10,"U","KMLAHJTDGBOEFSYIRZCWXQPU"
"PG",49,12,1,0,12,"E","KYPFWDUCQXBEGMTLHSZIROAJ"
"PG",50,12,1,-13,18,"U","WFDSUOZXALTIKPECGBMQJRHY"
"PG",26,12,2,0,15,"G","BUQDCFOSYJKRWAGZHXTEMPIL"
"PG",27,12,2,1,12,"P","FCAXZHWQTOMUPYIGSEDBLRJK"
"PG",28,12,2,-1,18,"Z","PAFHJBGQUOKXTLDEZRYMWISC"
"PG",29,12,2,1,13,"Q","SYOCTGIPWMJXLQHBKEAFDZUR"
"PG",30,12,2,1,17,"U","COSFEJIGKWBQYPLATUHDXMRZ"
"PG",31,12,2,10,9,"P","IFUJDBRYACZOXKQSHLPWTEGM"
"PG",32,12,2,0,11,"Z","QOARMLUPBXZSEHFWTIKYJCGD"
"PG",33,12,2,-1,16,"J","RBDCEYTUZOFWQLJGHXKPISAM"
"PG",34,12,2,0,16,"R","KQZWYGMPAUXFCSJREOBLHIDT"
"PG",35,12,2,0,9,"X","TMGYEIZKXCASRUDWJLBOHFPQ"
"PG",36,12,2,0,14,"G","ESPHTJDRXBCLFGKZQUAWYIMO"
"PG",37,12,2,-8,13,"M","ELFCMJUIDWRZATBXYPKQHOGS"
"PG",38,12,2,0,16,"P","OMAXGZLWSKYQEFHPDCBIUJRT"
"PG",39,12,2,1,12,"G","JXDHWLPIEYSTGFCQOMBZRAUK"
"PG",40,12,2,-12,16,"T","CJLTUYQADIKMSBEPFOZXWHGR"
"PG",41,12,2,1,8,"P","IGUYHOBQPDCTAMWRZEKLSJFX"
"PG",42,12,2,12,7,"P","ITHBMADJQYFWCOSUGRPKLZXE"
"PG",43,12,2,1,8,"U","IOESHXDGUJWZBQRPMCKFTYLA"
"PG",44,12,2,14,7,"U","TJAPKGFOLESQMZHXDRWBUCIY"
"PG",45,12,2,1,15,"W","YMSXTFUODJKEPRHWLGIQACZB"
"PG",46,12,2,0,7,"Z","BFLXDOZHGUAIMWQKJCSPERTY"
"PG",47,12,2,0,8,"S","PEZRGUISYCFXOWQDHKTLABJM"
"PG",48,12,2,1,10,"S","PEWJHOFZLBSIKADMTCXRYQGU"
"PG",49,12,2,1,12,"B","FMQATIKRJSCOBZDEWHXYULGP"
"PG",50,12,2,-3,18,"B","CADHYWSEZIFOQGBPMJTXUKLR"
"PG",51,12,1,0,7,"A","DBGWFXAREOKUCJQMHTZLPSIY"
"PG",52,12,1,-14,15,"D","DUFSWAXYCMGZJPEQRTHLIBOK"
"PG",53,12,1,-10,12,"O","BOLQGPMTZYAUCHESWFIXDJRK"
"PG",54,12,1,9,11,"D","JYCXLEURGKOPISFTWZADHMQB"
"PG",55,12,1,0,8,"E","CIKZBXUETFPQAJORWYGMHDLS"
"PG",56,12,1,1,12,"E","UMTZIPQRXGCKEJFALHWYBSOD"
"PG",57,12,1,1,17,"S","RELHOKMPIFQXADTGCSYUJWBZ"
"PG",58,12,1,-2,17,"L","GDQCBSWUHZXAOJLTKIPFERYM"
"PG",59,12,1,-6,13,"W","DXQOZKWAEYPRMJUHLBSFGCIT"
"PG",60,12,1,0,17,"X","FMEILOSAGQKRPTCZXYHJWDUB"
"PG",61,12,1,-1,16,"W","EHGXFIZBQPKTYAWLSMDRJUOC"
"PG",62,12,1,1,10,"D","KMWTUPQXCFDBOHRLJSGZEIYA"
"PG",63,12,1,-1,16,"S","IYRDTECFOMQHXASGWJKPUZLB"
"PG",64,12,1,10,8,"E","CIOKZUPWSQBAFGDLYEHJMRXT"
"PG",65,12,1,1,9,"A","KJIYFUBGTAODWPMQSELRZXHC"
"PG",66,12,1,-8,10,"S","XSKDOBCTHPGZQYAMRWIEUFLJ"
"PG",67,12,1,0,8,"E","IHMZKWCEYUFSTGPDAOQLJBXR"
"PG",68,12,1,1,13,"C","EJXPRATDMKLHFCWUYZBIQOGS"
"PG",69,12,1,-2,17,"L","DIHQJWEFASMRUZLTPGOBKYXC"
"PG",70,12,1,-1,11,"U","OEJCZFYKPURTAXBMIGSLDHWQ"
"PG",71,12,1,1,13,"X","BKSFHYMATUOPQXLZGCEDJIWR"
"PG",72,12,1,7,8,"U","HKYSOBCDITELGWUJFRMPQZAX"
"PG",73,12,1,-2,17,"L","REXPOSBMIDFKQYLJHCAWTGZU"
"PG",74,12,1,-3,17,"U","DMOXZKJAFBSRHUIEWQYTCLGP"
"PG",75,12,1,-1,15,"U","OALHPZIDJSKWEUYRFBMXGTCQ"
"PG",51,12,2,4,7,"W","OBXDCZGMQRWJIKPUATHYSEFL"
"PG",52,12,2,-1,15,"P","UZGHRFSYWCBALPDTEMJKOXIQ"
"PG",53,12,2,1,12,"Q","AMCTWKXOIPRZQUFYHGJSLEBD"
"PG",54,12,2,-7,11,"U","IPOUYDBQXSFHCAMGLWEJKTRZ"
"PG",55,12,2,9,8,"U","FEXPGLOQIYSDCZHRUJBTMKWA"
"PG",56,12,2,1,12,"X","MJDEFHIOKZCYXRGWLSUABQPT"
"PG",57,12,2,1,17,"H","FKJRYOGZWTUMQLACEHPIXDBS"
"PG",58,12,2,0,17,"W","TUPMBLJFZQCYKAEXWRGSIDOH"
"PG",59,12,2,0,13,"C","EORQUDXBFZKJCYSHLTPWMGIA"
"PG",60,12,2,0,17,"C","XPBJYFRMZLHIQUSGCATEOWKD"
"PG",61,12,2,0,16,"A","HQZGYWEDICLSKUJAPFOXMTBR"
"PG",62,12,2,1,10,"X","FYWPIHGBUEXSMZJTQROADLCK"
"PG",63,12,2,1,16,"Q","IZPYODFHLRJKSWTUQGBECMXA"
"PG",64,12,2,0,8,"S","LTZQBIOSEJARPDKWXGMHUYCF"
"PG",65,12,2,-1,9,"T","QSLXODWTUMFBEICHYZAGPRKJ"
"PG",66,12,2,-1,10,"D","CLHKGFYJDOAPRXTMQEUIBWSZ"
"PG",67,12,2,0,8,"P","CEZGIBXPAQSYHWUDRFJMKTLO"
"PG",68,12,2,-1,13,"E","BRPKXUMLJICESATHGOQYWZFD"
"PG",69,12,2,-3,17,"T","RXGFYZIQPOSKATLCJDMHUBWE"
"PG",70,12,2,-10,11,"M","MECJAOPDIWZKYUXSBFGQTRLH"
"PG",71,12,2,1,13,"P","HAOCLWFKDMIZTPXYGQEBJRSU"
"PG",72,12,2,0,8,"P","LOXGABJPDKYURQTCZWHMFISE"
"PG",73,12,2,1,17,"W","KUDTMOQPYXHLFBEIRWGAZJSC"
"PG",74,12,2,-14,17,"W","MSWDULAQEIRYZJXOHPCKGTBF"
"PG",75,12,2,0,15,"W","XHRIOKZYQLSBAGWFUDEMTJCP"
"PG",76,12,1,1,18,"C","UWISDBRQHFJYEKGLAPCMZXOT"
"PG",77,12,1,-8,16,"L","FOQDRSWLIBUTEPMCYJHAGKXZ"
"PG",78,12,1,0,12,"A","FSYWRJPCQHEAKZTUGOBMXLID"
"PG",79,12,1,0,13,"D","YIWCBHASPFLXDUZRTQJOEGMK"
"PG",80,12,1,-3,7,"S","ELMSHXGIQUKAYCROBZWTDPJF"
"PG",81,12,1,1,7,"P","ZBQXYUFPMCJLEAGDWSIRHKOT"
"PG",82,12,1,10,12,"U","XZSTQIALDRBHJEKYPWFCOUGM"
"PG",83,12,1,-3,16,"L","FAGMSHPWJOUQLTZEIKYBCDXR"
"PG",84,12,1,0,9,"R","ILCQTDYFRJOWASXHPMGZKBEU"
"PG",85,12,1,1,15,"C","JBTDLQSAEHIKZFWCORPMXYGU"
"PG",86,12,1,1,10,"W","FJGEZMTBQHWYOLIPUKRADCXS"
"PG",87,12,1,6,15,"U","ISCGYRBZTEFHQDLWJMOAUPXK"
"PG",88,12,1,-1,12,"C","PJTYGWAMUFCOHLKZQDXIBESR"
"PG",89,12,1,1,18,"E","SPYMJXCZKTLDGWRBUIEHQAOF"
"PG",90,12,1,0,8,"Q","EJAIZDRQHMYBTWKSPUCLFXGO"
"PG",91,12,1,-9,17,"W","UDLHIXPWGOSJZTRKMYCAFEBQ"
"PG",92,12,1,-1,13,"A","PZCKTEJDOFQAHIBGSYXRLWMU"
"PG",93,12,1,1,14,"A","QKEGOHJXBFPSRWAMUITYDLZC"
"PG",94,12,1,-2,10,"F","QIJKCSAFOGHXYZBPWLMTUDRE"
"PG",95,12,1,0,9,"C","PYZJXRMSCLOAKQFIHGTBUWDE"
"PG",96,12,1,1,10,"R","IKEWPZHLXDRGAOMQYTBCJFUS"
"PG",97,12,1,0,17,"A","HJGIKRCMZPFQWETUAYBSXLDO"
"PG",98,12,1,-1,9,"L","BSJRYIXLTDZPOGMAFUWKQCHE"
"PG",99,12,1,0,8,"P","ALTFOZJPQXCSMYKGDUBERHWI"
"PG",100,12,1,-1,18,"A","RUMSYZJKEIWDPCXFALBHGTQO"
"PG",76,12,2,1,18,"I","ALKWGMTQOUBFCYPDHSIEJRXZ"
"PG",77,12,2,8,16,"W","RHYJSZGOABECDFLMPIQXUKTW"
"PG",78,12,2,1,12,"Z","ILJKHRQOPCFGZBYAXSDUWMTE"
"PG",79,12,2,-2,13,"U","EQZXKCLDTGUIYAJSBOFRWMPH"
"PG",80,12,2,2,7,"Z","SMHPCEYTZKLBJFROIDWAXGUQ"
"PG",81,12,2,-1,7,"I","LEBQCIYXGKPJHOUWDAMZFSRT"
"PG",82,12,2,0,12,"G","XIPFJTRODKSGEBCQWZHAMLYU"
"PG",83,12,2,1,16,"E","KOJXFCSHGQMLDTWUEZRAIYBP"
"PG",84,12,2,0,9,"T","SHCEZRJWTYXKPQOGFUMBLADI"
"PG",85,12,2,-1,15,"T","JDSGHCRKBOZLATMFXPUEQYIW"
"PG",86,12,2,1,10,"U","HQZTYDJOCXUEWKSBFPGILARM"
"PG",87,12,2,8,15,"L","JFCXISYPEORHMUTWADQBZKLG"
"PG",88,12,2,0,12,"O","KSADEJYGMULOXBPWQHRCFZTI"
"PG",89,12,2,0,18,"W","MHJXUTDQAPRESCOIFWYBLZGK"
"PG",90,12,2,-2,8,"F","IYOLCFAETGQWHSXJPDMBKURZ"
"PG",91,12,2,1,17,"C","MPGSHUBKOLWXEZADRCFQIYJT"
"PG",92,12,2,1,13,"L","BYWJEHCZSQAXRLPIKTODUGFM"
"PG",93,12,2,0,14,"M","WLECYOHDFRSUAMXTPQJIGKZB"
"PG",94,12,2,0,10,"G","YUJFWBQRZGTSPHMLKECXIDOA"
"PG",95,12,2,0,9,"S","IRMXUFGPSTCJBAYQOLDEKWZH"
"PG",96,12,2,-7,10,"W","ULWGSEHZAYMFDCPOQXIBJTRK"
"PG",97,12,2,-1,17,"I","PSGFXLBQMJEWUDHIKOYRACTZ"
"PG",98,12,2,1,9,"C","JAGMWSEUHCQXZYOFPBKTDRLI"
"PG",99,12,2,1,8,"Q","PRCKDYOIQEZBLSXUWJGMTHAF"
"PG",100,12,2,0,18,"Y","FJRIXTAHUBOMWQCLDYGKPZSE"
"PG",1,24,1,3,11,"A","ZCDHUQSTEGJOLAPYWKBRXFIM"
"PG",2,24,1,-5,15,"U","YPZWXLRTIUHGSEKJBMFCAODQ"
"PG",3,24,1,-1,9,"A","TIRGCHUAYMKLZSJWXODBPFEQ"
"PG",4,24,1,-8,10,"U","YUEAXDTGQZOMFRPWKHLICJSB"
"PG",5,24,1,2,10,"A","XDFZLGHWIYCARTQSMEJKBPOU"
"PG",6,24,1,0,12,"A","EOZTXGYKHJIACMUSPWBLRFDQ"
"PG",7,24,1,-6,16,"U","BWRLAPHTQUSDMZXIEKJGCFYO"
"PG",8,24,1,-3,9,"E","DORGJELQYZHTBUCKSFPIXMWA"
"PG",9,24,1,9,11,"A","SQLEPYFRCKWGDHJUBOIATXZM"
"PG",10,24,1,-7,8,"U","UEJSBCYLQTROMWPXDGIFAKHZ"
"PG",11,24,1,-4,13,"U","DZSXGAWLUHBQYTJRMEFCIKPO"
"PG",12,24,1,-1,7,"E","XORCHEDPZJKAYGTWIFQLUSBM"
"PG",13,24,1,0,7,"A","OYHDFLAMGTKUBWSRJQIPZCEX"
"PG",14,24,1,-1,12,"A","KRUTSYLHEDAQMFXCGWOPJIZB"
"PG",15,24,1,2,7,"B","RZLPXWCFBIEJDAHGYQMKSUTO"
"PG",16,24,1,8,11,"E","UPKTZAQMIRDHBXSGOJEYFWLC"
"PG",17,24,1,-3,13,"E","OSHYQPAMTEGXFLIKDZWRBJUC"
"PG",18,24,1,-9,14,"A","QHTOAXECJWDIBFYKRGMZSPUL"
"PG",19,24,1,-6,18,"O","UTPBEFJLIHXOAKWRYGDSQCZM"
"PG",20,24,1,9,14,"U","CJLZAHERPBIKOGTQYXMDFSUW"
"PG",21,24,1,-4,15,"U","PMLJCAXRIQUZESKDWOBYGTFH"
"PG",22,24,1,-2,15,"L","YTBAGIDERWCSLXPUZKMHOFJQ"
"PG",23,24,1,0,14,"S","XUEBMDYJLWGZPSROFIHTKQAC"
"PG",24,24,1,1,9,"A","PCGIBEKOSAYUFWRZQJDTLHXM"
"PG",25,24,1,-11,17,"R","DAMJBRCITSUFLOWZGEYXQPKH"
"PG",1,24,2,2,11,"R","BWYHXEUSTFICRPLQKDJZMGAO"
"PG",2,24,2,1,15,"S","KORPLXAMEZQBFGHSIUYCJTWD"
"PG",3,24,2,2,9,"E","OJQBRPSIAWEZTXHGYCFDUMKL"
"PG",4,24,2,3,10,"S","AUQLIHCEOTMKSJXDFZYRWPBG"
"PG",5,24,2,11,10,"M","XDWQFLSPKGOICYJERATHMBZU"
"PG",6,24,2,-9,12,"J","HCJDLTBPSGMKUXRFZYWIQAEO"
"PG",7,24,2,0,16,"S","EFIWKJPXTARLDQOSCMHUBGZY"
"PG",8,24,2,-7,9,"B","LBORJIFDEPGXWKTZQMUSCAHY"
"PG",9,24,2,-1,11,"X","UEGYTBDOIXAQWSRHCMJKPFZL"
"PG",10,24,2,2,8,"R","IEAZJBWUGRHDSXQPLCTFYKMO"
"PG",11,24,2,11,13,"S","OUZCWKJFQPMYHADGIEBRTLXS"
"PG",12,24,2,2,7,"R","BLXMTHEPRZFODJUGAKIYQWSC"
"PG",13,24,2,1,7,"W","XMRBZQCWPOSEAGKUYFJLDHTI"
"PG",14,24,2,3,12,"J","UHSWDGIQKOTLARJYXBZPMEFC"
"PG",15,24,2,2,7,"S","IJROEYMWSLFDZUAPQTGCHBKX"
"PG",16,24,2,-1,11,"X","AWFBSMLYGXHKURQZOEPTJICD"
"PG",17,24,2,-2,13,"S","YJGDEQIFOCSLKAPZTMXUBRWH"
"PG",18,24,2,2,14,"J","SKPXHIZBRCOWEDTJFQAYUGML"
"PG",19,24,2,-3,18,"D","TSYXACRQHOKEGLDJFBWZPMIU"
"PG",20,24,2,-10,14,"G","MWIGBAUREXSFKODYCLJPZQHT"
"PG",21,24,2,3,15,"J","CXPTGQFBLOEAIKSYUJWDMHZR"
"PG",22,24,2,-1,15,"X","CRMFDUZTIJSHWXYKEGAQPBOL"
"PG",23,24,2,1,14,"K","GPMYJEWOCILFZRKQBHSADTXU"
"PG",24,24,2,1,9,"W","MCXBRUPOYWQKJZADGEHISLTF"
"PG",25,24,2,1,17,"Z","UEYTLXSAKCDMFGRPIZHWBOQJ"
"PG",26,24,1,3,8,"A","LQDZUMSGCIARXPOEFJTHWKBY"
"PG",27,24,1,4,9,"R","ZCITMGPOBQYXRJEAKFWHDLUS"
"PG",28,24,1,-3,10,"K","UYISAWKDQXTRGEJMOZBCPFLH"
"PG",29,24,1,-2,11,"R","SJCYLGIZRTPKQAEUMFXBDOHW"
"PG",30,24,1,-9,13,"U","IPBUMXDEYQZHFTKSGJWCORLA"
"PG",31,24,1,-6,18,"U","STPAMLCYOBDUKQRHZFWGJIEX"
"PG",32,24,1,-1,7,"E","TWJGXEZCFKBOHSPAILUDMYQR"
"PG",33,24,1,-1,11,"Z","KBSHJRIECZGFTLXQDMWUAOYP"
"PG",34,24,1,-1,13,"X","GJFBPUZHSEDXAWKCRILTYMQO"
"PG",35,24,1,4,18,"C","THODEQJWAPUZKMXGBIFLRCYS"
"PG",36,24,1,-14,18,"W","MACWPUJRITHXGDBZFQYSKLOE"
"PG",37,24,1,-4,13,"S","AHLRYWGTSZIKXDJEQCOMPUBF"
"PG",38,24,1,7,15,"U","EPLJGFASOBTKZYDHQWIRMUXC"
"PG",39,24,1,1,8,"A","KWPZQMCSARBUDJLYOGXIHFTE"
"PG",40,24,1,-14,16,"G","IGUQFOAJHLYKMZSPXTBDWCRE"
"PG",41,24,1,-3,17,"U","BHZYTQFGMREXCUPAKLSDJIOW"
"PG",42,24,1,2,9,"E","ALOHRYTQFKECUBJPIDZMWSXG"
"PG",43,24,1,-3,12,"U","IEJDBPFOUQSHYLMAXTRWCGKZ"
"PG",44,24,1,6,12,"U","YHGEPQDAXIKWMJFRTUBSLOZC"
"PG",45,24,1,2,14,"K","UDZQAOJBXWTFCRLKPHYIEMGS"
"PG",46,24,1,2,12,"W","DJBGPRQEFXYSHWUTIZKOCALM"
"PG",47,24,1,-3,7,"S","UYXSJRDQELMZIBPHCWOKAFTG"
"PG",48,24,1,-2,17,"U","RCTEIHAWJQMYDKUGSBPLZOFX"
"PG",49,24,1,0,15,"B","DGTQJWIFMARZHLBESYPCUXKO"
"PG",50,24,1,1,14,"Q","ZHMAOLPYGJRBDXQTWKEIUFCS"
"PG",26,24,2,2,8,"K","ICBUATQHOKFMSDJYXPZLGERW"
"PG",27,24,2,0,9,"B","CIFQOKJPBXMHDUZSRLYWEATG"
"PG",28,24,2,-7,10,"X","OQXPISHWKRFYLMUBGAZEDJTC"
"PG",29,24,2,13,11,"U","SIXBQZWHTORCMLDJYKFAPGEU"
"PG",30,24,2,2,13,"S","DZTROUFPKYEMGLSIWXQHBCJA"
"PG",31,24,2,2,18,"K","MTORPZJXLDFAUEWCHSYKBIGQ"
"PG",32,24,2,-3,7,"R","EDGRCXAZPHBQJKWIUOTLMYFS"
"PG",33,24,2,-7,11,"B","KCWBRLSPJMEUHXGTFIAYQOZD"
"PG",34,24,2,1,13,"D","KXTGJHMOQYZRCDIWASELPFUB"
"PG",35,24,2,1,18,"G","CFYWSMPTDJAEOQRKHXGBILUZ"
"PG",36,24,2,1,18,"G","LBACWRKUMXJQHFIYSTGEOZPD"
"PG",37,24,2,11,13,"K","BLSQGCWJIXEMPATFYUDORZHK"
"PG",38,24,2,-13,15,"K","HKSBJTLPYGDMROUIXAZCFEWQ"
"PG",39,24,2,2,8,"S","PQBERXCHZSATIYMWKGJULDOF"
"PG",40,24,2,-10,16,"S","QOGLRSBUZDCHPYIJFEAMXKTW"
"PG",41,24,2,-8,17,"K","TEFZIXSGKPBCMALDURYHQWJO"
"PG",42,24,2,1,9,"Z","MXHGTQKUDZOAEFBWLPYJRSCI"
"PG",43,24,2,9,12,"Q","UOHEDYJSXWAGFCTRBLKPQMIZ"
"PG",44,24,2,8,12,"M","USHJTGKZIACYDBWPELQMRXFO"
"PG",45,24,2,3,14,"D","XTBZLMFKOPCSAHGEDQIUYRJW"
"PG",46,24,2,3,12,"X","UETZAOHQWRPILDXCFJKMYGBS"
"PG",47,24,2,0,7,"P","OIARMFPJCYDWLZUBSHTQEXGK"
"PG",48,24,2,0,17,"K","DMWPZQIYUAEOXJGSKTFBRHCL"
"PG",49,24,2,-11,15,"S","OIXSWPUTDLJCFAGHEBQYMRKZ"
"PG",50,24,2,1,14,"S","OWYHDKBRCIETMQSLGXZUFJPA"
"PG",51,24,1,3,13,"S","ITKJYFZMGXUWPQHSODCEBLRA"
"PG",52,24,1,3,8,"A","JUSBHGKMCFAPXOYRLETDWZIQ"
"PG",53,24,1,2,9,"S","EICDBFRZGJSAXTUHKPWYQMOL"
"PG",54,24,1,17,7,"U","DKORZEQCYJHGLBXIMFTAWPSU"
"PG",55,24,1,-15,17,"U","QUJRCLWKAOIYHPMXBTGZSEDF"
"PG",56,24,1,-12,13,"U","UTKWGEBSOHCQMJIZDFPXLYAR"
"PG",57,24,1,2,10,"E","QRKSDUZMLFOECPYTXIHJGWBA"
"PG",58,24,1,3,7,"A","SDGFWIRCYAUOMEQHTBLPJKXZ"
"PG",59,24,1,3,11,"L","TOKMIAQFWXZDELHPCRSBGJUY"
"PG",60,24,1,0,11,"S","HORJPEBTKDSLZAQMGIYXCUWF"
"PG",61,24,1,2,8,"U","OMHKQRYPTUIBJCSWFLZDGEXA"
"PG",62,24,1,3,10,"J","RWYUELTHFXKPJGBAQOZCMDSI"
"PG",63,24,1,-3,11,"U","PQILWXMUHTECZBFKODAYGSJR"
"PG",64,24,1,13,8,"J","PDEGWUMQZXOFAYHTCKRIJSLB"
"PG",65,24,1,-3,7,"E","GUJEIYCFOZAKSRTHQXMPBWLD"
"PG",66,24,1,-6,16,"S","RKLOZQMYHSAECWBFPXGIUJDT"
"PG",67,24,1,-2,14,"L","TAWOPDQMUSFLYEHJCIGBKZRX"
"PG",68,24,1,0,17,"S","DRCEJXKPWYHZTQBOSLMUAIGF"
"PG",69,24,1,-4,9,"U","PLIOURGCHXMFSKZDTBWJQEAY"
"PG",70,24,1,2,15,"A","PBYHEGDJSXKUQIRTAFWZCMOL"
"PG",71,24,1,0,9,"A","CBIYTGLDAJPRHEOFMKQWZUSX"
"PG",72,24,1,7,10,"U","JMRTXQWKPZBEGCDOUAHYILSF"
"PG",73,24,1,0,11,"K","OLRXGMIWDBKQYZUFAESHJCPT"
"PG",74,24,1,-9,12,"E","ZUEATOSPRMBWYFHQKGDXLICJ"
"PG",75,24,1,1,16,"E","DLWUMZJSOXPBHIQKERFCAGTY"
"PG",51,24,2,-3,13,"X","ZWPQTSFKBXJUIYAOMGECHDRL"
"PG",52,24,2,15,8,"K","PTUEWZARIBCDYHGOFLJQMSKX"
"PG",53,24,2,-4,9,"J","EUPIJRGYFQKHXMBCOWDZASLT"
"PG",54,24,2,1,7,"L","MREOWPTLBJCAXQSHGIFYDZKU"
"PG",55,24,2,-6,17,"G","KARXCHJTFOGELMIBQYPSZUWD"
"PG",56,24,2,-5,13,"Z","XWRPBMFZLQCYGDAIOUSKTEJH"
"PG",57,24,2,2,10,"G","WKOTRSAIFCMGUXLHJYBEQPZD"
"PG",58,24,2,-1,7,"S","QYILZSUFCEDOPXWHGAKMJTRB"
"PG",59,24,2,-8,11,"W","ZXWQGIEOYCAFBTDHMRSPKLJU"
"PG",60,24,2,8,11,"Z","LXQBGUPRMODAFEISJYZTCKHW"
"PG",61,24,2,1,8,"R","SLFXCJTBRQAWDOYKEPZUGIHM"
"PG",62,24,2,2,10,"S","MDXAUGRCJBHSKIWOFZYLPTEQ"
"PG",63,24,2,7,11,"J","IDHYOWEGMLRBQZFTKJACXSPU"
"PG",64,24,2,1,8,"X","MDSIKWQEXFPAZYBTLUOGHCRJ"
"PG",65,24,2,10,7,"U","MGZPDFXAQJIRWYKTUEOHLSCB"
"PG",66,24,2,0,16,"K","EPDMBXQHJRYFLSIKAZWGUCTO"
"PG",67,24,2,-4,14,"W","GJBPIQYLKWHCZAMDFTXSEOUR"
"PG",68,24,2,-2,17,"J","FSDLCMKXEWRTOHJBQIAZPYGU"
"PG",69,24,2,2,9,"K","IWZCRBQXGPKJFUMSTOYAHLED"
"PG",70,24,2,1,15,"B","LIRZSYXTUQCWKJGBHAMDOEPF"
"PG",71,24,2,0,9,"W","BFSKERMQWGTCIOXAYHZULDPJ"
"PG",72,24,2,-7,10,"B","OYBJZQEPMCRLHWKXSTIDGAUF"
"PG",73,24,2,-3,11,"Z","IOXAPRTZJSYKBLEQMGFWCHUD"
"PG",74,24,2,10,12,"M","JIERSBKGQHYZFUOPDLTCXMAW"
"PG",75,24,2,0,16,"K","SEXZMHGWUQBJYDOKRTICLAFP"
"PG",76,24,1,4,9,"Q","OZTSHKLRCBJYQAMXGWIEPUDF"
"PG",77,24,1,-1,17,"L","WRJTSZXPFQGOBDYLCHEKMIAU"
"PG",78,24,1,1,12,"U","GTHPLRCEQYJFUSOAXZKIBWDM"
"PG",79,24,1,12,11,"L","MUKCOAHBXQZGEYPDFWRISJLT"
"PG",80,24,1,15,9,"R","AZMEHSTXIDFPOGCBKWUYLQJR"
"PG",81,24,1,-11,14,"A","XMASIQKTZCJRBOPHUFLDGEYW"
"PG",82,24,1,2,11,"S","POTMXQDZHRAESLFYJIUCGKBW"
"PG",83,24,1,5,17,"U","EGJCBALPWXSDZFQMHYOKIUTR"
"PG",84,24,1,1,18,"X","ATHCUZEPLWOFJGRBSYXKDIQM"
"PG",85,24,1,-13,14,"L","LSIMAUFBWGXOJZEKHRPYQCDT"
"PG",86,24,1,12,10,"U","PXAKTLFYGQJDCMEWRSZHOUIB"
"PG",87,24,1,6,18,"U","DBTRSAYICJGHLMXWOKQEPFZU"
"PG",88,24,1,12,8,"L","PBGJTOIQSEWMRAUYDZHLXCFK"
"PG",89,24,1,2,8,"B","QXYERZKSPBTCGHDMILOWJAFU"
"PG",90,24,1,-8,13,"L","ERMFLGSKAUXHTOYJWIBPCZQD"
"PG",91,24,1,-4,13,"L","COQTYHERLWPBAXFIKMZSDGJU"
"PG",92,24,1,1,13,"M","TDLGWEZBOFIXKMAPRYCJQSUH"
"PG",93,24,1,3,9,"S","MJKHEXUPFAZSQOBYTCDWGILR"
"PG",94,24,1,-1,15,"B","FYITWSQCDOZHXBALRJPKUGME"
"PG",95,24,1,-5,10,"U","LTIWUKSEHQOMDABYCPXGRJFZ"
"PG",96,24,1,2,13,"S","YGLBZORWJDIQFUSMTAHKCXEP"
"PG",97,24,1,7,15,"L","YTHIQKWUFPMXEJAOSBZDCLGR"
"PG",98,24,1,1,9,"E","WDFGSHBTKEZUMPOLARQJXIYC"
"PG",99,24,1,-4,12,"L","UZEOMACLGYIXHQDPWBKSRJTF"
"PG",100,24,1,-7,15,"L","BFAKRUQLMHYTEZOGXPWCSIJD"
"PG",76,24,2,3,9,"S","YZFLTARQOGHSUWKMXEBJCPDI"
"PG",77,24,2,1,17,"G","IPTOSHBLWDYZMUQXKGECRFAJ"
"PG",78,24,2,-10,12,"L","DLKQMJRCGSFUZOXWTPAYIBHE"
"PG",79,24,2,-10,11,"D","DQPYTEJKZRSWOLCUMABHIXFG"
"PG",80,24,2,2,9,"M","YQSLXITBFDMOPUGWZJAREKCH"
"PG",81,24,2,0,14,"C","FIPKSWRDLUHJBCOMAXETYQZG"
"PG",82,24,2,2,11,"Z","HSTXDYFGPBUJZMQEWLCOIAKR"
"PG",83,24,2,-1,17,"Z","UTLHBDMSREXOACWZPIKJQGYF"
"PG",84,24,2,-9,18,"O","ACLFTJKDOZBRHMWSPUIGQEYX"
"PG",85,24,2,0,14,"K","PHJSFAYBIMDERKGTLZOWQXUC"
"PG",86,24,2,-3,10,"J","DBCPULJTIXGHZWMSQFAKYROE"
"PG",87,24,2,5,18,"M","EFZSIJLHGQYDTBWRPOAXKUMC"
"PG",88,24,2,2,8,"Q","TAECKUYPDQZIRLGWHOMJXBFS"
"PG",89,24,2,3,8,"L","OMEARTQPICLGDJFHZYWXBUKS"
"PG",90,24,2,-5,13,"U","IMGCYBAUQRPKZFTOWSDEXLHJ"
"PG",91,24,2,2,13,"M","YGLZHXKQCJDIOTMBWPUFRSEA"
"PG",92,24,2,-3,13,"O","DWEJKIXHUOTAMQLYCBGZSPRF"
"PG",93,24,2,-2,9,"S","ACORGPSMJZIEXLHQYWUBFTKD"
"PG",94,24,2,-11,15,"M","ECFMUPLXHDBQTWRGJASYKZIO"
"PG",95,24,2,2,10,"B","UZAETSGIMKPBRQCDHJLYXOFW"
"PG",96,24,2,2,13,"K","PTXQYEBFSACZHLKDMUOIRGJW"
"PG",97,24,2,3,15,"K","BCPJQLOWARHGTEYFSKUXDIZM"
