"xDomain","p","participant","condition"
4,0.5254,"18PG8",2
-4,0.5328,"18RC3",2
-3,0.5356,"18RC3",2
-2,0.0214,"18RC3",2
-1,0.001,"18RC3",2
0,0,"18RC3",2
1,0,"18RC3",2
2,0.309,"18RC3",2
3,0.7792,"18RC3",2
4,1,"18RC3",2
-4,0.2448,"18RN",2
-3,0.9684,"18RN",2
-2,0.0134,"18RN",2
-1,0.0458,"18RN",2
0,0.2264,"18RN",2
1,0,"18RN",2
2,0,"18RN",2
3,0.2506,"18RN",2
4,0.8564,"18RN",2
-4,0.4538,"18TM5",2
-3,1,"18TM5",2
-2,0.0372,"18TM5",2
-1,0.7226,"18TM5",2
0,0,"18TM5",2
1,0,"18TM5",2
2,0,"18TM5",2
3,0.2286,"18TM5",2
4,0.9142,"18TM5",2
-4,0.3882,"18TR1",2
-3,0.2168,"18TR1",2
-2,2e-04,"18TR1",2
-1,0,"18TR1",2
0,0,"18TR1",2
1,0,"18TR1",2
2,0.223,"18TR1",2
3,0.9208,"18TR1",2
4,0.9834,"18TR1",2
-4,0.6624,"18WN",2
-3,0.0734,"18WN",2
-2,0.0668,"18WN",2
-1,0,"18WN",2
0,0,"18WN",2
1,0,"18WN",2
2,1,"18WN",2
3,0.6576,"18WN",2
4,0.8962,"18WN",2
-4,0.9238,"18AH2",6
-3,0.1052,"18AH2",6
-2,0.2502,"18AH2",6
-1,2e-04,"18AH2",6
0,0,"18AH2",6
1,0,"18AH2",6
2,0.1084,"18AH2",6
3,0.9254,"18AH2",6
4,1,"18AH2",6
-4,0.5822,"18GL7",6
-3,0.8072,"18GL7",6
-2,0.9546,"18GL7",6
-1,0.8148,"18GL7",6
0,2e-04,"18GL7",6
1,0,"18GL7",6
2,0.0032,"18GL7",6
3,0.8088,"18GL7",6
4,1,"18GL7",6
-4,0.8384,"18HB9",6
-3,0.6206,"18HB9",6
-2,1,"18HB9",6
-1,0.385,"18HB9",6
0,0.0038,"18HB9",6
1,0,"18HB9",6
2,0,"18HB9",6
3,0.0984,"18HB9",6
4,0.3932,"18HB9",6
-4,0.9554,"18JC",6
-3,1,"18JC",6
-2,0.3618,"18JC",6
-1,0.5922,"18JC",6
0,4e-04,"18JC",6
1,0,"18JC",6
2,0,"18JC",6
3,0.5972,"18JC",6
4,0.5816,"18JC",6
-4,1,"18JG",6
-3,1,"18JG",6
-2,0.9664,"18JG",6
-1,1,"18JG",6
0,0.0024,"18JG",6
1,0,"18JG",6
2,0,"18JG",6
3,0.96,"18JG",6
4,0.6224,"18JG",6
-4,1,"18LS4",6
-3,0.793,"18LS4",6
-2,0.567,"18LS4",6
-1,0.9518,"18LS4",6
0,0.0014,"18LS4",6
1,0,"18LS4",6
2,0,"18LS4",6
3,0.9522,"18LS4",6
4,0.801,"18LS4",6
-4,1,"18PF6",6
-3,0.1584,"18PF6",6
-2,0.6398,"18PF6",6
-1,4e-04,"18PF6",6
0,0,"18PF6",6
1,0,"18PF6",6
2,0.6192,"18PF6",6
3,0.1604,"18PF6",6
4,0.886,"18PF6",6
-4,1,"18PG8",6
-3,0.7416,"18PG8",6
-2,0.4968,"18PG8",6
-1,0.0166,"18PG8",6
0,0,"18PG8",6
1,0,"18PG8",6
2,0.1282,"18PG8",6
3,0.7532,"18PG8",6
4,0.9322,"18PG8",6
-4,1,"18RC3",6
-3,0.9424,"18RC3",6
-2,0.7692,"18RC3",6
-1,0.1332,"18RC3",6
0,0,"18RC3",6
1,0,"18RC3",6
2,0.0602,"18RC3",6
3,0.2944,"18RC3",6
4,0.7608,"18RC3",6
-4,0.8392,"18RN",6
-3,0.8428,"18RN",6
-2,1,"18RN",6
-1,0.042,"18RN",6
0,0.095,"18RN",6
1,0,"18RN",6
2,0,"18RN",6
3,0.2188,"18RN",6
4,0.401,"18RN",6
-4,0.93,"18TM5",6
-3,1,"18TM5",6
-2,0.7392,"18TM5",6
-1,0.7338,"18TM5",6
0,0,"18TM5",6
1,0,"18TM5",6
2,0.0126,"18TM5",6
3,0.7348,"18TM5",6
4,1,"18TM5",6
-4,0.9718,"18TR1",6
-3,0.874,"18TR1",6
-2,0.8788,"18TR1",6
-1,0.14,"18TR1",6
0,0,"18TR1",6
1,0,"18TR1",6
2,0.4718,"18TR1",6
3,0.7054,"18TR1",6
4,0.969,"18TR1",6
-4,0.7282,"18WN",6
-3,0.4628,"18WN",6
-2,0.4664,"18WN",6
-1,0.7394,"18WN",6
0,0,"18WN",6
1,0,"18WN",6
2,0.004,"18WN",6
3,0.7272,"18WN",6
4,1,"18WN",6
-4,1,"18AH2",18
-3,1,"18AH2",18
-2,0.9254,"18AH2",18
-1,0.4584,"18AH2",18
0,0,"18AH2",18
1,0,"18AH2",18
2,0.0028,"18AH2",18
3,0.729,"18AH2",18
4,0.7274,"18AH2",18
-4,0.8164,"18GL7",18
-3,1,"18GL7",18
-2,0.9578,"18GL7",18
-1,0.9532,"18GL7",18
0,8e-04,"18GL7",18
1,0,"18GL7",18
2,0,"18GL7",18
3,0.5994,"18GL7",18
4,0.3588,"18GL7",18
-4,0.6534,"18HB9",18
-3,1,"18HB9",18
-2,0.9666,"18HB9",18
-1,1,"18HB9",18
0,0.0182,"18HB9",18
1,0,"18HB9",18
2,0,"18HB9",18
3,0.1178,"18HB9",18
4,0.9688,"18HB9",18
-4,0.8372,"18JC",18
-3,0.9578,"18JC",18
-2,0.9626,"18JC",18
-1,1,"18JC",18
0,0.004,"18JC",18
1,0,"18JC",18
2,0,"18JC",18
3,0.8302,"18JC",18
4,0.8332,"18JC",18
-4,0.9614,"18JG",18
-3,0.965,"18JG",18
-2,1,"18JG",18
-1,1,"18JG",18
0,0.6224,"18JG",18
1,0,"18JG",18
2,0,"18JG",18
3,0.2272,"18JG",18
4,1,"18JG",18
-4,0.9582,"18LS4",18
-3,0.5998,"18LS4",18
-2,1,"18LS4",18
-1,0.8228,"18LS4",18
0,0.03,"18LS4",18
1,0,"18LS4",18
2,0,"18LS4",18
3,0.3682,"18LS4",18
4,0.5926,"18LS4",18
-4,0.9354,"18PF6",18
-3,0.9308,"18PF6",18
-2,0.7384,"18PF6",18
-1,0.2668,"18PF6",18
0,0,"18PF6",18
1,0,"18PF6",18
2,0.1158,"18PF6",18
3,0.2784,"18PF6",18
4,0.9362,"18PF6",18
-4,0.9618,"18PG8",18
-3,0.956,"18PG8",18
-2,0.8312,"18PG8",18
-1,0.9566,"18PG8",18
0,0,"18PG8",18
1,0,"18PG8",18
2,0,"18PG8",18
3,0.218,"18PG8",18
4,0.9588,"18PG8",18
-4,1,"18RC3",18
-3,0.7744,"18RC3",18
-2,1,"18RC3",18
-1,1,"18RC3",18
0,0,"18RC3",18
1,0,"18RC3",18
2,2e-04,"18RC3",18
3,0.7702,"18RC3",18
4,1,"18RC3",18
-4,1,"18RN",18
-3,1,"18RN",18
-2,0.65,"18RN",18
-1,0.967,"18RN",18
0,0.8552,"18RN",18
1,0,"18RN",18
2,0,"18RN",18
3,0,"18RN",18
4,0.4232,"18RN",18
-4,1,"18TM5",18
-3,1,"18TM5",18
-2,0.7484,"18TM5",18
-1,1,"18TM5",18
0,0,"18TM5",18
1,0,"18TM5",18
2,4e-04,"18TM5",18
3,0.9342,"18TM5",18
4,1,"18TM5",18
-4,0.9964,"18TR1",18
-3,0.9924,"18TR1",18
-2,0.732,"18TR1",18
-1,0.558,"18TR1",18
0,0,"18TR1",18
1,0,"18TR1",18
2,8e-04,"18TR1",18
3,0.9928,"18TR1",18
4,0.964,"18TR1",18
-4,1,"18WN",18
-3,1,"18WN",18
-2,0.7006,"18WN",18
-1,1,"18WN",18
0,0,"18WN",18
1,0,"18WN",18
2,0,"18WN",18
3,0.0362,"18WN",18
4,0.9126,"18WN",18
