"X","model","latency","efficacy","precision","participant","efficacyEstimate","latencyEstimate","precisionEstimate","val","pLRTest","scale","shape","generativeModel"
522,"Normal",1.5,0.7,1.2,33,0.619500879291442,1.35948217442644,0.9585352968701,509.109040221383,6.02754414179006e-58,1.03325314237307,1.58198775229472,"Gamma"
523,"Gamma",2,0.7,1.2,33,0.709504535553084,3.03596273508228,0.703355607649629,483.588766193973,4.67481870376097e-67,NA,NA,"Normal"
524,"Normal",2,0.7,1.2,33,0.666044401406898,1.73246620614895,1.12199213376005,504.583053017319,8.58396319630739e-60,0.783336205533934,2.38860781790868,"Gamma"
525,"Gamma",1.5,0.9,1.2,33,0.882119398962004,2.22552850966051,0.74328939237891,387.370529501309,9.96804684045211e-108,NA,NA,"Normal"
526,"Normal",1.5,0.9,1.2,33,0.841024289981553,1.26580259827125,0.820748158158544,378.582903527742,9.24618000386166e-112,0.709092416338639,1.94330678715202,"Gamma"
527,"Gamma",2,0.9,1.2,33,0.901891717962651,2.33214110880753,0.858106951160402,398.414596587213,5.09515516604569e-103,NA,NA,"Normal"
528,"Normal",2,0.9,1.2,33,0.85993566773423,1.79146498917809,0.966491419197557,391.655125444955,2.62397481458144e-106,0.640609497105173,2.87870281060774,"Gamma"
529,"Gamma",1.5,0.7,0.84,34,0.704931425885653,2.66311254448516,0.586619555132328,465.596893403369,4.60260858022418e-75,NA,NA,"Normal"
530,"Normal",1.5,0.7,0.84,34,0.676528325890038,1.45061940827359,0.846103413959788,475.955322502218,7.63610948375115e-73,0.501058914989703,3.00938430032245,"Gamma"
531,"Gamma",2,0.7,0.84,34,0.743159076769285,2.9106130747868,0.679622894202238,463.664434741315,3.8574510131157e-76,NA,NA,"Normal"
532,"Normal",2,0.7,0.84,34,0.613893860469309,1.86981058287241,0.644175900154088,478.335725686207,4.89953710702693e-71,0.295354578555513,6.67843368332648,"Gamma"
533,"Gamma",1.5,0.9,0.84,34,0.895376907090528,3.15372306049271,0.457394998671029,337.496872204256,2.88978093861242e-129,NA,NA,"Normal"
534,"Normal",1.5,0.9,0.84,34,0.906126232819133,1.38013983935526,0.699734916585752,310.822502886586,3.09124320015882e-141,0.461321309914571,3.18449806513826,"Gamma"
535,"Gamma",2,0.9,0.84,34,0.947152604367591,5.92711889103699,0.372721242700868,315.259250150894,3.77790046881179e-139,NA,NA,"Normal"
536,"Normal",2,0.9,0.84,34,0.875641372595444,1.95334326585706,0.844842921481031,361.619059480015,5.2086858371074e-119,0.373591163079043,5.28055926845605,"Gamma"
537,"Gamma",1.5,0.7,1.2,34,0.591525471675122,1.87787293691595,0.959184125646841,538.050726634709,9.85053902283514e-46,NA,NA,"Normal"
538,"Normal",1.5,0.7,1.2,34,0.721352462409194,1.25763245557313,0.815052106534519,447.177368045886,1.10066929462344e-83,0.651122345161534,2.06506993700823,"Gamma"
539,"Gamma",2,0.7,1.2,34,0.7474645676511,2.16560400406805,0.949441197005894,481.333818426725,3.60355752251473e-68,NA,NA,"Normal"
540,"Normal",2,0.7,1.2,34,0.66276811226019,1.69637694780637,0.972551974418849,492.005758345496,6.23053195928472e-65,0.901899781435099,2.2503696106573,"Gamma"
541,"Gamma",1.5,0.9,1.2,34,0.836092240600215,1.75534504250095,0.988362099905198,434.486900961217,1.48094694934444e-88,NA,NA,"Normal"
542,"Normal",1.5,0.9,1.2,34,0.913446459806461,1.39429767046941,1.0224489042233,363.731146300789,1.56546039203559e-117,1.11330470376324,1.43546552311472,"Gamma"
543,"Gamma",2,0.9,1.2,34,0.911610072877361,2.96800515989757,0.74760833364509,390.436380175711,4.56814583699199e-106,NA,NA,"Normal"
544,"Normal",2,0.9,1.2,34,0.892801295121429,1.84243287126985,1.09444393821082,388.184408311029,2.43642046634322e-107,0.799224532745026,2.42302875600183,"Gamma"
545,"Gamma",1.5,0.7,0.84,35,0.695793271376787,2.37865512704757,0.679269188158872,476.370838971998,1.4650778569042e-70,NA,NA,"Normal"
546,"Normal",1.5,0.7,0.84,35,0.693508633939962,1.44875109816221,0.874135411800516,465.38306146132,1.00524039844572e-74,0.639152430807498,2.41148335107815,"Gamma"
547,"Gamma",2,0.7,0.84,35,0.654838786680107,7.1220208456613,0.294055891607222,475.044246098056,5.79818613716294e-73,NA,NA,"Normal"
548,"Normal",2,0.7,0.84,35,0.712944476134921,2.033901698378,0.768204117418571,442.696884557476,2.26084623068362e-84,0.313891819459743,6.62879743418656,"Gamma"
549,"Gamma",1.5,0.9,0.84,35,0.886929766517521,2.98691218880522,0.554030516050538,366.462697361903,3.36151486868217e-118,NA,NA,"Normal"
550,"Normal",1.5,0.9,0.84,35,0.924080956974806,1.43534836634344,0.697921862069643,298.697011365789,9.93330545308337e-146,0.415647223228636,3.54841206715266,"Gamma"
551,"Gamma",2,0.9,0.84,35,0.897365436387546,5.31704396544374,0.372839981059566,342.707842929787,1.83228332711431e-127,NA,NA,"Normal"
552,"Normal",2,0.9,0.84,35,0.855622374698744,1.93254878871358,0.84028189275506,373.042971476178,2.93185140189895e-114,0.391329694370158,5.04658322326567,"Gamma"
553,"Gamma",1.5,0.7,1.2,35,0.705940696164953,1.86689566786448,0.871018295607781,478.937740638451,3.10142656913257e-68,NA,NA,"Normal"
554,"Normal",1.5,0.7,1.2,35,0.6513137715955,1.37478800105224,0.967989797121818,495.630795089213,1.3222264991873e-62,0.967199171630515,1.63658068077523,"Gamma"
555,"Gamma",2,0.7,1.2,35,0.629897442596483,2.20286477698463,0.941831294994107,530.448933501964,4.22049528260052e-49,NA,NA,"Normal"
556,"Normal",2,0.7,1.2,35,0.661702145839951,1.83881105038057,0.986440398458975,497.816934009561,3.93317670555008e-64,0.688060800148166,2.91832465082808,"Gamma"
557,"Gamma",1.5,0.9,1.2,35,0.852595960688135,2.32234696980556,0.755026413009832,413.227218024261,1.26516649691373e-97,NA,NA,"Normal"
558,"Normal",1.5,0.9,1.2,35,0.856598876325188,1.57677053160246,1.10918450390701,413.314037682449,9.63258788972673e-98,1.13982260548824,1.57687583582562,"Gamma"
559,"Gamma",2,0.9,1.2,35,0.893352549111609,2.45575440296323,0.831211809851416,404.27704474658,1.46489453392431e-100,NA,NA,"Normal"
560,"Normal",2,0.9,1.2,35,0.860812704160864,1.94259934271448,1.15862088852159,415.988387362111,3.79441456367459e-96,1.00027424971484,2.14455781334064,"Gamma"
561,"Gamma",1.5,0.7,0.84,36,0.646669962399617,4.51936396413434,0.330469182391338,466.655520464537,1.02565915404375e-76,NA,NA,"Normal"
562,"Normal",1.5,0.7,0.84,36,0.759612609404255,1.42550539091134,0.728189219971188,411.634906293627,7.42373248461189e-98,0.439443007230067,3.35773275803616,"Gamma"
563,"Gamma",2,0.7,0.84,36,0.638899413537138,6.82042304556725,0.324658683666708,487.577885853082,1.01661782851625e-66,NA,NA,"Normal"
564,"Normal",2,0.7,0.84,36,0.729581468165398,1.92761234171703,0.797234018824134,439.404417152892,1.80465017552476e-86,0.367411374406365,5.41303071949477,"Gamma"
565,"Gamma",1.5,0.9,0.84,36,0.848875532682036,3.55019670519786,0.431000273861566,369.411811150399,8.26824191510293e-117,NA,NA,"Normal"
566,"Normal",1.5,0.9,0.84,36,0.866464508785936,1.44277418902667,0.858462600206307,366.447603415104,1.14946698181071e-116,0.541997637731994,2.79034367152857,"Gamma"
567,"Gamma",2,0.9,0.84,36,0.906791207093923,6.26731356440351,0.339077314892141,336.322300240046,1.69407636480825e-130,NA,NA,"Normal"
568,"Normal",2,0.9,0.84,36,0.920505186821158,1.97558942888205,0.791123172937877,322.265460899786,1.9529047498775e-136,0.340192450322833,5.87765843861278,"Gamma"
569,"Gamma",1.5,0.7,1.2,36,0.707523450005838,2.14808906227418,0.797144878201684,478.799178304084,9.35311968722707e-69,NA,NA,"Normal"
570,"Normal",1.5,0.7,1.2,36,0.782724495613606,1.35229292451281,1.08244461247998,446.398633994712,3.03966190820411e-83,0.923673416642959,1.64073209611433,"Gamma"
571,"Gamma",2,0.7,1.2,36,0.636722173198178,2.17280252154999,1.03072101698789,535.178331528282,1.26476887484165e-46,NA,NA,"Normal"
572,"Normal",2,0.7,1.2,36,0.664236851924,1.75328142209802,0.911025464916847,489.298783102493,1.74782163194083e-67,0.608094239331059,3.04091861058202,"Gamma"
573,"Gamma",1.5,0.9,1.2,36,0.817225177919227,1.79892451610646,0.945135158120412,439.259007716351,6.8444355475858e-86,NA,NA,"Normal"
574,"Normal",1.5,0.9,1.2,36,0.89349516102937,1.20874301537281,1.01422433408021,378.27980699885,7.35894144944215e-113,0.938778670191848,1.42684564158675,"Gamma"
575,"Gamma",2,0.9,1.2,36,0.896515716489053,2.17993431064412,0.944871962708203,409.501157506131,1.54046236215856e-98,NA,NA,"Normal"
576,"Normal",2,0.9,1.2,36,0.857769683211902,1.8818219308949,0.973087661688046,393.073023081946,5.6778337836022e-106,0.613995062586786,3.22254025915542,"Gamma"
577,"Gamma",1.5,0.7,0.84,37,0.689172725603385,2.42515655468752,0.617189260808268,473.308080499891,4.14856438450509e-73,NA,NA,"Normal"
578,"Normal",1.5,0.7,0.84,37,0.688216004356986,1.43464297201372,0.852331403702435,468.551074511083,1.50258471935577e-74,0.6190570468793,2.41855384835711,"Gamma"
579,"Gamma",2,0.7,0.84,37,0.725787676218264,2.99330260880118,0.701814569747066,480.037547391047,1.20423667661011e-69,NA,NA,"Normal"
580,"Normal",2,0.7,0.84,37,0.710873684901044,1.99232914777334,0.766080253396889,448.360500334931,5.34130133187203e-84,0.300771197123061,6.72329440925131,"Gamma"
581,"Gamma",1.5,0.9,0.84,37,0.901039113622837,2.7952098806057,0.555087946239336,352.666764151989,1.56502263595473e-123,NA,NA,"Normal"
582,"Normal",1.5,0.9,0.84,37,0.910946079249335,1.52804976436428,0.88523221313984,345.238412663634,1.12012852552138e-126,0.564623851340046,2.79033955477779,"Gamma"
583,"Gamma",2,0.9,0.84,37,0.845513959674208,5.99922917186934,0.336581706094201,369.989958902888,2.54752576348409e-115,NA,NA,"Normal"
584,"Normal",2,0.9,0.84,37,0.917991571025557,1.95361236402842,0.820320541192988,327.522702693159,2.49516245122803e-133,0.363190504650146,5.4374362235051,"Gamma"
585,"Gamma",1.5,0.7,1.2,37,0.712929868391487,2.35699587813762,0.780388545937483,484.182415408324,2.92234813598817e-68,NA,NA,"Normal"
586,"Normal",1.5,0.7,1.2,37,0.648297571941218,1.22307153805202,0.857799261128396,489.836195805955,3.84765109080419e-67,0.726907777335484,1.86550276608853,"Gamma"
587,"Gamma",2,0.7,1.2,37,0.701940065653741,3.02731693321305,0.68973511462233,490.717793294032,1.40831564765246e-66,NA,NA,"Normal"
588,"Normal",2,0.7,1.2,37,0.634165908055292,1.85503910277368,0.954664765206621,501.764723111536,3.70314336693089e-60,0.575100453006592,3.3647903353438,"Gamma"
589,"Gamma",1.5,0.9,1.2,37,0.839745119439033,2.18603752053204,0.761507396241945,413.915026625309,1.21268979914078e-96,NA,NA,"Normal"
590,"Normal",1.5,0.9,1.2,37,0.881920444906883,1.43651567201886,1.05584435183748,387.96313948352,3.17776298102243e-107,1.06871579377733,1.51595862886787,"Gamma"
591,"Gamma",2,0.9,1.2,37,0.841831115497625,2.61139567510936,0.761493803737383,425.434581668335,3.7808885880862e-92,NA,NA,"Normal"
592,"Normal",2,0.9,1.2,37,0.941668884770678,1.89864929060544,1.12073572290906,360.331410169079,2.92145683004546e-119,0.747015477753071,2.66113028324376,"Gamma"
593,"Gamma",1.5,0.7,0.84,38,0.701720600871664,2.44202752196859,0.634993793436313,469.89511713606,6.30577552870089e-74,NA,NA,"Normal"
594,"Normal",1.5,0.7,0.84,38,0.652840740865302,1.48238843584417,0.651410559257789,457.933339616558,1.67658767927675e-78,0.350855192892267,4.37074612706111,"Gamma"
595,"Gamma",2,0.7,0.84,38,0.730143264881654,5.96375280161614,0.34866438595941,446.855125383407,5.35104136075922e-86,NA,NA,"Normal"
596,"Normal",2,0.7,0.84,38,0.650638698803958,1.8425188466528,0.740834797235338,471.121392770118,4.99775023567238e-73,0.306728870786916,6.18247806533052,"Gamma"
597,"Gamma",1.5,0.9,0.84,38,0.896788017034598,2.95730191477556,0.536267628926907,354.985160759085,3.86527617393767e-122,NA,NA,"Normal"
598,"Normal",1.5,0.9,0.84,38,0.838803619731152,1.27410050884352,0.844607367214884,386.696156448744,1.8452508670413e-109,0.651005694199493,2.07164309337614,"Gamma"
599,"Gamma",2,0.9,0.84,38,0.869392612413168,8,0.275178006389033,347.794913104852,4.33045877267679e-125,NA,NA,"Normal"
600,"Normal",2,0.9,0.84,38,0.876117426891068,1.92282589261014,0.764442080088725,346.442464970498,1.9941042290796e-125,0.335405831271831,5.86659707037089,"Gamma"
601,"Gamma",1.5,0.7,1.2,38,0.64133981920199,2.06269978724636,0.78393761428143,508.317597448848,1.17036036196053e-57,NA,NA,"Normal"
602,"Normal",1.5,0.7,1.2,38,0.728831440375861,1.35368000644606,0.954688381482869,459.578734342988,3.36627070435882e-78,0.827467382164184,1.81541086441449,"Gamma"
603,"Gamma",2,0.7,1.2,38,0.695143535343612,3.38547097854526,0.636341095172041,491.149283993975,2.44077485694359e-66,NA,NA,"Normal"
604,"Normal",2,0.7,1.2,38,0.718052946990742,2.07215438488711,1.08079424756863,479.713521513,7.64803416272523e-70,0.702341575170649,3.07569044751321,"Gamma"
605,"Gamma",1.5,0.9,1.2,38,0.862317128083452,2.33885408451674,0.764452520113369,406.311500503766,4.06396887623281e-100,NA,NA,"Normal"
606,"Normal",1.5,0.9,1.2,38,0.890725527674733,1.44505001880554,0.958475256726376,369.801316574715,1.76045768736209e-115,0.757970872842243,2.02423074827743,"Gamma"
607,"Gamma",2,0.9,1.2,38,0.89448251398424,2.6289316722678,0.796409591889657,405.412533608841,2.54799631822957e-101,NA,NA,"Normal"
608,"Normal",2,0.9,1.2,38,0.874713218178798,1.88983014868199,1.12226254961997,404.094075451966,1.76956147421587e-101,0.804922346423127,2.49303112760767,"Gamma"
609,"Gamma",1.5,0.7,0.84,39,0.764282591345722,2.4697889405315,0.663924707177676,449.085747629073,6.3287419933834e-85,NA,NA,"Normal"
610,"Normal",1.5,0.7,0.84,39,0.693004004708416,1.47232833161223,0.810758804607933,459.143976388268,1.99874719743301e-78,0.566375454366135,2.7804297709649,"Gamma"
611,"Gamma",2,0.7,0.84,39,0.674709469295218,6.05089044976127,0.333746253273196,466.59842743964,1.29335095173029e-75,NA,NA,"Normal"
612,"Normal",2,0.7,0.84,39,0.651988282885993,1.90032752878199,0.760220188364915,473.309358568112,6.45907744183741e-72,0.358103189383192,5.46170410271886,"Gamma"
613,"Gamma",1.5,0.9,0.84,39,0.890526907470537,3.20332904794551,0.462317795114355,340.892919943606,1.25917826816442e-127,NA,NA,"Normal"
614,"Normal",1.5,0.9,0.84,39,0.832137993916105,1.4416994352343,0.612732771458176,346.720546965349,1.50427690252783e-125,0.337393474823676,4.40884530774174,"Gamma"
615,"Gamma",2,0.9,0.84,39,0.875586314502906,4.41077413788713,0.451671568432961,370.2567665022,8.08393674778392e-116,NA,NA,"Normal"
616,"Normal",2,0.9,0.84,39,0.911953379891477,1.91028384360723,0.809993099468969,330.744170722539,1.74655508970276e-132,0.385982078015392,5.03141694587659,"Gamma"
617,"Gamma",1.5,0.7,1.2,39,0.689894791535853,1.75228013637819,1.00923016779945,499.642888077169,7.58552436991918e-61,NA,NA,"Normal"
618,"Normal",1.5,0.7,1.2,39,0.624661080741626,1.20537571455414,0.841484969512287,493.140018425598,2.45591190486255e-63,0.752298474126081,1.80479530157528,"Gamma"
619,"Gamma",2,0.7,1.2,39,0.736137988366358,2.42931641466525,0.965489868005958,491.279015411548,1.12931958222802e-63,NA,NA,"Normal"
620,"Normal",2,0.7,1.2,39,0.664780172208963,1.80148722251217,1.00187310023003,501.078283970093,1.73318159948023e-63,0.807029019121738,2.44030428128526,"Gamma"
621,"Gamma",1.5,0.9,1.2,39,0.85907233177405,1.95966527872526,0.929658283413445,418.898208363342,3.61102777957693e-94,NA,NA,"Normal"
622,"Normal",1.5,0.9,1.2,39,0.898124047951392,1.16341253455326,0.911352934421291,356.889589870891,7.67196516043806e-121,0.866103875006232,1.49621483741504,"Gamma"
623,"Gamma",2,0.9,1.2,39,0.818068880820745,3.41824804802819,0.604391457967398,424.28208737018,1.2717505382385e-91,NA,NA,"Normal"
624,"Normal",2,0.9,1.2,39,0.902936162984636,2.0328566077659,1.15479936071682,390.26936413081,1.83713722797431e-106,0.81785484584548,2.59293968737661,"Gamma"
625,"Gamma",1.5,0.7,0.84,40,0.688249042156606,2.86437739512983,0.57153109913412,471.574108300865,3.69472638505222e-73,NA,NA,"Normal"
626,"Normal",1.5,0.7,0.84,40,0.644939200296464,1.40765421570641,0.712875243314822,469.580879564229,1.24032678361451e-73,0.540673532381716,2.85796294718084,"Gamma"
627,"Gamma",2,0.7,0.84,40,0.680196862763443,6.17930121320611,0.322243995099186,461.154847769835,2.01365248220314e-77,NA,NA,"Normal"
628,"Normal",2,0.7,0.84,40,0.725953584680539,1.95652173622888,0.826035542589853,448.538466036572,9.48310784545315e-84,0.375534325373972,5.34192405187502,"Gamma"
629,"Gamma",1.5,0.9,0.84,40,0.885739400086068,2.3302463449678,0.64895273033792,376.280202660907,2.07029899678899e-114,NA,NA,"Normal"
630,"Normal",1.5,0.9,0.84,40,0.882814120145936,1.51129429420636,0.831063141867992,352.326109593993,3.52895413982873e-123,0.488677725928328,3.2207915046026,"Gamma"
631,"Gamma",2,0.9,0.84,40,0.917222797632561,6.06074049063767,0.339444291170393,325.204136913717,7.35400675134447e-135,NA,NA,"Normal"
632,"Normal",2,0.9,0.84,40,0.905722589822562,1.94528776441275,0.779939530551413,328.135923563088,4.66021871930822e-133,0.324729971456388,6.08493363534748,"Gamma"
633,"Gamma",1.5,0.7,1.2,40,0.623098087244313,2.09206102233121,0.862056799597502,518.958135758217,7.72060476462343e-52,NA,NA,"Normal"
634,"Normal",1.5,0.7,1.2,40,0.584188074486129,1.26728253568159,0.767262826092852,504.073493392234,2.3918970832082e-59,0.71869762487106,2.0509404780323,"Gamma"
635,"Gamma",2,0.7,1.2,40,0.728246689698817,3.03242615010109,0.750330498870688,483.842522319678,3.78343072013996e-68,NA,NA,"Normal"
636,"Normal",2,0.7,1.2,40,0.674625445551276,2.04349796593103,1.08063147086115,500.308187230306,6.43106206643671e-62,0.715942671141626,2.99265623467077,"Gamma"
637,"Gamma",1.5,0.9,1.2,40,0.888025496733244,1.82675080867496,0.943227392568748,399.799948040649,4.21356072051256e-102,NA,NA,"Normal"
638,"Normal",1.5,0.9,1.2,40,0.855071149649815,1.31882794621431,1.03430178493353,399.116568315259,1.74775521159879e-102,0.89664874317169,1.69508900875956,"Gamma"
639,"Gamma",2,0.9,1.2,40,0.851087100563203,2.61039023544224,0.748686535291176,421.458316348222,7.8911514432954e-94,NA,NA,"Normal"
640,"Normal",2,0.9,1.2,40,0.833360508702875,1.84048842468234,1.04197835231458,415.020394314703,4.75368695224836e-96,0.76623772917647,2.59371750075614,"Gamma"
641,"Gamma",1.5,0.7,0.84,41,0.757373312807776,2.29745097813542,0.674924092756122,448.410422812591,7.98289375446961e-84,NA,NA,"Normal"
642,"Normal",1.5,0.7,0.84,41,0.69733159510398,1.58893835948875,0.890693889702882,468.263752496754,7.68069043076384e-75,0.546698963450441,3.01143593384476,"Gamma"
643,"Gamma",2,0.7,0.84,41,0.621478845266885,6.37711574980509,0.325687044313565,494.502814558318,5.32664560232862e-65,NA,NA,"Normal"
644,"Normal",2,0.7,0.84,41,0.704160996762298,1.92093859900395,0.749226548115973,448.492777739229,1.44039577890378e-83,0.31275511009689,6.30256958360578,"Gamma"
645,"Gamma",1.5,0.9,0.84,41,0.87341964427818,2.9081085761271,0.553479458835608,368.836914159651,2.06024625139903e-115,NA,NA,"Normal"
646,"Normal",1.5,0.9,0.84,41,0.936803659724662,1.49568611388784,0.820212355291614,312.449162038597,9.1317655099928e-140,0.469868572800164,3.25576838441529,"Gamma"
647,"Gamma",2,0.9,0.84,41,0.929391303971705,5.32835267954122,0.369584614560459,320.66227709369,8.33265976170842e-137,NA,NA,"Normal"
648,"Normal",2,0.9,0.84,41,0.893192262726705,1.8566345982383,0.756828893988883,334.510098382218,2.08334240104067e-131,0.299995119173766,6.25507460093634,"Gamma"
649,"Gamma",1.5,0.7,1.2,41,0.626234755037728,1.77866767483706,0.939769097463823,518.799417433693,2.31743109881997e-52,NA,NA,"Normal"
650,"Normal",1.5,0.7,1.2,41,0.759902637544509,1.40512569259862,1.37686230798347,483.028239136009,6.72241274080425e-67,1.4399666607816,1.22013631351924,"Gamma"
651,"Gamma",2,0.7,1.2,41,0.699965221937446,2.2590651612425,0.922438367073159,503.103500218751,4.70734577962379e-60,NA,NA,"Normal"
652,"Normal",2,0.7,1.2,41,0.701513153190401,1.77413527957425,1.01060737493354,479.578561481108,6.66539206208135e-70,0.750811940927506,2.53845311047735,"Gamma"
653,"Gamma",1.5,0.9,1.2,41,0.820797400320723,2.02738260828207,0.813333108360856,423.926936190965,5.22036593694743e-92,NA,NA,"Normal"
654,"Normal",1.5,0.9,1.2,41,0.891116823408668,1.34832657222976,1.05997223946762,383.611593377029,2.1848705057868e-109,0.958558685429095,1.53313512468274,"Gamma"
655,"Gamma",2,0.9,1.2,41,0.855406747273433,2.32362157844704,0.820572565519587,416.751246018634,1.54151833510729e-95,NA,NA,"Normal"
656,"Normal",2,0.9,1.2,41,0.852070950371134,1.74470652931323,1.00515651890364,404.646175917713,1.73986693194496e-102,0.722050262863869,2.56998060790154,"Gamma"
657,"Gamma",1.5,0.7,0.84,42,0.739031541454358,2.75183994542544,0.559220342330867,441.21046932337,1.20648086837968e-84,NA,NA,"Normal"
658,"Normal",1.5,0.7,0.84,42,0.694448649058398,1.33098618543358,0.711746392275728,448.081399741183,1.0937096982056e-83,0.521122767515501,2.70303342879589,"Gamma"
659,"Gamma",2,0.7,0.84,42,0.696334392383175,6.58498933201215,0.316288027558649,455.974783148681,2.57805855646628e-80,NA,NA,"Normal"
660,"Normal",2,0.7,0.84,42,0.662501263849447,1.81559652025696,0.664451778957099,457.553219596424,4.31248240337233e-80,0.262133422774734,7.20309605531955,"Gamma"
661,"Gamma",1.5,0.9,0.84,42,0.889206800978716,2.52328405001753,0.619840668336481,368.948054358191,7.30753814528291e-116,NA,NA,"Normal"
662,"Normal",1.5,0.9,0.84,42,0.866184549904954,1.41459158182258,0.772292359452525,354.638841670261,1.32370756675183e-122,0.47095592119993,3.09139109092199,"Gamma"
663,"Gamma",2,0.9,0.84,42,0.933154086053093,4.27990909170623,0.456526815495777,330.185428240116,2.90400796930182e-132,NA,NA,"Normal"
664,"Normal",2,0.9,0.84,42,0.854980815062102,1.89762136365229,0.710787460688281,349.371308713951,3.68704775555791e-124,0.284777002050667,6.79831725311494,"Gamma"
665,"Gamma",1.5,0.7,1.2,42,0.651155803347299,1.94291910757571,0.904501171647116,509.257072493671,1.9058163242279e-57,NA,NA,"Normal"
666,"Normal",1.5,0.7,1.2,42,0.698053476079003,1.3926325558088,1.10812324386924,490.867288225986,1.19953565322661e-65,1.1949760180704,1.40205128095413,"Gamma"
667,"Gamma",2,0.7,1.2,42,0.686542008742756,3.47867759855745,0.618806572308338,488.084591299904,1.59844359116544e-65,NA,NA,"Normal"
668,"Normal",2,0.7,1.2,42,0.661012622297167,1.77091608189357,0.916416659695548,486.649700991767,7.18338032601453e-67,0.650650115530511,2.96487533540406,"Gamma"
669,"Gamma",1.5,0.9,1.2,42,0.757581698002719,2.38436328302173,0.720574464452394,454.691283667707,2.03672547039422e-80,NA,NA,"Normal"
670,"Normal",1.5,0.9,1.2,42,0.903985494953871,1.22259376870968,1.04875544757984,374.167356162522,5.23073434409601e-113,1.07015808083176,1.25903660948857,"Gamma"
671,"Gamma",2,0.9,1.2,42,0.880401726906087,2.14254957146292,1.00637501972098,427.987593244715,3.87303931788695e-91,NA,NA,"Normal"
672,"Normal",2,0.9,1.2,42,0.866859024799147,1.89511102240222,1.01140770518082,391.679925877776,4.98777187556812e-106,0.636527552493881,3.10704479613825,"Gamma"
673,"Gamma",1.5,0.7,0.84,43,0.724555862202567,2.65392057411627,0.573234736486819,452.940400832324,1.03419218439143e-81,NA,NA,"Normal"
674,"Normal",1.5,0.7,0.84,43,0.606919154518276,1.39443449544051,0.68587582593454,486.6111315289,3.33918245885353e-67,0.432175638213077,3.35201261029167,"Gamma"
675,"Gamma",2,0.7,0.84,43,0.725841041962406,3.47120896740396,0.575144528799449,464.787358182932,8.28889448129167e-75,NA,NA,"Normal"
676,"Normal",2,0.7,0.84,43,0.695756373725956,1.9812932311118,0.720131093966527,451.091634575671,2.52909444294089e-83,0.288440511287956,7.00659797552018,"Gamma"
677,"Gamma",1.5,0.9,0.84,43,0.90878779254422,2.95754150243041,0.528674593145035,342.741254583173,2.39966751291228e-127,NA,NA,"Normal"
678,"Normal",1.5,0.9,0.84,43,0.850038686874715,1.48746945575404,0.771747930920901,365.405116372996,1.21074485508236e-117,0.448676421190014,3.39797352396627,"Gamma"
679,"Gamma",2,0.9,0.84,43,0.886602273266321,4.98211693817648,0.404861067389345,358.883740105276,3.20039812216168e-121,NA,NA,"Normal"
680,"Normal",2,0.9,0.84,43,0.930335543711326,1.99899016096823,0.726221196710338,300.35827182728,5.57037213228874e-146,0.276538965601395,7.33191298559519,"Gamma"
681,"Gamma",1.5,0.7,1.2,43,0.706761331714393,1.75896981265481,1.01009380692866,489.904612357961,8.74037444655811e-64,NA,NA,"Normal"
682,"Normal",1.5,0.7,1.2,43,0.701221878427092,1.30042619983909,0.974259596330556,471.851038760191,8.00243442863732e-72,0.895837576914517,1.64635533947928,"Gamma"
683,"Gamma",2,0.7,1.2,43,0.764373189891956,2.30088056870139,0.943008638471075,479.252628311146,3.9208295831412e-70,NA,NA,"Normal"
684,"Normal",2,0.7,1.2,43,0.684287247898517,1.80554696930131,1.14477691729085,497.106788853763,1.62469535989565e-61,0.819727267036201,2.3979173502397,"Gamma"
685,"Gamma",1.5,0.9,1.2,43,0.8685552109406,2.41484202485992,0.733299731389166,401.516187142678,6.66665058777956e-103,NA,NA,"Normal"
686,"Normal",1.5,0.9,1.2,43,0.84184341990696,1.30395680133948,0.957698034952751,399.049851370559,2.94312304914508e-103,0.914025042144771,1.61607281006768,"Gamma"
687,"Gamma",2,0.9,1.2,43,0.900775040460127,2.29649033477047,0.882259769028364,402.029864066896,2.22552629901954e-101,NA,NA,"Normal"
688,"Normal",2,0.9,1.2,43,0.872378141811636,1.97795792512915,1.07651707020825,399.68738237156,4.51780754002458e-103,0.7038936306227,2.90628815298704,"Gamma"
689,"Gamma",1.5,0.7,0.84,44,0.685747724648867,3.15443668555542,0.524403583462404,470.338465277168,7.88386791771273e-73,NA,NA,"Normal"
690,"Normal",1.5,0.7,0.84,44,0.684166881202601,1.45506948080292,0.677635129799486,446.720280188516,7.18341247466976e-84,0.378388699496454,3.98553020177039,"Gamma"
691,"Gamma",2,0.7,0.84,44,0.725989964080059,8,0.256954282235808,429.48759673217,6.77855808969565e-91,NA,NA,"Normal"
692,"Normal",2,0.7,0.84,44,0.685901153059237,1.83337049444415,0.772038771343495,456.047912440649,6.71685134004593e-79,0.410223902822242,4.7118800906957,"Gamma"
693,"Gamma",1.5,0.9,0.84,44,0.857778132760353,3.50620618206329,0.446409082623184,364.816469095007,2.05968474444186e-118,NA,NA,"Normal"
694,"Normal",1.5,0.9,0.84,44,0.903774800514435,1.41526774844439,0.689719329987988,311.836809269716,1.68954489501932e-140,0.374872849939127,3.83658069143963,"Gamma"
695,"Gamma",2,0.9,0.84,44,0.876511327813022,4.16142148238832,0.481353940308477,374.293029105422,1.99654060542805e-113,NA,NA,"Normal"
