"X","model","latency","efficacy","precision","participant","efficacyEstimate","latencyEstimate","precisionEstimate","val","pLRTest","scale","shape","generativeModel"
174,"Normal",1.5,0.9,1.2,11,0.890164521492438,1.39839405156461,1.13045912728904,394.303388644428,4.76680549347364e-105,1.27912641381076,1.27974789452853,"Gamma"
175,"Gamma",2,0.9,1.2,11,0.898167105536656,2.38894009465292,0.862473687151238,402.82541843106,1.3787691856682e-100,NA,NA,"Normal"
176,"Normal",2,0.9,1.2,11,0.879607848895239,1.89415369911298,0.981350551691513,381.277940921243,7.16572642184058e-111,0.60705785780996,3.22100684816616,"Gamma"
177,"Gamma",1.5,0.7,0.84,12,0.706197927455641,3.3814826430675,0.49465093297255,459.114406540223,2.39900778025216e-78,NA,NA,"Normal"
178,"Normal",1.5,0.7,0.84,12,0.684456742862654,1.37942232520803,0.713250676475517,455.656870905578,1.47445531377245e-81,0.436672704741891,3.23433767128166,"Gamma"
179,"Gamma",2,0.7,0.84,12,0.725915742445741,4.43308005669155,0.462540908342634,457.269404796779,1.35058025619948e-79,NA,NA,"Normal"
180,"Normal",2,0.7,0.84,12,0.720789803331272,2.09376868316896,0.804093009812295,444.666256140174,5.3265223043861e-84,0.337893495760265,6.34867998563856,"Gamma"
181,"Gamma",1.5,0.9,0.84,12,0.927600819588451,2.57050091516981,0.605146049538307,338.944537333094,3.36919678599988e-129,NA,NA,"Normal"
182,"Normal",1.5,0.9,0.84,12,0.869768816316012,1.48513823714003,0.802686176322521,356.390963330798,2.19583394161608e-121,0.474101455122559,3.25247214975833,"Gamma"
183,"Gamma",2,0.9,0.84,12,0.892168397841024,8,0.254940544942852,321.964206308555,7.02208599444467e-136,NA,NA,"Normal"
184,"Normal",2,0.9,0.84,12,0.909842471282978,1.94267815677825,0.81995930447243,334.804348134238,3.32680530716922e-131,0.418867708462936,4.79700209368535,"Gamma"
185,"Gamma",1.5,0.7,1.2,12,0.652991441894642,1.99994427518891,0.842949822700749,510.070361499494,9.66783088385204e-58,NA,NA,"Normal"
186,"Normal",1.5,0.7,1.2,12,0.666774216405739,1.14580616554165,1.01273687269735,494.939889774856,1.801930604072e-63,1.07556623511508,1.22243967680453,"Gamma"
187,"Gamma",2,0.7,1.2,12,0.66227690203031,2.42816064143296,0.836739702491054,512.011666126073,2.08006973268683e-56,NA,NA,"Normal"
188,"Normal",2,0.7,1.2,12,0.61687233986679,1.77263825305516,0.820662656262081,493.724230891733,4.50126642425954e-63,0.504224810689969,3.77231121793158,"Gamma"
189,"Gamma",1.5,0.9,1.2,12,0.829360339811641,1.89407176286821,0.828573329002999,419.358424324355,1.99094444315438e-94,NA,NA,"Normal"
190,"Normal",1.5,0.9,1.2,12,0.884702357676078,1.3152037346774,1.02585641362891,383.090045741686,1.35351555059313e-109,1.08446109789933,1.38690214389439,"Gamma"
191,"Gamma",2,0.9,1.2,12,0.913037036823483,2.42599924185319,0.925632035511398,407.455660745106,8.61730958232961e-99,NA,NA,"Normal"
192,"Normal",2,0.9,1.2,12,0.891099596808359,1.98459523540174,1.12076147248307,390.182833711317,3.82092530610573e-106,0.730619422858922,2.83843794735938,"Gamma"
193,"Gamma",1.5,0.7,0.84,13,0.631592793876448,2.63686393262332,0.579881069020643,497.433676116814,6.31353724879664e-63,NA,NA,"Normal"
194,"Normal",1.5,0.7,0.84,13,0.689268426789971,1.33924178794697,0.757068787393106,456.233846313921,2.62474833577593e-80,0.474858028351944,2.90863059141059,"Gamma"
195,"Gamma",2,0.7,0.84,13,0.654401253878445,6.5449937016251,0.324732360856941,479.732832203341,1.49599733155823e-70,NA,NA,"Normal"
196,"Normal",2,0.7,0.84,13,0.670875031663846,1.82466035919914,0.764520837219431,472.388545747935,2.86806842795334e-75,0.352394534739609,5.28569914304908,"Gamma"
197,"Gamma",1.5,0.9,0.84,13,0.905997315448995,2.24863670182461,0.68238197413403,359.975500093478,6.67838172644206e-120,NA,NA,"Normal"
198,"Normal",1.5,0.9,0.84,13,0.864524504547768,1.41191038278749,0.753833139739664,354.443378795527,1.26639199708732e-122,0.507189643191902,2.87244819908994,"Gamma"
199,"Gamma",2,0.9,0.84,13,0.91605923815256,4.23013851941403,0.478185897224292,350.064362276206,2.39115609590676e-124,NA,NA,"Normal"
200,"Normal",2,0.9,0.84,13,0.903774444200354,2.03391412513235,0.835289116748493,342.454361159043,6.91091262993056e-128,0.367557107207474,5.62857528754632,"Gamma"
201,"Gamma",1.5,0.7,1.2,13,0.693159035450102,2.49218485837821,0.697386515487203,482.92674746027,1.01640289498856e-67,NA,NA,"Normal"
202,"Normal",1.5,0.7,1.2,13,0.713336509181907,1.45163050602908,1.11012572104368,484.110672046587,2.0929280594736e-68,0.9698019883214,1.62967553876286,"Gamma"
203,"Gamma",2,0.7,1.2,13,0.754664869434116,4.71236922356657,0.496661751547671,451.798721906532,1.47002460983263e-80,NA,NA,"Normal"
204,"Normal",2,0.7,1.2,13,0.676316773589733,1.95123042472465,1.07500709992902,495.569782494097,3.46898809117861e-63,0.728683120439778,2.90436827806925,"Gamma"
205,"Gamma",1.5,0.9,1.2,13,0.836624481978479,1.8692380877182,0.948136195269509,432.097220979438,1.09946982144611e-88,NA,NA,"Normal"
206,"Normal",1.5,0.9,1.2,13,0.847185537159428,1.21416966368489,0.833287555055332,375.574177229548,1.01870308321803e-112,0.913768360565108,1.59690195419252,"Gamma"
207,"Gamma",2,0.9,1.2,13,0.887920546197286,2.50192901006588,0.855803904691659,412.015030261298,2.86887710152987e-97,NA,NA,"Normal"
208,"Normal",2,0.9,1.2,13,0.893354146906818,2.01751030023241,0.952248833219076,367.064135581425,1.71399286587081e-116,0.524162315049058,3.975489203729,"Gamma"
209,"Gamma",1.5,0.7,0.84,14,0.740610666257231,2.89916890332734,0.523786839755521,442.2502852671,7.20978453645691e-87,NA,NA,"Normal"
210,"Normal",1.5,0.7,0.84,14,0.692385309170412,1.44969571891862,0.78418749367156,457.361282773619,1.40940615948753e-79,0.482250892473751,3.15256140133768,"Gamma"
211,"Gamma",2,0.7,0.84,14,0.700990834161908,8,0.279829822987298,442.19565033362,2.04813582689732e-84,NA,NA,"Normal"
212,"Normal",2,0.7,0.84,14,0.666750912084944,1.9085927333085,0.711429053713723,461.422406259924,9.52608235382291e-78,0.284719386133615,6.89002588862353,"Gamma"
213,"Gamma",1.5,0.9,0.84,14,0.923155708792931,3.10744656903229,0.507207713144596,331.375899948608,4.83525361739198e-132,NA,NA,"Normal"
214,"Normal",1.5,0.9,0.84,14,0.897502830994849,1.40723817737138,0.742502819848206,328.825426121117,1.48645622427554e-133,0.480558346275044,3.01363283097465,"Gamma"
215,"Gamma",2,0.9,0.84,14,0.91759220593397,7.70866752806243,0.270618231539326,312.076350831155,2.84422334186193e-140,NA,NA,"Normal"
216,"Normal",2,0.9,0.84,14,0.862944859585935,1.92855683604047,0.82224605449951,365.265664861676,2.43634227956325e-117,0.379226371124375,5.18788082438046,"Gamma"
217,"Gamma",1.5,0.7,1.2,14,0.64221667284406,2.03374043224663,0.790883775416844,505.533378486344,8.56640071531316e-58,NA,NA,"Normal"
218,"Normal",1.5,0.7,1.2,14,0.618649554192493,1.12777113704305,0.907596648516576,503.515239878837,1.48437558365218e-59,0.994108094301753,1.36087699418871,"Gamma"
219,"Gamma",2,0.7,1.2,14,0.672184655730571,2.88951716387035,0.741726491995634,501.446406832691,2.08436855512973e-59,NA,NA,"Normal"
220,"Normal",2,0.7,1.2,14,0.713069945560865,1.81356220488225,1.16336929499645,490.012840249179,2.68156255320426e-66,0.919387802935111,2.19709514531661,"Gamma"
221,"Gamma",1.5,0.9,1.2,14,0.901967723239023,2.36351583216445,0.698823754528309,370.628181980885,6.89801987925237e-115,NA,NA,"Normal"
222,"Normal",1.5,0.9,1.2,14,0.907981844751688,1.36294802525468,1.00007644884243,364.194103576286,1.02053219789291e-117,0.868961845484547,1.70636471762947,"Gamma"
223,"Gamma",2,0.9,1.2,14,0.892924948573381,3.23072225154005,0.656346384462077,395.323898976815,4.75571312093451e-106,NA,NA,"Normal"
224,"Normal",2,0.9,1.2,14,0.864857021689613,1.77689381839108,1.00407250480158,391.151282821933,4.17722119737961e-106,0.731177861503789,2.62511395264718,"Gamma"
225,"Gamma",1.5,0.7,0.84,15,0.71149884746373,3.21856756162138,0.493514750053482,451.295471982855,6.87234085834686e-81,NA,NA,"Normal"
226,"Normal",1.5,0.7,0.84,15,0.655471418324628,1.44699252116024,0.819885541225228,477.948134553483,5.34154554747698e-70,0.542592934443033,2.78914163898764,"Gamma"
227,"Gamma",2,0.7,0.84,15,0.639597198651162,6.54721059166849,0.321648774319089,484.414369065334,4.90935158502333e-68,NA,NA,"Normal"
228,"Normal",2,0.7,0.84,15,0.746723966151545,1.88316315005069,0.788362969972711,426.102196338231,2.00322157467799e-91,0.357061843993046,5.44886159453734,"Gamma"
229,"Gamma",1.5,0.9,0.84,15,0.914199426455394,2.50352605829721,0.58893540704918,341.374202315761,3.17866169157225e-127,NA,NA,"Normal"
230,"Normal",1.5,0.9,0.84,15,0.899959777160505,1.44727989222644,0.760501205331689,331.47603185041,4.00315731491875e-133,0.475437291566067,3.14289619509865,"Gamma"
231,"Gamma",2,0.9,0.84,15,0.942614213953665,4.12061587217531,0.467249379062566,323.993617883713,2.73322066514222e-135,NA,NA,"Normal"
232,"Normal",2,0.9,0.84,15,0.924100953729615,2.0165930792637,0.815802535620279,324.011478718794,1.20164927758978e-135,0.393580424686117,5.27174199411807,"Gamma"
233,"Gamma",1.5,0.7,1.2,15,0.653894322380755,2.22526253590098,0.737338875962123,496.72133717335,8.53010054252743e-62,NA,NA,"Normal"
234,"Normal",1.5,0.7,1.2,15,0.701051826415837,1.29288017445967,0.928029729378919,472.814196017862,7.07754150852941e-74,0.781926885165767,1.810501877681,"Gamma"
235,"Gamma",2,0.7,1.2,15,0.675108960237964,3.78362038637768,0.574268967899626,493.276377216035,8.95583673927033e-65,NA,NA,"Normal"
236,"Normal",2,0.7,1.2,15,0.635919935934155,1.81552732098657,0.819387305153906,488.691831141013,8.78617477274482e-67,0.506232470791812,3.8769709930573,"Gamma"
237,"Gamma",1.5,0.9,1.2,15,0.827249640312069,1.78459540576404,0.997284545689565,439.456160194969,5.38491422602002e-86,NA,NA,"Normal"
238,"Normal",1.5,0.9,1.2,15,0.884592953608333,1.39729317875028,0.912887816173854,368.085984107112,6.28386106617868e-117,0.703401629199638,2.06269937373527,"Gamma"
239,"Gamma",2,0.9,1.2,15,0.868198864634801,2.29777244363235,0.877649181895866,417.312766028982,9.81029012235818e-95,NA,NA,"Normal"
240,"Normal",2,0.9,1.2,15,0.858268042178392,1.86968679996437,0.966218067531399,390.29004689382,5.16660572422008e-107,0.652194222589063,3.04697491244294,"Gamma"
241,"Gamma",1.5,0.7,0.84,16,0.694176098055016,2.79695028045869,0.5336809012598,466.713454755723,2.18984123907286e-76,NA,NA,"Normal"
242,"Normal",1.5,0.7,0.84,16,0.629090732884368,1.25098700422417,0.646067981506498,470.682855992849,2.45909847109247e-74,0.63012417974414,2.37972783390445,"Gamma"
243,"Gamma",2,0.7,0.84,16,0.689094277049982,7.3098345370164,0.286094646548047,459.142444154712,3.84177555345444e-80,NA,NA,"Normal"
244,"Normal",2,0.7,0.84,16,0.6091420148495,1.98251491475254,0.746159924730009,493.518280782065,2.7488132940399e-64,0.298880857697646,6.75509360256115,"Gamma"
245,"Gamma",1.5,0.9,0.84,16,0.930532535845196,2.67931619857602,0.570044147189979,330.495359388062,3.78626506653956e-132,NA,NA,"Normal"
246,"Normal",1.5,0.9,0.84,16,0.902914093511363,1.41354099322104,0.747247113689737,325.354386892092,2.57143871469701e-135,0.470718481624379,3.10497870175328,"Gamma"
247,"Gamma",2,0.9,0.84,16,0.915336945707349,5.03001593534037,0.398118575781856,333.867550840442,1.00013083444467e-130,NA,NA,"Normal"
248,"Normal",2,0.9,0.84,16,0.860419111239953,1.99055755366917,0.773528587958468,359.360293642117,3.68422661852182e-120,0.312122374217762,6.47198218453242,"Gamma"
249,"Gamma",1.5,0.7,1.2,16,0.679805010471652,2.46568909961192,0.700536096192157,487.196547856007,2.82927400357259e-66,NA,NA,"Normal"
250,"Normal",1.5,0.7,1.2,16,0.63971251295659,1.38781676626188,0.817651455252545,487.164007964431,2.2344044047733e-67,0.834958403749272,1.97810786782004,"Gamma"
251,"Gamma",2,0.7,1.2,16,0.618730195219676,2.82472644744281,0.844313233819165,529.149582219026,3.66806964865421e-47,NA,NA,"Normal"
252,"Normal",2,0.7,1.2,16,0.655853435462391,1.86882454843636,1.08513898033546,502.70664391238,5.11378280256116e-59,0.819625258076874,2.49609428176506,"Gamma"
253,"Gamma",1.5,0.9,1.2,16,0.788817529565627,2.17618902281135,0.775647829538741,442.617449140839,8.76643403889041e-85,NA,NA,"Normal"
254,"Normal",1.5,0.9,1.2,16,0.879411214095595,1.32072487222548,0.929566850009683,371.369078789296,9.86222223191776e-115,0.788357490462157,1.78058579182625,"Gamma"
255,"Gamma",2,0.9,1.2,16,0.893977513026845,3.19021304242134,0.691414281205679,394.168471846881,2.44187290623987e-104,NA,NA,"Normal"
256,"Normal",2,0.9,1.2,16,0.879220396246337,1.87040054324854,0.946683256826376,373.630123210425,1.36369453721134e-113,0.662662069920663,3.00820241840475,"Gamma"
257,"Gamma",1.5,0.7,0.84,17,0.685736269406263,3.08394612264655,0.52020364618756,474.756988496847,3.15870604538681e-73,NA,NA,"Normal"
258,"Normal",1.5,0.7,0.84,17,0.725156894864302,1.49554978129727,0.791145923341365,443.817352635475,9.64021742554392e-86,0.539642376820936,2.89425765501359,"Gamma"
259,"Gamma",2,0.7,0.84,17,0.687929701411572,3.22277345567553,0.653531034443768,494.612695359125,2.51731931877107e-64,NA,NA,"Normal"
260,"Normal",2,0.7,0.84,17,0.678428778985086,1.97679926456208,0.715682013161029,457.472671441762,3.72176477082695e-80,0.258525161831112,7.85007527397099,"Gamma"
261,"Gamma",1.5,0.9,0.84,17,0.931761185063703,2.68143356609749,0.564528034826216,327.513413241727,5.88755313533494e-134,NA,NA,"Normal"
262,"Normal",1.5,0.9,0.84,17,0.88714223206728,1.3856203281972,0.693825813819687,324.615208955583,3.87573573984301e-135,0.391991600632971,3.6389210800757,"Gamma"
263,"Gamma",2,0.9,0.84,17,0.858110079795732,4.04840541282825,0.47822013301745,381.433671300743,4.83935313786225e-110,NA,NA,"Normal"
264,"Normal",2,0.9,0.84,17,0.895716530840431,1.82977556502629,0.776196138726925,333.709224281252,1.50991446780884e-130,0.386015721666307,4.87255263609415,"Gamma"
265,"Gamma",1.5,0.7,1.2,17,0.661649418206047,1.58224969251571,1.16922074784405,515.925578460408,1.5275788253472e-53,NA,NA,"Normal"
266,"Normal",1.5,0.7,1.2,17,0.69659492275866,1.30989400740921,0.968121335734929,476.69513295908,7.36829375467308e-71,1.13425009599692,1.39164468425332,"Gamma"
267,"Gamma",2,0.7,1.2,17,0.731526759177583,2.71978928730652,0.768151904947534,479.693072067971,2.00990880311736e-68,NA,NA,"Normal"
268,"Normal",2,0.7,1.2,17,0.686139112310284,1.84900175016045,0.953427208383431,481.137698988605,2.05809540012102e-69,0.6369540082785,3.03876990971478,"Gamma"
269,"Gamma",1.5,0.9,1.2,17,0.833710267242547,2.44207465104392,0.661018136884886,404.957398905617,1.17798310869244e-100,NA,NA,"Normal"
270,"Normal",1.5,0.9,1.2,17,0.875562383494524,1.47004052011635,0.979589893621602,383.781071358176,4.59966010113239e-110,0.819792018386039,1.92504014554766,"Gamma"
271,"Gamma",2,0.9,1.2,17,0.896262530253769,2.71383007457987,0.84257444996977,414.659652384046,1.61011688420643e-97,NA,NA,"Normal"
272,"Normal",2,0.9,1.2,17,0.898548023737024,1.89739008683885,1.14320190027257,392.990681268087,4.09021862300198e-106,0.816639189175421,2.45411109654472,"Gamma"
273,"Gamma",1.5,0.7,0.84,18,0.732989184898163,3.21199232857936,0.48147015021498,441.328726492128,2.26556125622078e-86,NA,NA,"Normal"
274,"Normal",1.5,0.7,0.84,18,0.651835577593553,1.32050771685648,0.554654922495721,443.287354900841,1.2212337752998e-84,0.287900956449636,4.68510720005734,"Gamma"
275,"Gamma",2,0.7,0.84,18,0.661571783067094,6.93301271853419,0.321866157968455,474.48109172393,1.96665700684962e-71,NA,NA,"Normal"
276,"Normal",2,0.7,0.84,18,0.624389052066199,1.97281950876938,0.816369582208833,498.793179773207,6.16877605482512e-64,0.379145724761681,5.37239775361723,"Gamma"
277,"Gamma",1.5,0.9,0.84,18,0.897046476671258,3.29715829734267,0.489521062111637,345.422816273146,3.58931929292802e-126,NA,NA,"Normal"
278,"Normal",1.5,0.9,0.84,18,0.871585313790548,1.42366445155447,0.677299997321489,335.276601717299,1.51634797185824e-131,0.380515511578222,3.82964987549947,"Gamma"
279,"Gamma",2,0.9,0.84,18,0.865447594172952,5.48194168751927,0.38059273717437,369.990453710182,2.25498288182801e-116,NA,NA,"Normal"
280,"Normal",2,0.9,0.84,18,0.890881761009662,1.9441549171298,0.768820374780298,339.496263785728,3.42962082422623e-129,0.31332787101009,6.25652843807547,"Gamma"
281,"Gamma",1.5,0.7,1.2,18,0.674338564262391,2.30274565175009,0.791007043875254,498.538044271943,2.45746320476463e-62,NA,NA,"Normal"
282,"Normal",1.5,0.7,1.2,18,0.690908337938543,1.31245036961051,1.02876654471084,484.103004733955,2.05151806879615e-67,1.06761145509314,1.41884249124102,"Gamma"
283,"Gamma",2,0.7,1.2,18,0.712207541772333,3.57177485978007,0.611740705706847,478.957869233295,2.46569857070258e-69,NA,NA,"Normal"
284,"Normal",2,0.7,1.2,18,0.728832780753053,1.8323700634769,1.01709841436545,467.240603522194,2.84938712982611e-75,0.62528167146938,3.07948876064562,"Gamma"
285,"Gamma",1.5,0.9,1.2,18,0.880026227995785,1.8874090692167,0.888485971021951,404.136961494904,4.14434883639241e-101,NA,NA,"Normal"
286,"Normal",1.5,0.9,1.2,18,0.867766979592283,1.17938265464463,1.04559031371628,395.337926223387,2.99300884914504e-104,1.09524814343467,1.20277195222682,"Gamma"
287,"Gamma",2,0.9,1.2,18,0.899621131469028,2.24363263258577,0.873131302748458,402.275971170293,6.41935640503981e-102,NA,NA,"Normal"
288,"Normal",2,0.9,1.2,18,0.85565069724421,1.85903974903745,0.903233986902235,383.287580127467,8.12970432512833e-110,0.524365098868614,3.64321208879528,"Gamma"
289,"Gamma",1.5,0.7,0.84,19,0.663225624548527,3.02995238660166,0.496962882900486,473.335712918839,1.08208685455046e-72,NA,NA,"Normal"
290,"Normal",1.5,0.7,0.84,19,0.739020185250441,1.48157708130893,0.748103445680571,429.02832584312,8.58148946802326e-92,0.424633232424523,3.60358908173739,"Gamma"
291,"Gamma",2,0.7,0.84,19,0.700258762061257,7.60266538775688,0.284141310624255,449.689071351434,5.35510111154612e-82,NA,NA,"Normal"
292,"Normal",2,0.7,0.84,19,0.627541626601208,1.85426943975825,0.761422659464388,487.0347324312,7.71478059528252e-68,0.352487480529967,5.49223647437209,"Gamma"
293,"Gamma",1.5,0.9,0.84,19,0.90994366009172,2.95658878831043,0.530842664007503,342.481510865391,8.01947467798856e-127,NA,NA,"Normal"
294,"Normal",1.5,0.9,0.84,19,0.855409321684476,1.52367439226061,0.743564444671689,357.779903907827,2.55814564237257e-121,0.427917036108524,3.66843730537978,"Gamma"
295,"Gamma",2,0.9,0.84,19,0.939713341815703,8,0.268628747529994,297.278314507641,1.99277490812258e-147,NA,NA,"Normal"
296,"Normal",2,0.9,0.84,19,0.901834367559559,1.96525743920112,0.869000522742611,347.765308203739,1.02227672373241e-124,0.429970338373326,4.63508250909655,"Gamma"
297,"Gamma",1.5,0.7,1.2,19,0.717891294952592,1.82313455752444,0.930227267002759,483.918927280155,2.4713927830992e-67,NA,NA,"Normal"
298,"Normal",1.5,0.7,1.2,19,0.736314730080673,1.32503300096341,0.928556762694952,455.905471811933,7.26175198192659e-81,0.71440674269853,1.99131048913248,"Gamma"
299,"Gamma",2,0.7,1.2,19,0.668807177092043,3.49863266523137,0.627641722015759,502.544497735863,4.5249528367315e-61,NA,NA,"Normal"
300,"Normal",2,0.7,1.2,19,0.627010961553525,1.74149814057495,0.916903956632611,500.256261130951,7.33350698783623e-61,0.65632955675257,2.95812147253052,"Gamma"
301,"Gamma",1.5,0.9,1.2,19,0.872584045063643,1.62633103439743,1.05272134983208,413.836092454725,9.17407513590389e-97,NA,NA,"Normal"
302,"Normal",1.5,0.9,1.2,19,0.867117293058621,1.41326373547272,1.10906175527852,402.926781614402,1.52552338461504e-100,1.28201476182676,1.30501556684554,"Gamma"
303,"Gamma",2,0.9,1.2,19,0.913862136162457,2.93629858907629,0.760356853747019,390.03365370076,2.50518567858773e-106,NA,NA,"Normal"
304,"Normal",2,0.9,1.2,19,0.917465384941522,1.89852750877949,1.18915579808168,384.637324259962,1.15700653990808e-108,0.848994371093585,2.35752866717442,"Gamma"
305,"Gamma",1.5,0.7,0.84,20,0.711900011415,2.58331397119818,0.642545669099872,467.749898790591,6.26786371969515e-74,NA,NA,"Normal"
306,"Normal",1.5,0.7,0.84,20,0.683837233549282,1.60069042795344,0.736201355866939,455.454130531423,3.42764219545785e-80,0.412569334859712,4.03849266312876,"Gamma"
307,"Gamma",2,0.7,0.84,20,0.660900354195885,4.53666408346538,0.427860063193226,481.178839769447,2.9837524010742e-69,NA,NA,"Normal"
308,"Normal",2,0.7,0.84,20,0.637924509180364,1.80708077708841,0.733106867011056,474.293958226301,1.31357078083916e-71,0.35754030236984,5.37662069626724,"Gamma"
309,"Gamma",1.5,0.9,0.84,20,0.8778255314922,3.16153553731637,0.514049477806117,361.362792983795,5.67132654214901e-119,NA,NA,"Normal"
310,"Normal",1.5,0.9,0.84,20,0.881938590130166,1.54037856749307,0.740612098324815,336.792509819131,2.67356204587438e-129,0.502977737947632,3.26234551015414,"Gamma"
311,"Gamma",2,0.9,0.84,20,0.872800398974125,5.07347554384866,0.394585852265482,364.650840043201,1.74697696344134e-118,NA,NA,"Normal"
312,"Normal",2,0.9,0.84,20,0.832766010677736,1.97188295900149,0.858053042825289,392.208909658183,7.21883589146211e-107,0.442044862726609,4.61411926017085,"Gamma"
313,"Gamma",1.5,0.7,1.2,20,0.635013576066423,1.80887552590262,0.938058892573467,515.631788056866,2.23596657910245e-54,NA,NA,"Normal"
314,"Normal",1.5,0.7,1.2,20,0.67113083057649,1.21694241747836,0.880070650393881,475.0210155687,1.22571791778924e-70,0.913005502841084,1.594799926459,"Gamma"
315,"Gamma",2,0.7,1.2,20,0.710423946433026,3.47723981891369,0.687341743621253,488.170809546077,5.30717796705758e-65,NA,NA,"Normal"
316,"Normal",2,0.7,1.2,20,0.646690876412554,1.71097944192812,0.870204318859018,488.487919915455,3.57730131881647e-66,0.648028237234886,2.89670375330522,"Gamma"
317,"Gamma",1.5,0.9,1.2,20,0.839762276637488,2.43526309581628,0.705992122556077,409.925843640058,4.51796391149888e-98,NA,NA,"Normal"
318,"Normal",1.5,0.9,1.2,20,0.897811636446667,1.46555871523104,1.11609586280548,386.11507583491,6.31767045937942e-108,1.02635295210489,1.58238139140386,"Gamma"
319,"Gamma",2,0.9,1.2,20,0.861160926153452,3.52910210959615,0.64770765646554,414.064330622184,2.6861639512682e-97,NA,NA,"Normal"
320,"Normal",2,0.9,1.2,20,0.806720564419316,1.75551520518644,1.043332958168,428.356131339733,3.84137668050435e-90,0.730502702263174,2.60217956505876,"Gamma"
321,"Gamma",1.5,0.7,0.84,21,0.702938607848292,3.33366837270032,0.492588328246931,459.433972764411,6.53075713372592e-78,NA,NA,"Normal"
322,"Normal",1.5,0.7,0.84,21,0.687416178419765,1.47380505127041,0.754708333633128,454.574636077553,6.87119309952685e-80,0.439360085616539,3.4520355965951,"Gamma"
323,"Gamma",2,0.7,0.84,21,0.717234785238998,5.84922685029206,0.359706727696233,450.672462196236,2.20499401157355e-82,NA,NA,"Normal"
324,"Normal",2,0.7,0.84,21,0.691384900953984,2.05060159045294,0.822505192203719,464.414478570533,7.74949667644069e-77,0.338506793053135,6.19868721431011,"Gamma"
325,"Gamma",1.5,0.9,0.84,21,0.901047328721056,2.78235547121425,0.572168307271331,353.514962237355,1.68099699535296e-122,NA,NA,"Normal"
326,"Normal",1.5,0.9,0.84,21,0.880254405043766,1.45492166615567,0.794946414165983,349.089930647516,1.36552050699364e-124,0.515540731737181,2.92857437865946,"Gamma"
327,"Gamma",2,0.9,0.84,21,0.936713537986144,4.90886970900696,0.3942244441581,315.352176915326,1.03499282384936e-138,NA,NA,"Normal"
328,"Normal",2,0.9,0.84,21,0.889449550565536,1.95399114948973,0.806466029528367,344.776701775119,7.3604652111703e-126,0.406626616078284,4.95799415258729,"Gamma"
329,"Gamma",1.5,0.7,1.2,21,0.698719473193778,1.78738902021229,0.928324802160002,490.232513010319,6.49599589287968e-65,NA,NA,"Normal"
330,"Normal",1.5,0.7,1.2,21,0.721775910266315,1.2072951728995,0.921735386276516,459.777991879296,1.67613393535233e-78,0.873230416879459,1.55956256322586,"Gamma"
331,"Gamma",2,0.7,1.2,21,0.743588774191474,4.13933658962189,0.590601715440553,470.006943899238,1.874680351533e-73,NA,NA,"Normal"
332,"Normal",2,0.7,1.2,21,0.725407932472596,1.91949930414234,1.01095171520178,471.456286185064,2.95111210985541e-74,0.6652728198316,2.99461140401985,"Gamma"
333,"Gamma",1.5,0.9,1.2,21,0.82597478783908,1.95101577190715,0.889809772481926,433.998324036497,6.4930461368537e-88,NA,NA,"Normal"
334,"Normal",1.5,0.9,1.2,21,0.872788083244628,1.286490861675,0.938573624960821,377.309256816359,1.25094769691651e-112,0.908017026259499,1.59280757419698,"Gamma"
335,"Gamma",2,0.9,1.2,21,0.878849194327581,2.10342367553189,0.977061925844219,421.297399150499,1.09398463038727e-92,NA,NA,"Normal"
336,"Normal",2,0.9,1.2,21,0.87508141242526,1.87014089162201,0.989910444739355,383.804431121113,2.73783494487073e-109,0.637078609203022,3.0732179714721,"Gamma"
337,"Gamma",1.5,0.7,0.84,22,0.765984655943047,2.95825992181309,0.529217494651951,429.56073831535,7.85835622196214e-90,NA,NA,"Normal"
338,"Normal",1.5,0.7,0.84,22,0.72492376532751,1.48406843761795,0.707717340396547,430.388410705039,1.1117313557461e-90,0.439688739954506,3.50517705504032,"Gamma"
339,"Gamma",2,0.7,0.84,22,0.677566199145015,4.81498102398907,0.42250190744873,473.072811543963,3.61491604274192e-72,NA,NA,"Normal"
340,"Normal",2,0.7,0.84,22,0.657679396095074,1.76771114118305,0.598649680702532,449.618280029327,1.96308275280524e-82,0.227280304854234,8,"Gamma"
341,"Gamma",1.5,0.9,0.84,22,0.939060283911455,3.18826108955115,0.496680369546852,318.981400889229,3.41838250281442e-137,NA,NA,"Normal"
342,"Normal",1.5,0.9,0.84,22,0.867361345762893,1.42121184094249,0.734520790938341,348.34134803047,1.66666568446283e-125,0.466911782193888,3.16554808349512,"Gamma"
343,"Gamma",2,0.9,0.84,22,0.911645284830701,7.19033874003507,0.296728938901397,323.95538373304,2.64112701499109e-135,NA,NA,"Normal"
344,"Normal",2,0.9,0.84,22,0.877625747724243,1.84443005567452,0.731872539586328,341.900797359492,1.4179733283483e-128,0.378510096967986,5.09579396556415,"Gamma"
345,"Gamma",1.5,0.7,1.2,22,0.671522849004598,1.81747070660434,0.908343269920961,502.121193139738,3.02864918900391e-61,NA,NA,"Normal"
346,"Normal",1.5,0.7,1.2,22,0.642065388034372,1.22971754664572,0.770457292840015,480.128609490821,5.97023261177666e-70,0.709479906162673,1.9760575292517,"Gamma"
347,"Gamma",2,0.7,1.2,22,0.693499876975692,4.14557080301828,0.539051419064205,482.04810698253,9.9622825837374e-69,NA,NA,"Normal"
