experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	baseAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	65 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 165.455723784 	U 	C 	0.0 	11 	0 	1.0 	TYDSRCKMBJZIAHGXQWPFUNVOLE	MBIOKZHLCDGXNAVEQTRFYWJSPU	RKWSJLBNVZTPMHYACUIFQEXDOG	ZPUKLDGVJSBHEQCXIATROYNMFW	LAVHIXGFWZRQUKECPMYSTODBNJ	XFLPQJUSDOIVGCZRMNTEKWYABH	PWBYXNJVZTFEOLDQICURSGHAKM	WCLAOVJMISYKFRDPXTNEGZQHUB	BKHCLGMDVFNSJPQEWXRTOAUZYI	OWXLQJPUAEHCDZRYMSVIFBTNGK	SDWUYHJATRVQOXPBMLKIEFGZCN	HJNBMSKCUIGTAQPYFWVOXDRLEZ	IFGRBVNLEPODCHJXYQTMSUKZWA	PSKFXWTEHMZDQYLOICAUJVRBGN	IWAKPCYVSUDHFBLQEXONMZTGJR	CKNWFTLJRVPGSEHMOAXZBYIUQD	FRNOYKJCWPGMBZUSAEIVXTDQHL	IXANFOMSJVGHUDTQBZLYCEKWRP	CGUIHEPWXTKMBNQLFRAVDOSYJZ	EWKSPYMIVZQFTOHRBADJLNGUXC	MAKZTWFQGUNLPJIXCHOEYVDSRB	0
main	66 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 290.646431378 	M 	G 	0.0 	14 	0 	3.0 	UJCKDRIYAXHMTPVNEWGSLQBOFZ	NEWCPAXZDUTFYIBQRSMLOJVHGK	BICFLXOPWUTQGJSEKHYVADNMZR	XWRCBPHZUGAYITQNKOVMDELJFS	TKYFQWHINORBPZDEGLUJVXMSAC	TSQMWDVFLYCXIAENGBKUHZPOJR	LVATPMIUHOFDYSEGQRKWBCJZNX	LNBIVFORKUECWAGXTJHSDZYQMP	RWAFTZNUPVQDYMCXLBGOKHIJSE	NBPYOEXARLDUWHFZVGMQKCSJIT	TGNABQKULFEYRXPOCVHIDSWZJM	DYFTVPJERKBHOGQZIWLACSMNXU	PBULOVSEAHGFNIZQXMKWYCJDTR	EHOTYZKLDWIMBXVJGPFNRSQCAU	OBZIWQXVNDGUAMPTJRHFLECSKY	DUXOKPIYRQWGNCBSTLZEMAVHFJ	LMNUBJVEGOZTFPHRWXSICYKAQD	ABUGSDJVKPTCZXFROQNHIWEMLY	RZGAOCVYBUDQNEMFKISPHXWJLT	AHUVOWNQEYLITMPZCFDKSBXRGJ	XRNOVHBFKYWEGQDMUPJILZTACS	1
main	67 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 80.35268866 	W 	U 	0.0 	16 	0 	1.0 	VKZDYNOCXQPEBUIMSLFTHWRJAG	XWJVTDURYKLHGNBIFOZSQPEAMC	CPFZHTKYMJQISADXUNBOEVLRWG	JUZIDHLKWQFXATMCPERYNSVOBG	MVOCRFSWDHXKZJAEIPQNGULYTB	GFLXSCUHMEVDYRJAQOZKNWBIPT	VXFMPELWUBCQZSJTRAOYHKDING	BRVEKMPSXTYONZQDCGAWHLUIFJ	OUYVQGRTNZFKJMIEPXDBCAHSWL	GANQUHYPRMFILCEXVZOWBDTKJS	CPEWNKAHISYRFZMQVGLTDJXBOU	QKEUPZICTAVNYOFDLRWBXJHMSG	BTEVGRQFHKLXUPISDACWJOMZYN	DFICONHRLJZKVUGAPETSQBXWYM	FMXUDARSWLTBJIVYHNGZPKOCQE	EXOGTKLFZNIAHWDMUQJPYBCSVR	DGYFCZXUWVNJQBOSKHTRPAIMLE	LYFTKEIMXNDGUARCBOWSJVPQHZ	TYIUSXJADKLPZQHERNGFBCVWOM	QBUJPEKOAYCVTGLXFNSIRDHWZM	GMHVSJYEAKNZXLUQPWBRCDTFOI	0
main	68 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 32.0105627489 	N 	D 	0.0 	4 	0 	2.0 	GKYSEMQOFTVXPDJRZILNUAWCHB	MWTXFSQRDPLNVKBOUAHGZCEIYJ	TGULVJIEBFOAZQYWNHXCPMSDKR	NJMPQFLXUBAEZGWDVCIHROTSKY	ROFPYALWTKDZNJQBHVISGXUEMC	CMIUHSWYRKJZQBOVXDTGALFNEP	ZAXPNMUGJDKBSTYCLFOQVHIEWR	MSOYLBXAICQGFNKJRDWEVUTHPZ	AFSLXVQEJGZHNRUWCBYMPTIODK	VKWDYHGXBNRASLCPUOMTZEJFQI	PQTVRBAGCNIFUHKYWOMLDXJSEZ	DMVGPZXIQHTYNLWUOBFJCRAKES	RUIEBFXKLZMHSDWVQYONCGJATP	ZKYETRBIGNPXCMSJLAHUQOFWDV	MPGJCQAYXFHBVOTWURNKDZLESI	HJBLYVQTAOURENGPZWMISKFXDC	FIZAMEWLYJCSUGPHDTKONRVBQX	NBIEZCRWULHOYVXDKGTJFQSMAP	TLJGFXOHVCNYIAUPRQZDWKESBM	PGQBZLYCTIAXFMVDNKOSEUHJWR	BWACZJLXHKOITYDGPVUFQMNRSE	0
main	69 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 35.92994825 	G 	K 	0.0 	20 	0 	1.0 	ETIKZPJOLHYARNCDBMXGWUSVFQ	QRBESGUNAWTMXFIODZPLJCKHYV	IFJLGPNDKUBRAZOSWCEMVYQXHT	GZXYDPWREHJMSIFTCLABUNVQOK	KXDWQGMYVSETOHJNUIAPZLCBFR	OAZMCFKIJQPGBEHLNVDUYWTSRX	PAHRKBSXTOGYCVDNQEILFZUJWM	NKUGERQIXFCHYSPZADLJTMVOBW	EILBPOYGQMJWAZUXDFSHCKRVTN	FVLWCPTJHOQRNBMUDXKZGEIAYS	IBKMTPEGNRAVHSQLUYZDOXJWCF	UJITDMRCKSOLFGHZPBAEXNQYWV	LXIADBWGCETFNSJUZMHPQKORYV	PZKLFURGTQOIECWJSAMHBVXDYN	TVYWIJGOLCKFRHAMESBUQZPXDN	VLSDTJBKWMUNIOEXPRCQGAFHZY	HSLRBPKZCAIYEWJNOVGFTXUQDM	MKCBRXHJZTDYAVNUOLEQPWFSIG	FNUQVMPRBGDETJXOIALCWKZYSH	LPRYZFSKTNWOBUCJEVGMXDQHIA	IAPWNJLYKGXCRUBQVOTFZSMDEH	0
main	70 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 256.458049936 	K 	F 	0.0 	6 	0 	1.0 	DRVJKGWIESFBNPUZCLMYHXQOTA	FNPYRKJLVDXHWQOSAZUTBCGEMI	ZJPVYIQGLUCRNMWDEXATSOHBFK	FVPIBZLAGUHMTRWJYEXDSQCNOK	NUEDTXSVGFIYQOPHABZJCKMWLR	FSYZWOXEQMTIPHBJCKDNGUVARL	PVGMOSZBXFKNHIDLUAJCQREYTW	QTDRUFWVYOHKBLIPNEXAGSJZCM	AMFTSXYHGDZVNIEJOQPWLUBKRC	LBNAFOIKZESTDMYXVHGURQJPCW	JAQPXZLCBHVNTIOUYSMDFERGKW	GSDXPQEYLAIMOJWKVHRUTBFCNZ	DVNUSJCELXMHWZKRQPFIGAOTBY	WBFZAEMXGTNCLSVHYDOIPUJKQR	NCRUFASIJOQVEWDTZYMLGXBHKP	KVQPGDZCXRNUIFYOJMWELABSTH	RINLKGWXZBYHCUOTMPQVSFJDAE	UBCHDYEQXJNOILVAWRTZFSMPGK	KPFNJAHCLEMWTGRYXQZOISUDVB	OSLZHWAGTUEXYKCPJQDFMRIBNV	BZRXTJVIPOHMFCLYGASKNQWEDU	0
main	71 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 67.1213136881 	Z 	V 	0.0 	18 	0 	1.0 	BKPYZQGCOWSTDEHVFAJIRXMUNL	VZBRSOYXKCLIWFHAJMQNTGEUPD	FLOASCEVHDTYPZMJRUQGKXNBIW	SEQLPDNRZHAOFTKWIXJGYMBUCV	EQWIXABLNVCGDUSTRFZYMKHPOJ	MTIGXHLVBRQWOYCEDZPNSUKJAF	VIUYLMJGDRBQWEOASKHXCPNZTF	OLDVKRUXHZMAIGNJCQBTEFYPWS	NMDOGYXIKFWPSULCJQVHZEARBT	KCEHAIMUZOLGTSYXFBNJDWPQVR	VLFUTZDAYEHGIRQPKCBSOJMNXW	GWUXTLVOASEJDQKFHIBRNYCZMP	WQMIZOSXPVRCKDBAHJNUEFTLGY	WIMCKNLUJPDSZTOQHEAFBYVXRG	WCGBPFVKQSUENZOLDXIARYHTMJ	GPXZEOYFDWJVTQMICUALNHKSBR	ZITLNBGAOPSWKUXMDHFCVERYQJ	WBFIOHTZCAQSMNDEGKPVRULJYX	SHBNJIVZYUTOQFWGECDAMRKPLX	RBKVYCZGTNEMAJHXUWDQFOLIPS	WPNHASGUKIORYECXBJLVFZDMQT	0
main	72 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 271.455936373 	M 	V 	0.0 	0 	0 	2.0 	BZNDFAVKMCGEYTUSJLIOPHWQXR	PGCERKSTUXIFZWAVOHBJMYQDNL	PQFRCLNBKSTZUEAWIDJMXVGYHO	ZXCQFBYGLVNWERIPAJMSTHKUDO	KVWARTSJECZOIMXYPHNLGQDFUB	GOFKPQRMYSWJNHDEXAUITVLCBZ	WJMBFKOZUQNHLXECIRSGYDAPTV	KILHYUMPGCJSQFTVAZBXDNEWRO	BWGIAOTSNMCYEUQKHLXDVZPFJR	DHNUMBEOZAXYVRPLTJCIWKQSGF	BMXCTUGAVQDIRYKOLWEJNPZSFH	VJQFULREAHMICTDBKZXONGSWPY	SGJQTPZMNWUCHFLXIVYDEARKBO	MHUFWZBIAOLKPQJXDYTGENVSCR	VFCAYNQGKPLUWROHSEBXTDJIMZ	CMINKLDRBXGETAFHYQVOUWPSJZ	SFZICXAOJDBPLTYQKEGRWMUNHV	FEAKTDZMCLVIOUPBGJNRWYQSHX	NEMVGJFXTHYBROSZDIUKPQAWLC	KQOMRWDAENSXHIUTLVZJGFCYPB	SQETMKFOBANYDLIRVCUHPGWJXZ	0
main	73 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 70.8306615031 	R 	L 	0.0 	11 	0 	1.0 	XLQZNJDVUIAFHOKWGRCPYEMSBT	DJOKUBHCSGRPZVELXYNIAFTWMQ	XJBEWPZDKRUOMVFNIQTSAHLCGY	UWQPNCJBTAMFRVYEDKXIZHOGSL	XNRHKEODMTSLBVCUWZGYIJPQAF	UGDMHEJVXBYZLQTNPISKWRAFOC	ZTVPROGUMBFJYIHLQDKNSWECAX	MFXZJBWORQDCILTEAKHUGYNVPS	XJPWSRQYEUCKBTHZGFVOLINAMD	KVHCTNPBQOJXIYMGARSEZDWLUF	RKFMICVSJUQBTWEPHLYXGNZDOA	AHTIQZKEXLRPUJFWSCMYGODBVN	PXZUTLMFSJIYNGQKVWBAHEDROC	BSZUFIHDWTMKXNLEQYOAGVJRPC	MFSBUCDGRLQKYWXZNTIOPAEHJV	XIQSONCPARKVFZLGDYHMTWEBUJ	GISENDPRYJMFAVXHWLCOKZBQUT	QJFVHWKEYNPCMAXZLBRSGTOUID	DWEAZTVCGHOIPYUKMRQXLNJFBS	AVHCGBZDUNEPRJLKFQYOSIMXWT	JWSGLNXVQIRMAFHTEZOCUBDYKP	0
main	74 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 257.753379384 	Z 	P 	0.0 	10 	0 	2.0 	HZEYICNMXUFLOKWJSQAPGRTVDB	PUKTXJBZLMCVFQRAISWNYHDGEO	BITWYUVCPZMEQKOXJAHRLDNSFG	KVAGHTQCIMEJBLNYRUSWPXODZF	KLXAVHGQDMCTJBREWNSPZIYOUF	GOLFYDPETUCZMRIVHJWQBANSKX	GBTUEYFKRLSDQZMVPAXONWCHJI	NCDFKMYBPXVEJLHRQGSOITUAWZ	TNKAWOBIDXYCEVQSURPMJHFLGZ	DKRCVUXZSPWITOFABQHELGMJYN	HJNGYXOPFZMBWAVRQTUSCIELDK	GSFLNOXYVIHZMUAEDCRQJPWTKB	QUADTZBMLVJOCESNIGKFWPHXRY	QHBWRYZPFDNGEICXSVOAJUKLTM	OADIFRKWMQEZXPUCTJBSYNVGHL	JVTCWEHSNMARDIGBUZLYKQXFPO	WPLJIFAKTZHERVGSQYOUBMNDXC	QXUOGEDYJWRNZSAVMLPIHBFTKC	DVATEQUBOZSXJCRGKMINYPFWLH	HJTCKXDIOQLPGUZABWEVRNMFSY	NASZQGROVUDMXLJWCHBPYIKTEF	0
main	75 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 130.304243483 	E 	K 	0.0 	17 	0 	2.0 	AXHMOJZPRSUNDVIWYQFBCLKTGE	IBCKDHWXLRGASVMZFYTJEPNQOU	IMRSDBEFLQJZWGYXKNVUHCPTOA	NFEKTQLVPHMXYROSGUDZWBCIAJ	TLYZGPWKUSXVRIFMECDABNOHJQ	RKMPFQAOCTYIEHBXUJNVGWDZLS	WGYDBUFATNRKPILJZHQMEXSVCO	LGFMOHTXCADKZJEUQBIPVRWYSN	EVRGNSDMPZKUAFXWJTQOILYBHC	RECWOUPVZHDSXQJYBTGMNFLIKA	KGTMSQVZDXNLCRYPWEIJFBAHOU	YQOZTIGSWBUMLJCVPDRXHFNEKA	BVSMQDATICGHJEFUNRYPLOZKXW	PRSBKIZJADYVLQGUXTNFOEMHCW	SBQGPDEZWHUJMXTKNYIVRFOACL	DXYHMUWFNPOIBRGTKASQCVZELJ	VZFCLRMTEBSJPUYXWOKDGAQNIH	ABFTZDKHEJRWCPSIOVGYMLNUQX	VUPTZDLBSWGOXAIQMNHEJKFYCR	DMFZUYQHOVTSWNLGBKJIXEPACR	RWPZKIESCXFYMGABJULVOHDNTQ	0
main	76 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 77.1696481017 	P 	I 	0.0 	16 	0 	2.0 	WXQTRFNCJPLIMYSHKZEBDAUGOV	EVSDNWARJBLZCKMHPFTYGXOQIU	DRUVPANWJCQMKBFHTOYZSLGXIE	QRDXCVYLTPBOFAKMEGNUSWIJHZ	DZSXGLCVBIHWEFKAPNYMOJRTUQ	SPRGOZVEWHANMTQUIKFCYDBJLX	XDVLNRAWFPGBQIYZUHMOJSCETK	WJSEMTGPBVCZYXDNLQIURFHAKO	NTUMKALWBPDEFHVIJCQOGZYXRS	QDWMTPCFNZGUVEIXABSLJORYHK	KGOFUSZAHYTJDMENXVLRBICWPQ	WVCGRPXQBDYKJZNIAHUTSOEMFL	RJVSGCNPXFTLZDYEMHIAUWKOBQ	JOQHLZKIEXMRAPDSFGTBVUNYWC	JRTZEAUGHLMPCSIVQNBWKXODYF	LIWJFZSRTGAQBPNXYDMUKOHECV	HJTCNRKISPBLFUOGVZAMQEXWDY	MWBAUFQDZJCPGYONLTRVESKHXI	BNYICUDZVXLJFSHREPGOATWMQK	BDRXYMPUCSAZIKHJVTOFWQNLGE	JQAVTKHCYPSIRGWMFUXZDONBLE	0
main	77 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 75.5992257828 	P 	O 	0.0 	16 	0 	1.0 	WCBAFOTLPMSNRZIEXJYUDQGHKV	YMVLXFWSHCQKNIGTBAUDPROJEZ	NTDOIKCYPQJXHUBMGVZFLSWREA	XVWRUGLEZNIPKSQBFOYCADMHTJ	UWMTSNCJGZIPFDQBRHXVYKOELA	SBOTWGEFKDUXLAVHQZMYCIRPNJ	DVQWZPONGRSJLIEKMBCXAUHYTF	ZJOMADPTWLISNCEYBRQGKFHVXU	NOSWCZGKYQMIPERHLUTXFBADJV	OEKVBUCWLAFRGQDNYITSPHJMZX	WMTXVUFNAOKDEHSJPRYIBCGQZL	IYVXBSHJAFERGWCQOMLNTPDUKZ	BPTGKFHXIEVWMSRCYZALDJOQNU	IGUTHNCRWZOAVYLFSPQKMJEDBX	XMWPUCVJNEFHGLYQIRZKDSAOBT	EKHWILMUJTXPNVFQDRSGCYOZBA	XRWJMAKHBEOPFGDYTQNIZVCLSU	YWELJAFVCQHIZSPTMGRNKXUBOD	WZMGXJBCVFNSPEUHAORDKITLQY	PRDUZYGWNMEBHCQVIFLSTXOKAJ	MYZOCLTXJKUAEDRHSFIVWBGPQN	1
main	78 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 71.2556282877 	W 	R 	0.0 	16 	0 	3.0 	QNTEKJMFIHOCDSVUBGWRAXYPZL	SPUMALCZQDHGYXIBFVNJEWORTK	FPHURINCWAVJXYSGZOQDLETKMB	CWUTXDAQPJHYFOBVIRZGEKSNML	EHTKGJDLCUMFBPASXOYZQIWNVR	MRZGNYOSJUDIHAVPQEKCTWXFBL	ZRWNKGIJXEFMBQHTAPOVLCYDUS	WRUNIOBZTFAGQVLHPSDEKYXCJM	EGHVOXWJDKSRAYFBULMIQZNPTC	VHWEXCYABZKPIGOQLRJSDTUFNM	UWHGXNFZROQITAKPBVMYSCLEDJ	GKRQJVSHEOXAZBPTFIUCLDNMYW	EZDGVSAKNIFHCXWUTQPBJYMLOR	LMIPBFDEZOKGQSCHVAWNYRXUJT	ROJYMBGICSVWETKFNDZHXQLAPU	UZSAICBHLGEVTWMRXKPFNYOQDJ	JFHNQBSLGRMTWDXKEUOIPAZCVY	EMAFPOQHNRKZBDCLTYGSIWVXUJ	GTFZAIEVDSJOWKBQMXHLNUPCYR	BGZCAMTERXPNYJWIFQUDSHOKLV	HVPXMOBSTQFWZUAJCLYGKNDIER	0
main	79 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 269.104355416 	P 	K 	0.0 	13 	0 	3.0 	BLVEAUPRJMYQSTGIOXHFCKWNDZ	WARFPMNJGSDUYTQZEBLOIXHVKC	HUQGSYOMNRWIXTLVDJFBPZAKEC	RCPQZBIMAXGSHUEOWKDTVNLFJY	QCRKPDAWHIJONXBSYLTMVUFGZE	WMFAIONGCZQSVBRDXLUJYKEPTH	SFOKHMGEABDPUXLWZVRIQNCJYT	DBIGMQHFETOJYXPKURAWNLVSZC	WTGBFHUIDPZXORLYNCVKSQMAJE	TYELHAKVBJPQNISORMUFDCGWZX	TPKUCRAEHQGVZOYIWNSFBJMDXL	SEZHABGKPNRVYCJWXTDFULOMIQ	ALKICNJDYQRSOBFGMHXWUZPETV	FUNMVIWOKYJPZDBCGSHXLTAQRE	OETCPQDIWRHLJYMZNKBAUGVSXF	JCQANIEYDRTGFVSMPXUHZKBLOW	TCSBXQKHWRDAPYEIFZVGMNUOLJ	CKHOXSLJRBYDETPNGFQIMZUAWV	BLDCHITVJNOYFWSKRQMXPAGEUZ	DZGOYICQLVMFHPEKSRUNAJTWXB	JLPUSKEMDOZXTHRVBACNIWFYGQ	0
main	80 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 35.92994825 	W 	W 	1.0 	11 	0 	0.0 	EQOTWXSILBDHZPGAVNYFRMJKUC	IXSBLFUNQHGZRPAKCVYDOMWTEJ	UIEVTGYFLDBWAZRMHOXCKPSNQJ	FNWSGQLPYDEATZKROUHVXCJMIB	SFLVGWDRPHCMYIJBTEZNQOUAKX	VTJGFHXEYMRZDIWSPNKOQLCABU	OCKYZWFJXARPUGMVDHLNSTQBIE	CIMQEGXHBTONZFSLKWJDRYPUVA	GLYFBWJKDHMICNEVPOSRUZQTAX	XKSMPVCAGUTRNEOWHFDIQLJYZB	VRZIBPUSGFKHWLEAJTYNCQXMDO	KAHJNTMPWIFQUOVSXEBZYGLRDC	TQUYMFENAZLOVBSDGWPRJXKCHI	SDJIQUYGWXTKOMHZNFPVACRELB	GUKRSNZEWQPMHBJFXTAOYCVDIL	KYPOSGZNLXMHRAFEWQUTVCIJDB	TSHGKJUCXAMEWOPRVLBIFQYDNZ	UYPFRXJCMTQGLOHWZDVEIKANBS	LPXGDYEUAIRKSTWCMNOHJVBQFZ	AEJXWDKNGZHLRFIOYPQVBTSCMU	PFZEAKBCXMVTQOSJWHIGURNDYL	0
main	81 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 80.35268866 	R 	Q 	0.0 	10 	0 	10.0 	IAUHFNPVSZKMREOQTXYGJCBWDL	FNPRJQLHSAOTIUYXMGDZKBCVEW	FMRYPVSZUBWQCGXILOENTHKDJA	LIMPUFNDYRWCJKGVATOXZESBHQ	MSYLHGWPEBIOJRACTZXUKVNQFD	CFYBPIOMAKTJVXZSGNQWELUDHR	ICRLKYJGNUMZXTEBQDAHPOWVFS	GOVWRPQUITANJLYMBFDZKCXSHE	CSKZIMFTPHGYRNBQDLVAOXWUJE	OILAHQUKZTGMRJSEDBNCFXYVWP	AYXIKSLQZMVPTGUODRFEWNHCJB	OIBDMLQHKRVTZPUFAXSGWJCENY	PTQKIMJYRNDSFLOCHWGZAEBVUX	HQTUDAKWVIRCSYEGZXOMFPNJBL	LQZVTAEUXIFPKYBOCDWHGMSRJN	PVFEMLKHABUXGJRZQWNDYSOCIT	JENOYSIUXWCDRLBMHQAGKZTPFV	SAXHFNGPUJMRCWTBLZEVODKIYQ	BWRNSJEFZKLQAYUOMCHVXGTIDP	FIAXWDUVYTQBZLEKOSHCPJGRNM	XOPLERVAYISNZCHQUGBWKDFTJM	0
main	82 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 132.843075312 	R 	G 	0.0 	19 	0 	15.0 	DPGBFLIMSQWXNOKYRCAETUHZJV	HYUIKLWCFANQEVTBRGSPXOMJDZ	WCJGXBOSTEDKFHQRLINMUVPAZY	MKYCPUWDQEVASJFRNLGXIZTOBH	ADUPOMJIBXETCWRQFYHZLNSGVK	ZKFATCUSOPLQWGVREHBXNIMJDY	DBERLCVJFSIHWXGUQPYOKMNZAT	RSYOMTDHGUEILAQKJBNXPZVCFW	ZUWYXHKFSMCTOLDQEVRIPNBJAG	PIFXBUZWDLEJHKRVGQNSCMOTYA	NUOGKSFDYXQWBVRTELAHCIJPZM	VSHBZEGDCAXYLUWQPTNRKOIJMF	ALRGFVOKPNXZWQTDEMSIJHBCYU	WABUKRZIFLMJHTDSVOYPNCXEGQ	HWMUXCZRANBOJEDVTQPIKLFSGY	BSGJEQAKMCHPXVUTIFRDZNYWLO	CWIRYVBPFNDUOQSJTHGEAZXLKM	OYEGVBCNSTDJWFMHUQRPIZAXLK	SBQDVCZLENXRWFPJKTHMYOAUGI	IUCZOKEXGABJVLQNHTYPFMSRWD	WNGEUFVSBOPQHKIDALRJZCYMTX	0
main	83 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 32.0105627489 	J 	J 	1.0 	9 	0 	0.0 	ZNDCTRPEUFQGMJKOWLVXYIABSH	TAEQXIHJVKZMFCGPUNRYDOLBWS	ZODEJSFKQRHBMIUCVWGNATPLYX	ZAJGHNORBIWPFKLCYUXQVMSDTE	WDFSJZMPXGEIYOBUHNARVQCTLK	EYMBOGCFNWRLHKZSUAJXVIQDTP	HJKGUINOVRYBSTQLPAFWZDMCEX	KECPVFOQLRXTJHDBZNYUIGMSWA	SKUIHFRPXLCZJQNGABMEDVYTWO	QCYEBAKUPOJLIXVHDFNWTSZGMR	NEQXJZOIGMSDPVARLWHTFBKCYU	QTMGXHCBVFIWZKJSURDEANPOLY	FLEGIWHXNCZKMJRYBTVPUAOQSD	DJUQRYHBZPTOLKXGCVNFSWAEIM	WPFSZRVDNBYQMELUIKJOCXHATG	WHVLJZQBDCOSATUFKPERYXGIMN	AHYXQFDWOSVGJBLKRZNMUEPITC	NAUKPSVHJDOICEWYMXFTQBRLGZ	QBZJXFGOMSACRTVWHNLDIYKUPE	XIHKTSJPQBMWNDGCLVOUFERZAY	RIHAZYUFJKGQXPCWNEOVBSTMLD	0
main	84 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.827909358 	W 	Q 	0.0 	3 	0 	1.0 	DWFLOJAZEBMKHRCPTISYNUGVQX	UVEZTOFSYAPBWKLGJXRNCQHIDM	YNRXCTOUSWKDVIMFQPZAEGJLBH	ZTLEDUVXQWSYFBKIJMOPNHAGRC	VARSXIMECKTDGBWUJPZOHYLNQF	DSYJTBXOKMGRWQPUINECFVAHLZ	PXWHABFMRGVJEUICKLZYSQDNTO	AXUPTQVIWHNYFESZMDBLROKCGJ	GSFRWLBTZJXVQNCKDAIYPUMEHO	VJLAXCQWTZDGOPFNYSEKBIUHMR	VPHYABKEWSCQMZNUTIFGJXLDRO	BGYNLPDRZXKTWSUVHJEFOMIAQC	ZGXDYJCRKBSAUEMFWIOPNVLQTH	AVWNCDIQBXJOETPMRHUFYZGSLK	HARPYFVTDNXCMQGWSKEBJLOUIZ	GCQKOEZWNPJTMHVXSYBLURADFI	GXCFHPYOSEJKAUNVIWMRDBQZLT	VWYSMOLEPXUKBRFICZAGHNQTJD	EOHJRUNWSPAYIQVXKLMFZTGCDB	YWKHLAIEPQVUMJRCXGNTOSZBFD	PVQNBSUMXGEOJALFRWTKCYHIDZ	0
main	85 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 271.455936373 	S 	U 	0.0 	14 	0 	3.0 	OLEDBQXPFGVMZCIUJYNKHSWART	QJRSFOTMUHNCAYKGDEXLWPVZBI	UIMFREJOYZWBQTCSAHLVGNDPKX	CLEHXNYUITVKPJMRQGZDSWABOF	EZPMJNLKHRFCBGADIQVSOTWUYX	WLFYKPQJXAONDTUVERSZGBIHCM	GBQIUWLADPEXONZTMRSJHYCKVF	JOXQEBCUYZPVDNTWRGIMFLKHAS	UXMZCLJTEFYKPGRAHSBOIDQNVW	ZGTSUQWBYEJLRDNFVIXOPCKHMA	ZPXSMNHGBCYFVWAEULOKDJITRQ	TZCSAWQNXMRYUFDLPBGIEVHKJO	SZOYXUBLMJREKPCWQVHDFGAITN	IWORZCAYJQXGEKNDTLVUPSBMHF	QCDVYKUBISNLMZTXWPRAEOHJGF	CNDEHBZIYWUVGTXJKOASFQMRLP	DFGYABVHQMIUJWNZLOTKRPECSX	CGLENWDXOBATQRKVYZIUSMFJHP	QBEXAOWZUIVCJKSGHYNTFPRMDL	GEDTVACWRMINLQUPJYSBZFOXKH	RYBLQJPFNGOWZCIDAUVMTKSHXE	0
main	86 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.927049036 	N 	L 	0.0 	19 	0 	3.0 	AKCYFEVJRQHZSPONTMBUXIDWGL	CZOSRHNYIVEFPTGBAUXJWQKMDL	XZCULARHOYSVWFBKIJPMTNGEDQ	FZOHIPNSXEGQTUKDWCRAJVLBYM	FIKNVPRQOTGZMEBXLCJUDAYWHS	RLPSYWNEBFQVMOKXIHUDCJZATG	PKJTVBLFRYUMXHQDSAOCNIZEWG	EXNMSOCFJHYTKIDQBPUZWVRLAG	QUTYBEOWRXCZJVLSPNAIDFMKGH	INVGOJAZHXCDYTMLSKUWEPRFQB	ZNCEILVURFHAYMWPDQGSOXTJBK	YHALBSEPCMVOXGRWJNIDFQKZTU	OEDJMUNKLRBWHAXFTGSVYIQCPZ	UQBTVJDHCAGXREYIFZPNWLKSOM	GXTBJDFYQSUWPIZMLOKCNRVAHE	PMFDGQVIXOZUYHLATJNRESWKBC	LRIKXQBFVAMOCGWTHSUDPYEZNJ	MIHEGUZWSBLXPTVRAODFCQJNKY	BETAZKQPFIOHUMRDNVXGLYSCJW	KBPGATCEULMINVHRYOSDFJZQWX	XUJPDIVLTWEQHYABZGNFKSCRMO	0
