experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	11 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 135 	J 	2 	J 	1.0 	1 	0 	0.0 	UFEYSLPVIWZTGRMNDOBQXJKCHA	GWDMITNRPLJVUAOYZKSFQCBXEH	HLABRFZOQPXEMJSNYGCTVKUWDI	CQDAIEHLYSKVGONZURJWBMFPTX	KHWTIMJSEXBAZGQRODYPVNULCF	YITSHCFDNAOBPVWKQEMZUGLXJR	DPOYMJTRHKUIVSEBZGXAFWQCLN	ZJCNKLHDOYPTBRUFSQXMAVWEGI	0
main	12 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 135 	D 	0 	Q 	0.0 	0 	0 	1.0 	ASRXKCZVQDIGUEJMFPBNHLWYTO	ZSWIJOXCPKLNVMQRUYGAETHDFB	-99	-99	-99	-99	-99	-99	0
main	13 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 315 	K 	0 	S 	0.0 	1 	0 	1.0 	YTWHIAUJKVBLSZDOGNQEPCXRMF	RBGTAQOZEMSKCWNXJUVFLDYIPH	-99	-99	-99	-99	-99	-99	0
main	14 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 270 	P 	2 	L 	0.0 	0 	0 	2.0 	MHYUVRJBXLDPTFWIGSEQZONCAK	YBGQFCJTIXZEKDPUVRHLSWMNAO	-99	-99	-99	-99	-99	-99	0
main	15 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 225 	K 	2 	Z 	0.0 	0 	0 	2.0 	VFYQXRZOKNPHDGSUECWTMJILAB	LWDZKUTASRXBEHPMCQYFNGJIVO	-99	-99	-99	-99	-99	-99	0
main	16 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 225 	S 	0 	S 	1.0 	3 	0 	0.0 	MBPWTHLXDJRQVUZOKYCSEAGFIN	BSNHQPVZDXUWOFGMYLEAJICTKR	KROVJNMZWHSAPDBUGFXITCLQYE	LMCKJWYIQXSFUBAVHGRNEPOZDT	LRYVDQPFTUEICSOGMBJXWKAZNH	IUOHLYNTZBVPQEXKJGWDCFSRMA	TLHEGJMXCBNZPQUDVSAIKORWYF	OVTUINCKGXHALZQPSRWMEBJFDY	0
main	17 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 0 	Z 	0 	M 	0.0 	0 	0 	1.0 	OURJGQMZVKCXHLTEIFDASNWYPB	VRTDFSPBIKNAELYCHWGMOQJZUX	-99	-99	-99	-99	-99	-99	0
main	18 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 270 	V 	2 	D 	0.0 	6 	0 	1.0 	YXLUJPETZGQIFKVANHSCMBRDOW	KUBASTIQGRFCMENHWVPLJYZXOD	SQJNELOWBPTAYGCFKUXZIVHDRM	DLWBIXQFERAMTPNJYOZGCSHVUK	BWSPGFRQKNTDVIACYJLMZXOUEH	ZYGDOHMEFLNXJWVITAQUKRPCSB	AZONLIDVEKMRFJHCPQYUBSWGXT	LWIODFSABXTGQEHCKUZMJRVYNP	0
main	19 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 315 	S 	0 	S 	1.0 	1 	0 	0.0 	FXZPRQSYMNBGVKHICJLOTAWDUE	HIDPGOSVTQCYEKMRAZXBNFLUJW	NGRJSMZHYBDFXTEUCKOVWIALPQ	OWXGPEHFTCZMLBKDIUSYJAQNVR	WCTSKMROZNADJFEBPYLVGHUXIQ	TWLMAXHPQFRIVZNKUCYJOBEGSD	YGZMCIURFAOPJXSEKWVBHQNTDL	ICMSEVXPGTOLJBYHKWZNADRQUF	0
main	20 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 180 	Q 	0 	Y 	0.0 	5 	0 	1.0 	XLVIEADFMOWBUGYNRTCSQHZPKJ	SZFDWGYPQHCXUKRMABIVNOELTJ	FBVLDJCXRAGNYQPIUWEZHSTKOM	CVMRGBQLANHXUYEPDWOJFSITKZ	YXPNBVDHFQILOJACRSWMKTEUGZ	VLWMPHNZYQCXOTIEAJRSBGFDKU	SWGACZFNBHLRTOJEQYMXPUDVIK	NMSRTCBGQWZOKULJIVHXEPFADY	0
main	21 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 225 	S 	0 	S 	1.0 	1 	0 	0.0 	XVCDMWHIZFQRBPJAGNKOESYLTU	ABYCXRQFSEDHTKIUNLJZOWVGPM	-99	-99	-99	-99	-99	-99	0
main	22 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 90 	O 	2 	Q 	0.0 	0 	0 	3.0 	MXVNWJLQPYOTASHZFKDIUEBGRC	KFIVGXZBRUPCHMJEWQSATDLONY	-99	-99	-99	-99	-99	-99	0
main	23 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 135 	N 	0 	K 	0.0 	3 	0 	3.0 	ZKTAQSGOELNHFDYRWPCJBIXMVU	AZSVNBPOHXIYCRTKMEWLDQUGJF	PYADQJFKRGIEVZHUWSNCMTXLOB	DXAYQCVRKITNMBWLUJHSOPFZEG	AFGLNJPYTHZCMOQXVKDEBUWSIR	OFYGLDMQVCKIHAPNWJUZXEBTRS	HNPUMKJABFLRZGDWYEISTVXOCQ	JLHBEKGCVQFXAPDSIMOTWNUYRZ	0
main	24 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 45 	G 	0 	J 	0.0 	4 	0 	13.0 	FNCTZGABKLOEIYMVWRUHQSXJPD	WRCLJIDFQBXMTKEHUPNGZAYSOV	HTDEKQPGXWNSIJBUVRCMOAFLYZ	ZHLBPVCJYSTNAQMOGIFKWRUDXE	TFYVMEJXHNQKZRSPBLUGDAOWIC	ZVGEXQOKINRUJPCBMYTLDAWHFS	POIEDAYGVRQNHUSMKTZCLXJWBF	GFONSRWLZDYIKVQAPEMUHXBCTJ	0
main	25 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 135 	A 	2 	A 	1.0 	0 	0 	0.0 	UZYMNKBETSALGQDJHOIFRWXVPC	CAZPHGIKLQBJXMYFRDWSUOTVNE	-99	-99	-99	-99	-99	-99	0
main	26 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 45 	M 	0 	Z 	0.0 	1 	0 	2.0 	JSTXPUYLKNAQWEBOGFDIZCMVHR	RHSEPXOZYMIVLWKFBGQATDNJUC	-99	-99	-99	-99	-99	-99	0
main	27 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	C 	2 	J 	0.0 	1 	0 	1.0 	HICYQLDUNZAPXWRVMKSJFBGTEO	VWQGIUNRYJCXOEPMSDATBZKFHL	-99	-99	-99	-99	-99	-99	0
main	28 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 45 	W 	2 	U 	0.0 	0 	0 	1.0 	KFTXDGLBNMUWJSHAOEQRIZPCVY	BRCVNOFGUWDSZEKAPQJXLYTMHI	-99	-99	-99	-99	-99	-99	0
main	29 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 45 	W 	2 	H 	0.0 	3 	0 	1.0 	MJUVRLDWGBQKEPCOZXSNAFHYTI	WUYSIQJMPZDXLOCFNHTBAEVRKG	XMVKBHJISTQWOCNRGLFEPUZDAY	NFIPKQALYHWTCVDEUGJXBMRSZO	MLWIDXGEYJNBACSUQFHKVRPZTO	TEXPLZYAQSUDGCWHFJONIVMBRK	XQAMOCPIVDGYHZBFKLTSNERWUJ	ZFPIOKWGSBVNARHEDLTYCXQJUM	0
main	30 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	A 	2 	A 	1.0 	0 	0 	0.0 	NKEGTWCFOAQBIVUSJMHPXLRZYD	ASKIEHMFOVQRBLCPTGZJDUYNWX	-99	-99	-99	-99	-99	-99	0
main	31 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 315 	E 	2 	E 	1.0 	1 	0 	0.0 	WDCSQYUIHKEPXMBGRFZLANJTVO	TRGOSPUEIYDXVNHWBJAKLMFQCZ	QYBCTOJEVZPFRAIXHLSUMNKGWD	PCIGVDBNYUKHJRQEWOTXZLMASF	TVOIRJWXGPHDSAYEFMNQCZULKB	ESWXJDUINOAFMRGPYLTBHKZQCV	GKSHADPWXFEVIURJTOQLCBNYMZ	WNAGMRVIELKFPTSUXYQOBZCJDH	0
main	32 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 0 	H 	0 	W 	0.0 	0 	0 	1.0 	IVMTXODAWHPZKRQGJBEFLYNSCU	BQMDUGJFEXRHSIVNTLYWOKAZCP	FWYBXGAJRNLHKSPIEDZQUTMCOV	VOYFWSCUJQTPMIXALNEGDKHRBZ	VOZJLEBUIWCGYRHAQXDPFMKTNS	LZAUFSMRGYWJNHOQTIEVDKPCXB	ZIRNKCYEDSOFMGJPVQBXLWUHAT	VCSETMQPZJYKORGIBUNHLFDAWX	0
main	33 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 180 	O 	2 	R 	0.0 	1 	0 	1.0 	CWMKAEVFODXRNPHZQUTYLBIJGS	TFVPHZDCGROYLWJNIBXQSUEMAK	GEHAUZDQKIOMJFTRLWBVNSPCXY	MIJUPHQSOKBREYGVXANWCDTLFZ	JFHXUESKALGBIQDOTWZCPMNVRY	UYKRGDNBHIAFXWOTZSVELQPCJM	MQEBFDUKYTCXGSIWJRPAVOHLNZ	TGDYMAPWVJFXOBUISHQLNRCEKZ	0
main	34 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 315 	F 	0 	E 	0.0 	1 	0 	3.0 	NLIYVRKTBOGJZPUHWFQDCXMASE	ZHTUSGWEPVFMRCANLYQIXOKBDJ	-99	-99	-99	-99	-99	-99	0
main	35 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 0 	L 	2 	L 	1.0 	2 	0 	0.0 	WPUMBTYLDXOSKHZNCFQGARIEJV	NCDXTZPGUWJBAISKFVRHMYOEQL	XGSCYNLUEHDKBOTMVIJARPWFZQ	KSZPVEXFATJDROBLWQUHNMIGCY	GJMXCPKQZYVSELRDFTBIWAOHNU	ZSYIRLMWJDFAPBNCOXQHEUVTGK	TVQSFXMJUNBKYZWCPAIODGHERL	LGPEZWDVBRAQKUCSTNIFXMHYOJ	0
main	36 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 135 	X 	2 	Z 	0.0 	1 	0 	1.0 	PHLSQEKTMFZAGNIWVBUYDOXRCJ	JGCYERVOIZXQPNDLBFTAWKSUMH	ZBKQWNSFETCGLMXRPDHYVJOAIU	AIOTUFMCEBLNPGQWHZJVRDXKYS	ULDFJQYZRBMCPIOVAETWGXKSNH	DRYQKCPIGAHFEXUMNWSZVJBLOT	YFTVHQJNXZGEDIOUPBSLMACKWR	LMGIPDKRXEFZWNHVCAQTOBSJYU	0
main	37 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 90 	N 	0 	C 	0.0 	0 	0 	1.0 	SJQPMEOURCNTHIYFLBZGVWKDXA	ZCJPKSYDLXQFEHTBIOUNVWGARM	RTKLAIMEZOJGVUBSPHQYXFNDWC	EHXIALZYVNMOTWGDBSCJURPQKF	VTMPQWDYOKAXFZLEHUCGIJSRNB	LGPAVZSDFMWXHTQUIEOCBKYJNR	DAWVKXGQJMRIBEZOPFSHTNYCLU	LCGHFTWZJQYVOUKBXIDAPMRSEN	0
main	38 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	X 	0 	D 	0.0 	1 	0 	1.0 	FTVLUNHRQBJZOPSCMXEKDIAGWY	GASCLBZRKUDXFTIYMEOWJVNHPQ	-99	-99	-99	-99	-99	-99	0
main	39 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 225 	Z 	2 	D 	0.0 	7 	0 	1.0 	YFBTLZSHMNVKPEUOXQGJIAWRCD	OFAEZLYXQCGVSBWMTKJNRUHDIP	UAVBXLFKQRIMNCYTZJHOPGSDWE	ADYPZOILXNTQKMFRJBVEWSHUCG	KVSMHTZIQOFJGWXCNLPADUYBRE	XDZSKHNCMIFVOYARWGJEQBUPTL	IXBEUOCSMYJKAFVZGQLWRPTHDN	VGLMIEQDZHXPOJSCBYKFNUWTAR	0
main	40 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 45 	U 	2 	H 	0.0 	0 	0 	1.0 	FAGJRMPCTVHUIKNBOWXDQZLSEY	QXZKRPLHFNTEUBCOJWGDMSIVYA	-99	-99	-99	-99	-99	-99	0
main	41 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 90 	H 	2 	H 	1.0 	2 	0 	0.0 	EIXFBQKLHANTRODSVYGWMCUJPZ	UHIBFCREJWGTOMKPLANQXZYVSD	MJAUWQCYEGHIBSDRVPOKXFZNTL	NDVTSPUKIZGLXFQJRWYOMEHCBA	QUSHJMEVRAXGBZTFLDPNWCKYOI	QOPTJDYLNWFRUZMIECKBVXSAGH	PTWJSCYXBIVMHGUFANDEZOLKQR	QUEFCXHRJWDPVKOBZMITAYGLNS	0
main	42 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 0 	X 	2 	T 	0.0 	0 	0 	1.0 	VOAFLYWSBTXZKQCEPIMJRUNGHD	YMAIGBWRSTEDJLKUZVCNPXQFOH	DVYLUESMPXKRBGOITQJACFZWHN	IPCKRVEYZQFXLNWAGJTHDBUMSO	KFULJWEYTSXNBGHPDOVMCZAQRI	PFSWIKZQAYJLMXCODNEHUBVTRG	EBWIJRUASQYKXNPHLOZMDGVTCF	DPENVQORZJALKCMIWYBXTGSHUF	0
main	43 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 315 	U 	0 	R 	0.0 	1 	0 	2.0 	PCQASFBNZTHWDEYKIVUGOLMRJX	VQFMEHRAULJXIZWDBSNKOTYCGP	-99	-99	-99	-99	-99	-99	0
main	44 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 180 	U 	0 	S 	0.0 	2 	0 	2.0 	TBWJGAEXURLZSFCPVYDQMIHNOK	WCEBXNHUJMGDLVPRASFZOTIYKQ	AMCQILSTUFYWNPKXEGDVRZHJBO	NGYEIXOBKCVFSDZTHJRLMUAQPW	OGERKFYZWUDMXHTCJILNVQSBPA	YEJVILSXCZHPQRTUGMAOKWDBNF	KBHRMTJSXGIPQEZUWVALCODNYF	ANUGKCPEMOQSHTIDFLBZYVRJWX	0
main	45 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 90 	C 	2 	S 	0.0 	0 	0 	1.0 	BPLWDGFZVSCTAERXJNMKUOHYQI	HGJSIQWCRUFPEYVMOTBDZKAXNL	-99	-99	-99	-99	-99	-99	0
main	46 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 135 	L 	0 	L 	1.0 	0 	0 	0.0 	BEVQFOLUGMAWRSKHPJXZYCDNTI	WECGTURNYVMBQLOAHPDXIJSKZF	-99	-99	-99	-99	-99	-99	0
main	47 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 0 	H 	2 	N 	0.0 	1 	0 	1.0 	OBCPHSUGDMYFIKLZNJAQEXVTWR	IGQZARXNHUBDFPEJYTVKOLSWCM	-99	-99	-99	-99	-99	-99	0
main	48 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 90 	Y 	0 	A 	0.0 	0 	0 	1.0 	JGKVHBDAYOLZCPFSQTMIEXWRUN	DPSFNBCKAIXTELJUWHORQZVMYG	-99	-99	-99	-99	-99	-99	0
main	49 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 0 	C 	2 	C 	1.0 	0 	0 	0.0 	BOWGSKHYIQCAUVZMFNPLJRDEXT	NRKJPMAFSOZQBGCXTWUEDLHIYV	-99	-99	-99	-99	-99	-99	0
main	50 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 315 	A 	2 	Y 	0.0 	1 	0 	1.0 	STBAHOJREMIUNGZFXKQPLCVYDW	LVOWHBPNUYAICGTZXDMKRESJQF	-99	-99	-99	-99	-99	-99	0
main	51 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	M 	2 	C 	0.0 	0 	0 	3.0 	OUPGATCNLMZJIFXEDWVBYKHQSR	JDQPKXNEFGOCTZMLYWIRSAUBHV	-99	-99	-99	-99	-99	-99	0
main	52 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 225 	A 	0 	Q 	0.0 	1 	0 	3.0 	WUTFSZONVKEBICLRPYMJGAXQHD	EHGPJYTQBNAFIULROMWCZVDKXS	-99	-99	-99	-99	-99	-99	0
main	53 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 225 	E 	2 	E 	1.0 	3 	0 	0.0 	YPFSDLOTGHQIMCKUBEWZXNVJRA	SDPBKQNEOWJZGXAMRLIFCUYVHT	PWRFCQSNZJUXLKYDMOTEIBGVAH	RYZIPCDKTOEBLSHMFXNQAGWVUJ	WXJHTSUODYLKENVBCIQAGFRMZP	DGIBJTYPSVRXKNMZUQOACFELWH	PMJBDRZNWCHTAFKSYGIVUXOELQ	UQHNLIAFBGMPSTRZWCDXYVKEOJ	0
main	54 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 0 	S 	2 	V 	0.0 	3 	0 	1.0 	ZPSLMIACGJYQKNOFTBEDHRXUWV	BYUWXQGJLEDIVHRFSMCNOAKTZP	USMLIWHNTFPYJQCZXVKGOABDER	OPEAXYIGUVSCTMDHZLWJBKFNQR	PQGMRBXUKTHNALICDJOFSWVYZE	BSKRQGUFONVCMXJDALHYPEZWIT	YWTMALEQDGPRJVOFZBSCUKIHNX	VWKZFAUQMNPSDYHJXTBGRCLIEO	0
main	55 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 45 	M 	0 	Q 	0.0 	6 	0 	1.0 	UCAQBOWXPHKNRVFYELIZMJGSDT	VDQINFKTXSBEYWHJUZPRGOMLAC	ZINFXKYCQMHVGSTOALEWPUDBRJ	CKMNIYHAXRLUDQTJSBOFVGZPWE	MDPLSHTVWZNEIAGOYFBURCJKXQ	UHYSBMEAFOITZDQGCKXNRJPWLV	BTXOIALQMKCNFRSEDWVYZHUGPJ	SCNKWAHFQTLXOVEBJMZYDGPUIR	0
main	56 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 180 	R 	0 	D 	0.0 	2 	0 	1.0 	CXKJONMHSRUQIYFBGLDPEWVATZ	VDHFRWZYJPKTILGNAUXMESCBQO	OZQATGHNEXDRPSKBJYCMWILFUV	LPNAJZTQHUDBESXRGFIKWCYOVM	OYLFZWBMURIPHDJCVSKNTAXQGE	CZYMLFAJWPOXIGVRKQDNTSUBHE	AXGQOHJIVDREYUKTMPFSWBLZNC	HLNOABSKFTQUZVEGCWPIXJMRYD	0
main	57 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 270 	U 	2 	Q 	0.0 	4 	0 	2.0 	YONTKEQFPLBSAVHRJZGIUXDMWC	MOJHWNICDBSQLXZYVGTRAPFEUK	JVIZKDHWBAUYNGSOMCFELQRXPT	LOEUPBZMXKSAWGTHFDQYCRVJNI	WVXLHFSDBQJUMTZRGAYICOPENK	RIOGVKZSFTNAJWBHDLCPXUQMEY	VAWUJZXBYETGNCRQIDPOFKHSML	VNXBKORJLFHSWMIEPYCUDZTAGQ	0
main	58 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 225 	B 	2 	B 	1.0 	4 	0 	0.0 	DWAUNGPIYRCSBXLEOVFKMZQHJT	ZUEXRIAOSNGFCTLJDMHQVWPBYK	ZMGPSBQDTLIJRUXVEFWNOKYAHC	AMQLWGNKYFZTOSPUVIDECJBXHR	XDJKYLBUZANSQEOTFCMGHRWIVP	DZKECSIGOVMJTRAHBQFLPWNXUY	ELPAQGKORDJFIVXCSHYTNUZMWB	GQKURBMIWDLFZYSJXNVCOPHTEA	0
main	59 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 315 	X 	2 	X 	1.0 	1 	0 	0.0 	IVPGKOESAQJXBULNCYHRDFTMZW	BPHSRNJMXTQAZKIOUCLEWVYGFD	UMKEOXWFBPQYRLSDGICVHNJZAT	ACGTLRJBZHPYKOQUVWSXMDFEIN	NSEKXWLFMDCUGOYIQHPRJBAVZT	LRFVKJPNOWHGIQEXUMYBCDSZTA	RGCWFDEHVTUYPBLIQNAJXMZKOS	WLRNOSMTAHDJUEZCVXKPQYFIGB	0
main	60 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	P 	2 	L 	0.0 	1 	0 	1.0 	GWKRMAOPEDBUXFZJLHTCYVINQS	TRIOWBLPNGAXUVCEKQHDMSZYJF	-99	-99	-99	-99	-99	-99	0
main	61 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 225 	W 	0 	G 	0.0 	1 	0 	1.0 	SILQUYHKBZVNTGFEMAXRJCOPWD	KZDJALNSPGWRYMHTUVQFOXIBCE	-99	-99	-99	-99	-99	-99	0
main	62 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 0 	H 	0 	F 	0.0 	5 	0 	1.0 	LNQKHBDYURMSFCIVAGEOJZWXTP	WFJIODLESVBCMYUNRZKGQPAHTX	YQKBTCZNRHSPEIULOJXDWAFVMG	FJSHWMDQXKOZLEGYVPTAURBNCI	DJRTUOIYPCNAKZWGSXBELVHMFQ	ZAQOCYFHMTXGWBKRUNEPIVDJSL	TICAVJRDEHPXBFSGKQZUNLYMWO	RELDONBMQJZCFSXKAIPHGWTYVU	0
main	63 	CBTest 	 oneCued 	 0.0 	 right 	 2 	 180 	U 	0 	T 	0.0 	1 	0 	2.0 	IJAKDGSXLPHMVBTEWROYQNCZFU	WDBHAZRPTKUNFYEVSMGIOQLCJX	-99	-99	-99	-99	-99	-99	0
main	64 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 270 	V 	0 	Y 	0.0 	6 	0 	1.0 	NTLWEJFSYCAOXHMDVKBGRIUPQZ	RFOTQLKNJCSGUPIADMEVBXHYZW	TSEYQNBHFWVMUPRDXZJGKIAOCL	OBNCTFVYWXLPIDRHMAQEZGJKSU	UWBVYTENLACKQPZMGXSHOFRIDJ	JITFGYHNDZVSLOCWQARUMEXPBK	LPAQOTWZGYVMEHCDJRUNFXIKSB	YQGLTDIPVJHUBCXMNORKSFAWEZ	0
main	65 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 135 	U 	0 	W 	0.0 	2 	0 	1.0 	HICAKGVBNLJPMZETYFUQODWXSR	VDIHXNJWLRBUKQOMSGZFYTPCAE	JBFCPSWUYNMOAEGRLQXVDHTIZK	OCUALNREPGSHFVKTYBJZWIMXQD	EQNROHTVSLIJUXPZBFYMGDKACW	HGVDUBYTOPWSKLNECAJMQXRZFI	RLBFPHJGOSETCQNWMZYDKIAUXV	NGTMCLWKXQUSPIYREJOBADVFHZ	0
main	66 	CBTest 	 oneCued 	 0.0 	 right 	 8 	 45 	T 	2 	X 	0.0 	3 	0 	1.0 	DQXKZBHPUFJRACVLENOYSMGWTI	FVYLTGQXRUOKJDNACEHBSPMWIZ	PKWLSHUJAEBYODCFTRNZMVIGXQ	OBPIHFMJXTNZYRKDLEGSACQUWV	GSAQPCHXMVLFWBYZERKDJTNIOU	TZHFRYNKBCPMOJEGAVUILXSWQD	IAPXMDCVUZLTFEHBGRSYNJQKOW	PULMTDGNFJWOXQYRVCISAKHZEB	0
