RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX
GR13	NONE	309	571	509.60	327.90	125
GR13	NONE	601	3799	504.80	427.20	125
GR13	NONE	7	245	520.70	347.90	126
GR13	NONE	272	3804	508.80	373.80	126
GR13	NONE	7	3808	518.00	388.70	127
GR13	NONE	7	3799	509.30	399.70	128
GR13	NONE	7	3801	519.10	387.10	129
GR13	NONE	7	3799	506.80	387.90	130
GR13	NONE	7	3809	512.90	395.40	131
GR13	NONE	7	3808	514.00	383.50	132
GR13	NONE	7	3798	511.10	386.30	133
GR13	NONE	7	1543	509.60	368.90	134
GR13	NONE	1560	3799	505.20	389.50	134
GR13	NONE	7	3800	520.50	393.60	135
GR13	NONE	7	3799	510.00	384.40	136
GR13	NONE	7	3796	518.10	383.50	137
GR13	NONE	7	3799	515.70	403.70	138
GR13	NONE	7	547	511.70	382.00	139
GR13	NONE	554	3779	515.00	391.60	139
GR13	NONE	7	3797	521.30	382.00	140
GR13	NONE	7	3808	507.80	393.50	141
GR13	NONE	7	3809	513.80	393.40	142
GR13	NONE	7	3410	508.20	384.80	143
GR13	NONE	3434	3798	459.20	392.20	143
GR13	NONE	7	1326	510.30	375.30	144
GR13	NONE	1344	3800	516.20	388.00	144
GR13	NONE	7	3809	507.50	391.30	145
GR13	NONE	7	3801	516.10	379.90	146
GR13	NONE	7	3808	513.60	382.40	147
GR13	NONE	7	3800	510.10	388.00	148
GR13	NONE	7	3798	516.10	364.90	149
GR13	NONE	7	3799	512.50	388.10	150
GR13	NONE	7	3798	499.70	394.00	151
GR13	NONE	7	3799	515.50	378.50	152
GR13	NONE	7	3809	509.70	388.30	153
GR13	NONE	7	3799	511.50	390.70	154
GR13	NONE	7	3799	512.20	376.90	155
GR13	NONE	7	3800	507.60	377.10	156
GR13	NONE	7	3799	514.90	399.90	157
GR13	NONE	7	3809	519.20	397.90	158
GR13	NONE	7	3799	519.00	401.90	159
GR13	NONE	7	3800	516.90	393.20	160
GR13	NONE	7	3799	504.10	377.10	161
GR13	NONE	7	3799	501.50	397.50	162
GR13	NONE	7	1698	513.00	386.70	163
GR13	NONE	1711	3799	521.10	404.70	163
GR13	NONE	7	3798	509.40	403.70	164
GR13	NONE	7	3810	502.10	371.40	165
GR13	NONE	7	3810	513.50	388.50	166
GR13	NONE	7	3799	506.50	381.60	167
GR13	NONE	7	1529	512.40	398.50	168
GR13	NONE	1551	3813	510.10	424.00	168
GR13	NONE	7	1381	516.90	385.60	169
GR13	NONE	1402	1691	508.00	393.50	169
GR13	NONE	1701	3799	519.20	392.80	169
GR13	NONE	7	1699	514.70	384.70	170
GR13	NONE	1717	3754	513.00	405.30	170
GR13	NONE	7	3808	508.00	402.90	171
GR13	NONE	7	3799	509.80	392.70	172
GR13	NONE	7	774	508.60	383.30	173
GR13	NONE	781	1087	516.70	388.80	173
GR13	NONE	1096	3799	514.60	414.20	173
GR13	NONE	7	3799	505.20	399.20	174
GR13	NONE	7	3809	506.40	396.50	175
GR13	NONE	7	3810	511.40	386.70	176
GR13	NONE	9	253	486.20	362.40	177
GR13	NONE	284	455	421.70	383.00	177
GR13	NONE	480	3798	489.80	382.40	177
GR13	NONE	7	3799	506.70	384.70	178
GR13	NONE	7	744	510.70	381.20	179
GR13	NONE	763	3809	505.20	395.00	179
GR13	NONE	7	3798	508.40	387.50	180
GR13	NONE	7	3798	509.40	401.40	181
GR13	NONE	7	254	509.20	387.70	182
GR13	NONE	267	494	492.10	392.10	182
GR13	NONE	511	3799	502.30	389.40	182
GR13	NONE	7	3799	510.30	399.60	183
GR13	NONE	7	996	512.40	376.10	184
GR13	NONE	1006	3799	512.40	385.70	184
GR13	NONE	7	251	509.40	386.60	185
GR13	NONE	259	3798	501.80	384.60	185
GR13	NONE	7	3660	510.80	372.20	186
GR13	NONE	3669	3798	519.80	393.10	186
GR13	NONE	7	214	517.90	398.60	187
GR13	NONE	222	1159	510.30	378.40	187
GR13	NONE	1177	3799	515.20	393.20	187
GR13	NONE	7	3799	514.30	380.00	188
GR13	NONE	7	3808	514.60	372.40	189
GR13	NONE	7	3799	515.40	419.20	190
GR13	NONE	7	3440	519.50	387.80	191
GR13	NONE	3472	3751	539.20	421.90	191
GR13	NONE	7	3799	513.30	382.10	192
GR13	NONE	7	3808	506.10	389.80	193
GR13	NONE	7	3799	514.20	378.20	194
GR13	NONE	7	3808	523.80	387.50	195
GR13	NONE	7	3798	521.90	380.50	196
GR13	NONE	7	3809	511.70	391.40	197
GR13	NONE	7	3799	519.90	396.30	198
GR13	NONE	7	663	510.10	394.30	199
GR13	NONE	672	1020	515.70	410.60	199
GR13	NONE	1039	3800	512.20	433.40	199
GR13	NONE	7	3798	512.40	394.50	200
GR13	NONE	7	3447	514.20	383.10	201
GR13	NONE	3467	3809	524.50	401.80	201
GR13	NONE	7	3797	506.80	399.70	202
GR13	NONE	7	3318	513.30	382.30	203
GR13	NONE	3345	3808	451.00	376.10	203
GR13	NONE	7	3797	509.50	381.80	204
GR13	NONE	7	3810	515.70	417.10	205
GR13	NONE	7	3799	503.80	396.80	206
GR13	NONE	7	3797	513.90	389.20	207
GR13	NONE	7	3800	509.40	384.50	208
GR13	NONE	7	3800	506.60	403.00	209
GR13	NONE	7	3810	514.30	369.00	210
GR13	NONE	7	1107	515.80	397.50	211
GR13	NONE	1114	3803	517.90	422.30	211
GR13	NONE	7	496	521.70	385.90	212
GR13	NONE	509	805	523.10	387.80	212
GR13	NONE	812	1326	537.90	399.40	212
GR13	NONE	1345	3799	538.10	409.70	212
GR13	NONE	7	3799	506.30	386.90	213
GR13	NONE	7	3800	501.80	388.60	214
GR13	NONE	7	3800	494.60	384.30	215
GR13	NONE	7	3803	518.30	391.40	216
GR13	AFTER	7	402	509.30	383.50	217
GR13	BEFORE	561	3393	515.40	408.20	217
GR13	NONE	3412	3799	507.90	450.80	217
GR13	NONE	7	232	511.60	392.30	218
GR13	NONE	266	446	452.90	394.20	218
GR13	NONE	468	3799	509.10	397.80	218
GR13	NONE	7	3809	513.00	389.30	219
GR13	NONE	7	3809	519.50	381.00	220
GR13	NONE	7	3798	511.10	397.10	221
GR13	NONE	7	3800	506.00	377.00	222
GR13	NONE	7	3411	519.70	393.10	223
GR13	NONE	3443	3799	489.90	397.50	223
GR13	NONE	7	3799	508.30	371.10	224
GR13	NONE	7	1363	513.00	382.10	225
GR13	NONE	1383	3799	520.50	400.70	225
GR13	NONE	7	3800	503.30	378.90	226
GR13	NONE	7	3800	506.40	385.60	227
GR13	NONE	7	3798	518.90	384.80	228
GR13	NONE	7	267	519.10	376.70	229
GR13	NONE	282	3265	517.70	374.70	229
GR13	NONE	3283	3798	521.70	389.70	229
GR13	NONE	7	3799	508.80	394.20	230
GR13	NONE	7	3799	514.50	375.70	231
GR13	NONE	7	3383	518.90	409.90	232
GR13	NONE	3401	3799	496.20	428.30	232
GR13	NONE	7	3798	516.00	395.20	233
GR13	NONE	7	456	512.90	400.90	234
GR13	NONE	467	1385	502.60	381.70	234
GR13	NONE	1403	1666	498.20	387.10	234
GR13	NONE	1675	3799	511.10	403.00	234
GR13	NONE	7	3799	516.10	411.10	235
GR13	NONE	7	214	511.20	389.00	236
GR13	NONE	246	425	477.10	383.20	236
GR13	NONE	445	3811	524.80	402.80	236
GR13	NONE	7	3805	510.60	394.20	237
GR13	NONE	7	237	510.30	384.20	238
GR13	NONE	251	426	491.10	360.90	238
GR13	NONE	438	3799	510.90	403.20	238
GR13	NONE	7	3684	514.60	375.50	239
GR13	NONE	3692	3799	517.30	389.10	239
GR13	NONE	7	3799	506.70	379.50	240
