RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX
RL11	BEFORE	745	3801	516.20	398.70	108
RL11	NONE	7	3796	523.70	419.40	109
RL11	NONE	7	3801	532.90	418.40	110
RL11	NONE	7	3805	507.90	437.70	111
RL11	NONE	7	3795	533.20	388.90	112
RL11	NONE	7	3803	517.60	391.90	113
RL11	NONE	7	3797	527.50	393.50	114
RL11	NONE	7	1716	531.60	397.30	115
RL11	NONE	1726	3803	550.30	395.40	115
RL11	NONE	7	3799	514.40	395.70	116
RL11	NONE	7	3070	516.10	384.50	117
RL11	NONE	3082	3800	529.00	380.70	117
RL11	NONE	7	3399	533.50	398.10	118
RL11	NONE	3407	3800	545.70	422.60	118
RL11	NONE	7	587	512.70	381.00	119
RL11	NONE	595	702	519.40	374.00	119
RL11	NONE	712	842	504.80	374.40	119
RL11	NONE	854	3800	516.90	379.60	119
RL11	NONE	7	3800	531.60	437.30	120
RL11	NONE	7	359	513.10	385.50	121
RL11	NONE	384	662	507.80	319.30	121
RL11	NONE	689	2916	509.10	392.50	121
RL11	NONE	2941	3796	497.90	312.40	121
RL11	NONE	7	3799	514.30	377.40	122
RL11	NONE	7	3799	507.70	379.90	123
RL11	NONE	7	3799	516.70	376.20	124
RL11	NONE	7	3814	505.30	394.10	125
RL11	NONE	7	3802	519.40	386.90	126
RL11	NONE	7	3802	514.50	386.20	127
RL11	NONE	7	3808	519.40	389.10	128
RL11	NONE	7	3798	526.70	378.60	129
RL11	AFTER	7	608	503.90	380.70	130
RL11	BEFORE	910	3799	508.90	386.90	130
RL11	NONE	7	3804	529.80	370.30	131
RL11	NONE	7	692	515.30	383.90	132
RL11	NONE	700	3800	534.80	375.70	132
RL11	NONE	7	3803	510.80	378.30	133
RL11	NONE	7	3799	529.70	380.10	134
RL11	NONE	7	3801	524.20	380.30	135
RL11	NONE	7	3799	509.10	384.90	136
RL11	NONE	7	3800	512.10	391.30	137
RL11	NONE	7	3809	522.50	387.80	138
RL11	AFTER	7	1185	509.10	383.70	139
RL11	BEFORE	1455	3810	506.00	390.10	139
RL11	NONE	7	2099	515.50	383.50	140
RL11	NONE	2107	3778	518.00	372.70	140
RL11	AFTER	7	855	508.80	388.20	141
RL11	BEFORE	1123	3800	516.60	376.20	141
RL11	NONE	7	3800	521.80	387.80	142
RL11	NONE	7	3813	511.00	383.10	143
RL11	NONE	7	3801	504.00	388.90	144
RL11	NONE	7	3799	513.80	376.60	145
RL11	NONE	7	3799	519.30	382.40	146
RL11	NONE	7	1454	505.30	385.30	147
RL11	NONE	1461	3810	512.50	375.40	147
RL11	NONE	7	3799	520.00	384.70	148
RL11	NONE	7	607	514.30	383.70	149
RL11	NONE	616	793	523.00	377.00	149
RL11	NONE	800	3805	518.40	393.20	149
RL11	NONE	7	603	512.40	387.90	150
RL11	NONE	611	3799	512.80	390.10	150
RL11	NONE	7	889	512.00	379.10	151
RL11	AFTER	897	3232	505.80	371.90	151
RL11	BEFORE	3557	3799	516.50	366.10	151
RL11	NONE	7	3799	518.00	383.50	152
RL11	NONE	7	3800	531.30	384.50	153
RL11	NONE	7	3799	522.40	402.40	154
RL11	NONE	7	1258	510.70	377.70	155
RL11	NONE	1268	3799	519.00	382.60	155
RL11	NONE	282	409	514.60	346.00	156
RL11	NONE	423	3795	520.40	368.50	156
RL11	NONE	7	3800	532.10	388.20	157
RL11	NONE	7	1749	518.30	385.60	158
RL11	NONE	1757	3803	529.60	391.70	158
RL11	NONE	7	722	513.40	378.50	159
RL11	NONE	730	3799	530.30	374.80	159
RL11	NONE	7	3799	508.70	392.80	160
RL11	NONE	7	3805	518.80	395.80	161
RL11	NONE	7	3766	525.60	374.50	162
RL11	NONE	7	3801	527.30	357.60	163
RL11	NONE	7	951	512.00	364.20	164
RL11	NONE	959	3808	526.60	381.50	164
RL11	NONE	7	321	496.10	346.00	165
RL11	NONE	335	3801	501.60	384.90	165
RL11	NONE	7	3805	515.20	393.40	166
RL11	NONE	7	3804	517.50	400.30	167
RL11	NONE	7	1348	522.60	383.40	168
RL11	NONE	1376	3806	522.60	383.00	168
RL11	NONE	7	3799	507.70	383.10	169
RL11	NONE	7	1407	510.70	387.80	170
RL11	NONE	1414	3800	510.80	390.70	170
RL11	NONE	7	3798	510.50	381.10	171
RL11	NONE	7	3809	502.50	382.30	172
RL11	NONE	7	3797	513.20	400.30	173
RL11	NONE	7	3800	510.00	372.90	174
RL11	NONE	7	3800	507.10	385.70	175
RL11	NONE	7	3800	524.60	413.20	176
RL11	NONE	7	3800	528.60	389.10	177
RL11	AFTER	7	676	506.20	383.70	178
RL11	BEFORE	987	1126	505.90	362.10	178
RL11	NONE	1144	3804	492.90	384.30	178
RL11	NONE	7	3800	515.00	390.50	179
RL11	NONE	7	1018	524.70	408.80	180
RL11	NONE	1028	3796	517.40	416.50	180
RL11	NONE	7	3797	513.70	372.80	181
RL11	NONE	7	290	497.10	363.00	182
RL11	NONE	298	3801	490.90	374.20	182
RL11	NONE	7	3806	505.00	382.00	183
RL11	NONE	7	3796	515.80	380.90	184
RL11	NONE	7	3799	515.90	378.20	185
RL11	NONE	7	3800	516.30	400.60	186
RL11	NONE	9	3799	526.50	408.80	187
RL11	NONE	7	3800	536.80	416.00	188
RL11	NONE	7	3804	505.90	330.80	189
RL11	NONE	7	3799	515.00	405.10	190
RL11	NONE	7	1707	510.20	371.60	191
RL11	NONE	1717	3800	516.70	374.90	191
RL11	NONE	7	3370	527.00	395.20	192
RL11	NONE	3377	3800	521.70	392.70	192
RL11	NONE	7	3644	513.90	422.90	193
RL11	NONE	3652	3799	543.60	534.90	193
RL11	NONE	7	3798	522.30	405.40	194
RL11	NONE	7	3811	528.40	419.40	195
RL11	NONE	7	3799	511.90	381.30	196
RL11	NONE	7	3800	536.70	404.30	197
RL11	NONE	7	3800	519.90	374.70	198
RL11	NONE	7	3810	515.00	382.50	199
RL11	NONE	7	376	510.60	382.90	200
RL11	NONE	440	463	578.80	995.50	200
RL11	NONE	586	3800	527.10	395.30	200
RL11	AFTER	7	581	509.10	380.80	201
RL11	BEFORE	810	3606	518.30	392.20	201
RL11	NONE	3615	3802	536.30	366.50	201
RL11	NONE	7	3810	533.10	395.10	202
RL11	NONE	7	3799	522.70	406.80	203
RL11	NONE	7	2299	523.20	395.90	204
RL11	AFTER	2310	2728	521.40	389.40	204
RL11	BEFORE	3061	3279	537.00	387.50	204
RL11	NONE	3292	3800	519.80	408.80	204
RL11	NONE	7	296	511.10	374.00	205
RL11	NONE	310	3799	531.30	385.90	205
RL11	NONE	7	3799	551.20	511.70	206
RL11	NONE	7	3378	528.80	398.20	207
RL11	NONE	3393	3800	534.70	448.00	207
RL11	NONE	7	1463	508.30	393.00	208
RL11	NONE	1472	3799	500.50	389.90	208
RL11	NONE	7	3447	520.80	371.50	209
RL11	NONE	3458	3800	572.50	407.40	209
RL11	NONE	7	1699	510.50	396.40	210
RL11	NONE	1711	3810	521.80	463.50	210
RL11	NONE	7	3256	529.40	491.60	211
RL11	NONE	3268	3805	471.10	459.20	211
RL11	NONE	7	3799	532.20	467.10	212
RL11	NONE	7	3800	519.50	381.40	213
RL11	NONE	7	1456	512.60	387.80	214
RL11	NONE	1468	1832	522.90	369.90	214
RL11	NONE	1840	3799	507.40	375.90	214
RL11	NONE	7	3799	510.60	387.70	215
RL11	NONE	7	3799	514.40	376.40	216
RL11	NONE	7	3810	512.90	385.10	217
RL11	NONE	7	3804	512.00	372.10	218
RL11	NONE	7	3803	521.40	383.40	219
RL11	NONE	7	3800	513.40	384.80	220
RL11	NONE	7	3800	522.90	389.00	221
RL11	NONE	7	501	512.30	387.80	222
RL11	NONE	509	3799	515.10	382.00	222
RL11	NONE	7	1936	513.80	384.70	223
RL11	NONE	1943	3800	516.70	380.20	223
RL11	NONE	7	3800	515.00	379.90	224
RL11	NONE	7	3796	521.10	383.80	225
RL11	NONE	7	3804	519.60	380.60	226
RL11	NONE	7	3802	514.10	382.70	227
RL11	NONE	7	3801	508.30	375.30	228
RL11	AFTER	7	3265	519.00	388.80	229
RL11	BEFORE	3502	3799	529.40	389.90	229
RL11	NONE	7	3803	509.00	386.50	230
RL11	NONE	7	3798	524.40	385.30	231
RL11	NONE	7	3809	522.00	378.10	232
RL11	NONE	7	665	517.90	389.80	233
RL11	NONE	860	3810	523.00	391.30	233
RL11	NONE	7	3803	521.40	377.80	234
RL11	NONE	7	3799	524.70	384.90	235
RL11	NONE	7	3799	523.20	385.40	236
RL11	NONE	7	2809	508.10	377.70	237
RL11	NONE	2816	3801	518.40	361.50	237
RL11	NONE	7	3593	511.30	382.30	238
RL11	NONE	3604	3802	533.50	386.20	238
RL11	NONE	7	2045	511.50	371.50	239
RL11	NONE	2055	3814	529.10	385.30	239
RL11	NONE	7	3799	523.50	375.00	240
